Gene = scat
Position 1878: 0.0004572144114878743
Position 2912: 0.00045706875994254534
Position 2301: 0.00045283370049931446
Position 625: 0.00045088912068067926
Position 1228: 0.0004427522202815222
Position 1131: 0.00040075619730584175
Position 2583: 0.00040026183839698666
Position 1020: 0.00039928721657811884
Position 1706: 0.00036723569411423705
Position 589: 0.0003469387490269011
Position 1410: 0.00034687447488372994
Position 1898: 0.00029225044109885615
Position 369: 0.000291239154864063
Position 385: 0.00021602473093048852
Position 2419: 0.00021043839335146107
Position 2308: 0.00020227633796524424
Position 2350: 0.00018646477809058392
Position 2287: 0.000166752269110263
Position 629: 0.0001586762863388323
Position 1779: 0.00014101970391671903
Position 719: 0.00011599982417550168
Position 1703: 0.00010335684700359971
Position 528: 0.00010015875605011547
Position 1676: 9.63986813659521e-05
Position 772: 8.858457806830123e-05
Position 1464: 7.695361413923661e-05
Position 389: 6.628554250061938e-05
Position 1536: 5.613824034711593e-05
Position 403: 5.346122649832787e-05
Position 69: 1.0044466144066217e-05
Position 125: 4.706289852711776e-06
Position 484: 6.935777098814565e-07
Position 78: 6.388802880701195e-07
Position 1005: 5.031525286952296e-07
Position 478: 3.6097883896195527e-07
Position 81: 2.915158074513606e-07
Position 300: 2.601357325613117e-07
Position 680: 2.548570808893251e-07
Position 436: 1.8038748821537648e-07
Position 443: 1.1459230267846897e-07
Position 696: 2.5671117472588235e-08
Position 210: 6.960945878562136e-09
Position 130: 6.908453146916094e-09
Position 426: 4.8950477613088614e-09
Position 423: 1.8233812272363264e-09
Position 251: 1.3103291999854876e-09
Position 549: 1.2837720854971133e-09
Position 497: 1.0387377651616164e-09
Position 200: 8.316759112575441e-10
Position 87: 7.918027809195961e-10
Position 192: 3.8504209537617876e-10
Position 141: 2.7661755196000365e-10
Position 467: 2.0987854990250475e-10
Position 214: 1.7884036990818217e-10
Position 132: 1.6417095283483658e-10
Position 445: 2.586373768235593e-11
Position 151: 1.798439968326693e-12
Position 196: 1.3136613156704603e-14
Position 194: 1.0689551558801572e-14
Position 167: 4.684161823053277e-17
Position 205: 8.174106379603681e-22
