Gene = Mul1
Position 1014: 2.1177311654145606e-05
Position 1051: 1.7240509288637227e-05
Position 355: 1.604917011223182e-05
Position 376: 1.4879940601846393e-05
Position 49: 1.4762840345248893e-05
Position 644: 1.2882587825151344e-05
Position 207: 1.1746245824680582e-05
Position 899: 1.1218968638716994e-05
Position 389: 1.0908338392176608e-05
Position 621: 1.0376493967971634e-05
Position 619: 6.45758579716813e-06
Position 717: 5.936610062565855e-06
Position 1778: 5.176394382231996e-06
Position 1200: 4.395904470522109e-06
Position 851: 4.092366803126315e-06
Position 1704: 4.015800284860335e-06
Position 1887: 3.643752079216917e-06
Position 548: 3.181090762631618e-06
Position 1679: 2.658992200524252e-06
Position 853: 2.2042749153480996e-06
Position 286: 1.7929537360796452e-06
Position 565: 1.758588256875858e-06
Position 394: 1.6702698261831981e-06
Position 136: 1.4510511529622932e-06
Position 902: 1.430436390642991e-06
Position 535: 1.3629370019485733e-06
Position 526: 1.335275006079356e-06
Position 150: 1.1595264980745896e-06
Position 904: 1.0508437934239081e-06
Position 289: 7.277562367921843e-07
Position 44: 6.019993038006043e-07
Position 556: 3.7755502082771735e-07
Position 134: 9.78558276205945e-08
Position 38: 5.829825721221539e-08
Position 603: 5.026985113137203e-08
Position 1734: 1.328212809177138e-08
Position 1392: 6.250875904569399e-09
Position 1380: 6.156726437975984e-10
Position 111: 2.0261066288362844e-10
Position 99: 8.147311494044404e-11
Position 214: 2.4551030384185453e-11
Position 929: 1.6715463741793407e-11
Position 228: 1.1430644762953708e-11
Position 219: 3.753340341688967e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 888: 0.9947915445102602
Position 1363: 0.9789326504080609
Position 246: 0.9768484230201737
Position 1663: 0.015237557100974894
Position 648: 0.012592432737380562
Position 1244: 0.011281403467735837
Position 1660: 0.009192949550110562
Position 744: 0.006806136416022363
Position 1585: 0.0060880607697232775
Position 1969: 0.00503367550216182
Position 1263: 0.0040182605479012765
Position 516: 0.002904774922270653
Position 1215: 0.001285838803293619
Position 1813: 0.0008318005744466566
Position 1449: 0.0006732868351793541
Position 2010: 0.000640982703394596
Position 895: 0.0006361839029181515
Position 967: 0.00037673633723617493
Position 468: 0.0003439968426088334
Position 1825: 0.00034355916855388093
Position 1414: 0.00033353180575420384
Position 970: 0.00032323286219998866
Position 402: 0.00028892458172760763
Position 946: 0.00026905020826798305
Position 1802: 0.00025445815003334214
Position 1268: 0.00017752671075766193
Position 909: 0.00012841087516874677
Position 717: 0.00010872923489870511
Position 1305: 9.922930255138093e-05
Position 1252: 7.828319389874229e-05
Position 1669: 7.790421851794218e-05
Position 340: 6.463537716578426e-05
Position 531: 5.363522710235104e-05
Position 1726: 5.336189589592993e-05
Position 1220: 3.708361892188601e-05
Position 1790: 3.65523059722414e-05
Position 1944: 3.5296829301306855e-05
Position 1402: 3.221044813799844e-05
Position 1702: 2.964435548596725e-05
Position 1794: 2.8561630133483793e-05
Position 214: 2.1336344835142022e-05
Position 383: 2.1076746840431952e-05
Position 672: 1.85754266848663e-05
Position 801: 1.8108487144687822e-05
Position 300: 1.6656246062364648e-05
Position 786: 1.4466205618426826e-05
Position 228: 1.3772867396405617e-05
Position 518: 1.358352032036811e-05
Position 1834: 1.1469183870692436e-05
Position 274: 1.1327792198706755e-05
Position 756: 1.1301641533129958e-05
Position 425: 1.1289317219825586e-05
Position 492: 9.08424638771471e-06
Position 669: 8.395727178208413e-06
Position 548: 7.395432414212982e-06
Position 680: 6.015475594339639e-06
Position 1987: 5.824317986022104e-06
Position 389: 3.9292186126718426e-06
Position 811: 3.114514357311157e-06
Position 1902: 2.6252100440106712e-06
Position 504: 1.722071761564957e-06
Position 411: 1.2570391979053547e-06
Position 979: 5.930392544499739e-07
Position 973: 5.487455206854736e-07
Position 689: 3.428638805710489e-07
Position 685: 3.3179105934237295e-07
Position 312: 2.647179728416648e-07
Position 650: 2.5706333862593764e-07
Position 1057: 2.0939379355136746e-07
Position 192: 7.55557339931121e-10
Position 294: 4.620348435029802e-10
Position 309: 5.5265123996574344e-11
Position 146: 5.054439640700744e-11
Position 1093: 2.1033222950150002e-11
Position 368: 1.3821207409320672e-11
Position 173: 8.023726848502845e-12
Position 161: 7.147522343643604e-12
Position 182: 3.179200735538174e-12
Position 394: 1.5671109038335371e-12
Position 365: 2.4233681491509095e-13
