Gene = Herp
Position 2885: 0.00013928859627313295
Position 1027: 0.0001117086376890392
Position 3646: 9.823722666513474e-05
Position 225: 9.494867861262085e-05
Position 614: 9.418330980956085e-05
Position 412: 9.119689517298572e-05
Position 1307: 8.70369069321111e-05
Position 647: 7.796352121958533e-05
Position 3275: 7.742818173616541e-05
Position 3690: 7.402505474628713e-05
Position 659: 6.968311588946915e-05
Position 3425: 6.697000229407092e-05
Position 520: 6.147687445854113e-05
Position 3479: 5.9017657213938315e-05
Position 328: 5.070499732620335e-05
Position 1293: 4.243103747135813e-05
Position 2244: 4.24258730161328e-05
Position 67: 4.169380803863076e-05
Position 468: 2.88763227377482e-05
Position 2103: 2.6376761091627004e-05
Position 3395: 2.3130554783470713e-05
Position 2985: 2.0128460270902915e-05
Position 2165: 1.8321540678523345e-05
Position 451: 1.5886400789964107e-05
Position 3588: 1.3824054515164906e-05
Position 2223: 9.466158864130549e-06
Position 2092: 9.059505623966769e-06
Position 194: 7.2072526903390645e-06
Position 3027: 6.048164479441335e-06
Position 436: 5.43440033904846e-06
Position 916: 3.0658550937206868e-06
Position 707: 1.556106529776786e-07
Position 414: 1.5000557067539128e-07
Position 906: 6.278371641347652e-08
Position 826: 6.10557024237273e-08
Position 75: 5.768852625422611e-09
Position 419: 3.993619358289031e-09
Position 230: 6.53032344826186e-10
Position 247: 5.97038904780016e-10
Position 306: 2.215851569377058e-10
Position 242: 1.9302851660325648e-11
Position 422: 5.769092655961698e-12
Position 244: 1.545221240067652e-13
