Gene = Sh3beta
Position 1804: 0.008612115268309036
Position 2050: 0.007318790525666719
Position 2914: 0.0071341025610778255
Position 4204: 0.00695042997360768
Position 93: 0.006628874726560886
Position 874: 0.0063246267034380585
Position 2061: 0.005843675586559032
Position 4326: 0.00514242375341341
Position 3883: 0.004897860772125638
Position 3849: 0.003169855545606382
Position 1839: 0.0030052851830415592
Position 84: 0.003003386924699426
Position 2075: 0.002885459131092661
Position 2447: 0.002831612337464177
Position 2678: 0.0028311689123282735
Position 1073: 0.00276114692783538
Position 648: 0.002583103908582876
Position 947: 0.0021005336921551565
Position 2597: 0.002050126640806824
Position 1126: 0.0019781230638208323
Position 2545: 0.0017455349856574955
Position 2878: 0.001694994972427137
Position 1590: 0.0016077378626836547
Position 1874: 0.0015518235009656584
Position 155: 0.001372321262079542
Position 3928: 0.0013032984061490155
Position 3062: 0.0010934147577511691
Position 1452: 0.000861072388284556
Position 3312: 0.0007662742800452178
Position 1842: 0.0007416510672729815
Position 1974: 0.0006893188478876312
Position 2586: 0.0006804051275756205
Position 4634: 0.0005880059356301189
Position 654: 0.0005656668111472977
Position 2626: 0.0005273673783038412
Position 1823: 0.0005212963107869658
Position 1536: 0.0005142407534385604
Position 1781: 0.00043843959108964673
Position 2507: 0.00037324890310336966
Position 607: 0.00037322082073139713
Position 1152: 0.00036541308877559493
Position 569: 0.0003611930628523043
Position 1316: 0.00031154014245041205
Position 1281: 0.00019972927734325678
Position 632: 0.0001881833803007522
Position 2277: 0.00012538986910391728
Position 1561: 7.825430795936696e-05
Position 467: 7.607289871074321e-05
Position 1587: 7.372623389763542e-05
Position 261: 7.360231333354804e-05
Position 2137: 6.821731264838945e-05
Position 584: 5.015184940746842e-05
Position 736: 3.434191425343014e-05
Position 176: 3.306943907234714e-05
Position 616: 3.2263196745710956e-05
Position 1593: 3.178021355252058e-05
Position 1546: 3.0138628265943524e-05
Position 194: 2.402838368063403e-05
Position 202: 1.6898185410361994e-05
Position 1284: 1.1883176887017252e-05
Position 470: 1.1309214052674441e-05
Position 313: 6.9878651648674e-06
Position 1293: 4.984770726514013e-06
Position 461: 2.7365116856434146e-06
Position 338: 2.5912394685756668e-06
Position 480: 2.5018545098436484e-06
Position 348: 1.3903305876460618e-06
Position 408: 1.3503186897173852e-06
Position 268: 1.1680661819061738e-06
Position 258: 1.0746779174443028e-06
Position 275: 6.845278034711706e-07
Position 1470: 3.3517556777036993e-07
Position 306: 1.317407424863057e-07
Position 547: 1.3091043970128005e-07
Position 367: 6.574672740937845e-08
Position 370: 5.2469463066669987e-08
Position 223: 1.7580528515410369e-09
Position 214: 3.262681279968521e-10
Position 228: 1.7785662962282759e-10
Position 217: 1.6991502622244035e-10
Position 265: 8.366391195814232e-11
Position 210: 1.405267324098122e-11
