Gene = l(2)05287
Position 4561: 0.0001942701797459998
Position 4404: 0.00016912759899466868
Position 3218: 0.00015801932827714873
Position 72: 0.00013782269451186537
Position 1860: 0.00013338472564302704
Position 1648: 0.00013217127655157113
Position 3614: 0.0001310719451226233
Position 461: 0.00012474168894017045
Position 3547: 0.00011985937136072641
Position 711: 0.00010729794127268355
Position 1902: 0.00010621854334288475
Position 586: 0.00010150691267731206
Position 900: 8.350685028545092e-05
Position 1135: 8.179484063217946e-05
Position 1469: 8.17284147295093e-05
Position 507: 8.041387316485518e-05
Position 225: 8.021830797916855e-05
Position 1491: 7.331890995272984e-05
Position 928: 5.590218203067722e-05
Position 2125: 5.561457491824912e-05
Position 3067: 5.5009694274759815e-05
Position 1462: 4.7521523394991655e-05
Position 1023: 4.708321725787094e-05
Position 1096: 4.689397982569795e-05
Position 1678: 4.251891890835851e-05
Position 654: 3.929646217111237e-05
Position 203: 3.9012894884697315e-05
Position 1155: 3.889970261194962e-05
Position 631: 3.6439086364508455e-05
Position 2895: 3.5976783389177844e-05
Position 487: 3.208516636081677e-05
Position 75: 3.1533409712002326e-05
Position 1480: 2.9476816265852586e-05
Position 1160: 2.9128948838680846e-05
Position 469: 2.507481339949782e-05
Position 2963: 2.3819417972914292e-05
Position 1999: 2.185270810459054e-05
Position 961: 2.0862037600561e-05
Position 3843: 1.980257859004423e-05
Position 2899: 1.9335784074717052e-05
Position 843: 1.709246339146491e-05
Position 3098: 1.7089847813207983e-05
Position 963: 1.402035919418076e-05
Position 1297: 1.3621156184790311e-05
Position 370: 1.3206323644358687e-05
Position 524: 1.3121356050893667e-05
Position 1205: 1.1882353053030093e-05
Position 538: 9.41997324279855e-06
Position 522: 9.209761415930878e-06
Position 2173: 9.12572997296814e-06
Position 3587: 8.83973199330974e-06
Position 2030: 8.79503928232518e-06
Position 651: 8.160116038347323e-06
Position 351: 7.834255533922237e-06
Position 286: 7.387462389600964e-06
Position 197: 6.147516956392367e-06
Position 1825: 6.0447707256971485e-06
Position 4819: 5.246053131779806e-06
Position 1439: 4.94941852613734e-06
Position 297: 4.610644587235578e-06
Position 1650: 4.3848359483844576e-06
Position 2348: 3.7671252230144784e-06
Position 4184: 3.669101546839374e-06
Position 2210: 3.5524840805314324e-06
Position 1663: 3.4118897148042053e-06
Position 3876: 3.0635156635786693e-06
Position 421: 2.8766399810543704e-06
Position 357: 2.2563100758818576e-06
Position 1549: 2.2463717972832502e-06
Position 3609: 1.8622055503107035e-06
Position 3575: 1.8369381657479968e-06
Position 2841: 1.6731461869985565e-06
Position 3538: 1.4932373842238135e-06
Position 2577: 1.3602735569538408e-06
Position 190: 1.328418848754395e-06
Position 724: 1.3208432291524417e-06
Position 90: 1.2146249939512687e-06
Position 684: 1.1450935801712182e-06
Position 1384: 1.1221992722755923e-06
Position 3360: 5.567794008215595e-07
Position 1978: 4.6310608024912747e-07
Position 3328: 4.5739405675503155e-07
Position 1546: 4.0100022871282797e-07
Position 3854: 2.657758973904716e-07
Position 3425: 2.5729511391286505e-07
Position 1601: 2.1251086163621716e-07
Position 1320: 1.9544811583153998e-07
Position 857: 1.9296724175889344e-07
Position 1561: 1.5811268902401433e-07
Position 3433: 1.3704261155958785e-07
Position 2127: 8.092046476422114e-08
Position 3379: 7.770567104820087e-08
Position 3397: 7.584456352852826e-08
Position 837: 4.393509393927982e-08
Position 329: 3.026052423454352e-08
Position 2207: 2.3069513237531416e-08
Position 150: 1.525540338055349e-08
Position 1783: 1.1695325818295228e-08
Position 3428: 1.1592433100171926e-08
Position 2006: 9.54071168153941e-09
Position 117: 9.26693951414508e-09
Position 3384: 7.1341240465703845e-09
Position 1138: 6.117263381858376e-09
Position 2572: 1.8601813214163544e-09
Position 828: 1.3386512873457378e-09
Position 2284: 1.21165043098647e-09
Position 1853: 9.505386347231465e-10
Position 338: 8.098244735064897e-10
Position 2475: 5.947139801355106e-10
Position 2622: 5.275051460923999e-10
Position 390: 3.5671489979838585e-10
Position 1504: 7.113949503050846e-11
Position 3857: 6.558728328625676e-11
Position 1367: 2.040149703093077e-11
Position 314: 2.384686738813624e-12
Position 2008: 2.35234454248233e-12
Position 333: 1.431275982538118e-12
Position 340: 4.779681347880981e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 1539: 0.9978097545658597
Position 3021: 0.9946511967452419
Position 820: 0.9945666204222322
Position 322: 0.9944532828897051
Position 1783: 0.9899619705720261
Position 7016: 0.7579754978346117
Position 2762: 0.3579483285280734
Position 1325: 0.24646753193293325
Position 113: 0.2087873737968561
Position 6914: 0.05438142499516522
Position 3661: 0.04557300160585426
Position 2746: 0.04368775949290169
Position 2018: 0.04267078167948844
Position 5711: 0.04243130946136775
Position 117: 0.03940531556586394
Position 5449: 0.03921325219215313
Position 5358: 0.020983428777560667
Position 2876: 0.02080456300571905
Position 6228: 0.01746273573124594
Position 5902: 0.016243866632614765
Position 2104: 0.01273847562378918
Position 6485: 0.01050660462353314
Position 3506: 0.010089441630351725
Position 5031: 0.009837512754879827
Position 7436: 0.009153312313835467
Position 2727: 0.007914426288931586
Position 6613: 0.007545038934501156
Position 4568: 0.00590027093973166
Position 4765: 0.00520079131681117
Position 1853: 0.004825376875918009
Position 3480: 0.00476503172624811
Position 7440: 0.004604438667895077
Position 585: 0.004020891732574379
Position 6557: 0.003989961899851892
Position 6096: 0.0039380056063383715
Position 840: 0.003931002490288501
Position 5406: 0.003918110065104481
Position 6173: 0.0036599189839926147
Position 3035: 0.0032713692151463067
Position 5855: 0.003224901531562755
Position 6337: 0.0029760825927881572
Position 3267: 0.002971634503651971
Position 1832: 0.0029108832819753207
Position 4037: 0.002739546565601368
Position 6373: 0.002696779624663468
Position 4635: 0.002599336617418817
Position 1266: 0.0025593054953082887
Position 6215: 0.002222081851141027
Position 356: 0.002185229549906344
Position 1428: 0.002099647667754796
Position 3603: 0.0018961012868211249
Position 4978: 0.001840417129353411
Position 6977: 0.001593561297273526
Position 5170: 0.0015647195723162187
Position 4456: 0.0015505471267517883
Position 3905: 0.001489596798868649
Position 3722: 0.0013482766537706577
Position 2446: 0.0011906042949282368
Position 2336: 0.0011894355097843332
Position 6712: 0.0011511867193812132
Position 3062: 0.001141491866191599
Position 3281: 0.0010867327961077446
Position 3618: 0.0008971600977444329
Position 2465: 0.0008299292183725634
Position 1346: 0.0005737057211015453
Position 5400: 0.0005465890981203069
Position 4134: 0.000541946632599492
Position 1283: 0.0005150488563474107
Position 2774: 0.000514876190424952
Position 1160: 0.0004644249013886515
Position 3182: 0.00044097517422485245
Position 1615: 0.00038831855094084987
Position 4239: 0.00038328239876965134
Position 4957: 0.00038241622669910595
Position 3146: 0.0003753947328568689
Position 2456: 0.00035728678230903505
Position 597: 0.0003487830634617522
Position 4219: 0.0003434304263479902
Position 350: 0.0003068044746186612
Position 286: 0.0002976316624632847
Position 2333: 0.00027540274283204404
Position 4078: 0.00026002163836758816
Position 5556: 0.00024944264980715356
Position 5011: 0.00021952825083099072
Position 370: 0.000198326764674806
Position 130: 0.0001887823143542815
Position 3067: 0.00018152312386661483
Position 968: 0.00017876702870302846
Position 3587: 0.00016645993947937693
Position 4194: 0.0001584031046473776
Position 5965: 0.0001573914168126105
Position 4671: 0.00015366552091673787
Position 1132: 0.00014546571121308368
Position 1234: 0.00014037576862138367
Position 2264: 0.0001375224684541106
Position 1291: 0.0001363661928044217
Position 164: 0.00012189949994994546
Position 1439: 0.00011991197390678204
Position 620: 0.00010805823007409774
Position 2903: 9.898462041271828e-05
Position 2179: 8.772608189388907e-05
Position 4123: 8.762117129697845e-05
Position 4394: 7.914770752807906e-05
Position 3734: 7.324243486496369e-05
Position 2261: 7.277076485069935e-05
Position 638: 6.886687474823283e-05
Position 2710: 6.852389937613466e-05
Position 3254: 6.816169475117586e-05
Position 1297: 6.794914873370941e-05
Position 125: 6.430221324724157e-05
Position 4302: 6.181445105171897e-05
Position 3538: 6.177536660305767e-05
Position 3569: 6.086004594094697e-05
Position 518: 5.845838129537167e-05
Position 3551: 5.596407512459151e-05
Position 203: 5.26725471125068e-05
Position 4322: 5.193471932387213e-05
Position 2139: 4.6241983850016206e-05
Position 1973: 4.53095598861493e-05
Position 95: 4.403929390039594e-05
Position 2319: 4.2900590210239e-05
Position 2303: 4.114855049286819e-05
Position 1210: 4.0902752436507336e-05
Position 4811: 3.8898256979068395e-05
Position 4804: 3.851695452192578e-05
Position 911: 3.705472071956224e-05
Position 881: 3.4924596541605514e-05
Position 2121: 3.383520597241309e-05
Position 4696: 3.078806545619594e-05
Position 3748: 3.064715506155938e-05
Position 935: 2.745703832410174e-05
Position 1460: 2.188093313047807e-05
Position 90: 2.16226991300321e-05
Position 4354: 2.111863812843709e-05
Position 1363: 1.0040803440962722e-05
Position 3311: 9.810224870726097e-06
Position 1268: 8.335516668964864e-06
Position 1190: 7.252463958314047e-06
Position 84: 7.1341676331627845e-06
Position 1663: 6.5995069975821945e-06
Position 1612: 6.495562519982644e-06
Position 443: 5.752106318881875e-06
Position 701: 5.4696473095223225e-06
Position 1352: 4.589827995120784e-06
Position 993: 2.6904860568847244e-06
Position 546: 2.6228598473297847e-06
Position 293: 2.11875876441805e-06
Position 1462: 2.064297135676081e-06
Position 132: 1.2745761627966702e-06
Position 1572: 1.2254821854483468e-06
Position 72: 1.1869086529254177e-06
Position 421: 1.149017867252224e-06
Position 185: 1.0340585074932649e-06
Position 1016: 9.664094713436835e-07
Position 1709: 8.803027769558692e-07
Position 3320: 8.437489748835736e-07
Position 86: 7.314957345984534e-07
Position 440: 6.473267287404899e-07
Position 627: 5.986699034811543e-07
Position 3317: 4.5806284202548e-07
Position 4226: 2.915446467420075e-07
Position 459: 2.5352880247882726e-07
Position 664: 2.390895998867527e-07
Position 1504: 2.0835856394355433e-07
Position 150: 1.6891089265551504e-07
Position 3152: 1.6257342234314737e-07
Position 3106: 1.3087112883380388e-07
Position 141: 1.2543915490574196e-07
Position 259: 9.716834268671151e-08
Position 1746: 4.2360822463952735e-08
Position 1763: 2.951523999188577e-08
Position 197: 3.1113713515840035e-09
Position 857: 9.88441830803242e-10
Position 863: 5.417107680247474e-10
Position 852: 3.692635839997076e-10
Position 1047: 3.322534798370465e-11
Position 1860: 1.0562990406709725e-11
Position 143: 3.0417027659984334e-12
