Gene = Diap1
Position 1238: 0.0011350881680474657
Position 433: 0.0010250345208002597
Position 832: 0.0009777816341459415
Position 257: 0.000935770963364132
Position 2592: 0.0009206410064345409
Position 6273: 0.0008278074182348566
Position 1638: 0.0006398858979594238
Position 746: 0.0006248465206855012
Position 4140: 0.0005956568847554264
Position 1419: 0.0005819495632422254
Position 128: 0.0005784415822354008
Position 3130: 0.0004946895647084444
Position 6928: 0.00047521104761872636
Position 4175: 0.00045115871066199345
Position 3471: 0.0004001856402169865
Position 103: 0.0003496319067497723
Position 1207: 0.0003146459883797426
Position 7709: 0.0002947366137796309
Position 1422: 0.0002667747021928894
Position 3620: 0.00024192174748798194
Position 7758: 0.00022767199104448344
Position 3572: 0.000213809799467222
Position 928: 0.00020680608899323568
Position 6636: 0.0001996989348749828
Position 449: 0.00019727788741676013
Position 3212: 0.0001910567394882193
Position 3172: 0.00017243662730732144
Position 6589: 0.0001623028013093488
Position 884: 0.0001466142800904041
Position 5591: 0.00012171757362297552
Position 1364: 9.989269828735236e-05
Position 1536: 9.647364849807587e-05
Position 1776: 7.55790092422291e-05
Position 4736: 7.5022829361206e-05
Position 130: 7.005001415134963e-05
Position 7196: 6.736099747867964e-05
Position 480: 6.565493931911071e-05
Position 3498: 4.543282159116809e-05
Position 5069: 4.0240675634097125e-05
Position 3383: 3.9119307558655e-05
Position 6774: 3.531722973425383e-05
Position 6252: 3.3186124985652176e-05
Position 5330: 2.758426515845219e-05
Position 5620: 2.7578650681821885e-05
Position 6069: 2.725715269124231e-05
Position 5862: 2.7137891328840174e-05
Position 3359: 2.5756255378693543e-05
Position 3236: 2.442547845878886e-05
Position 3061: 2.3447467342616365e-05
Position 275: 2.1485604081095528e-05
Position 3185: 1.899072056380022e-05
Position 5662: 1.7519799029057687e-05
Position 4507: 1.606089673800113e-05
Position 5568: 1.2434835700471613e-05
Position 81: 6.224512216804397e-06
Position 235: 5.733062381133879e-06
Position 4986: 3.880407403188671e-06
Position 4596: 3.0854160587123117e-06
Position 2595: 2.978419255659073e-06
Position 1339: 2.711567931427219e-06
Position 1650: 2.401244277743834e-06
Position 1116: 2.1606723793476234e-06
Position 1689: 1.9468487126345427e-06
Position 2334: 1.589729665284352e-06
Position 1372: 1.5365418461225887e-06
Position 334: 1.524314750267209e-06
Position 1000: 1.4062232300871861e-06
Position 2361: 9.236108357869138e-07
Position 2200: 7.864229920456175e-07
Position 2295: 7.453189025629593e-07
Position 2937: 6.610945967806809e-07
Position 2304: 4.306471729252478e-07
Position 2265: 3.244957633317332e-07
Position 1176: 3.2363283128933364e-07
Position 1785: 2.2825997924131268e-07
Position 1577: 2.118272476861133e-07
Position 2399: 2.0255566484433129e-07
Position 2017: 1.9916016760204094e-07
Position 2358: 1.55796928166059e-07
Position 2076: 1.1687425112644292e-07
Position 1030: 8.764970279901986e-08
Position 4058: 5.891252148781304e-08
Position 895: 2.6340936424160338e-08
Position 521: 1.4769681946699908e-08
Position 412: 1.2741211867010032e-08
Position 942: 5.546626040688968e-09
Position 69: 4.053513962293338e-09
Position 138: 3.3947088481099384e-09
Position 279: 2.1851234319770714e-09
Position 1585: 1.6343774747236742e-09
Position 359: 6.226525175031265e-10
Position 482: 5.44745545434343e-10
Position 147: 5.268062000969881e-10
Position 310: 5.115462583255669e-10
Position 351: 3.4362632568914883e-10
Position 1817: 1.4168715695315008e-10
Position 57: 1.0075048919628156e-10
Position 339: 8.865166965533145e-11
Position 370: 4.330675766001838e-11
Position 303: 3.917148208050103e-11
Position 157: 3.472494037098688e-11
Position 284: 1.0526531615128884e-11
