Gene = Marf1
Position 6890: 1.19736155464686e-10
Position 4758: 1.0809212097880893e-10
Position 6312: 4.8965279331796376e-11
Position 5667: 4.779660576382078e-11
Position 5155: 4.4112891356691956e-11
Position 251: 4.05310868444001e-11
Position 6603: 4.0057923011096717e-11
Position 5557: 3.951767865072603e-11
Position 6490: 2.8888719197601487e-11
Position 4718: 2.5527811051632515e-11
Position 5837: 1.408778991498986e-11
Position 5366: 1.0477630486514842e-11
Position 3767: 9.622140783171233e-12
Position 4979: 8.195900439277444e-12
Position 4175: 7.751439245793759e-12
Position 3453: 7.1600760044404554e-12
Position 5897: 6.0813972609162076e-12
Position 3590: 4.4206626615996036e-12
Position 3720: 3.335351997951021e-12
Position 3382: 2.617579495439501e-12
Position 2390: 2.455372494560224e-12
Position 2242: 1.746205531168732e-12
Position 2509: 1.5337640932371477e-12
Position 3369: 1.4703109821656784e-12
Position 3316: 5.289224612901594e-13
Position 1685: 3.8655003832302227e-13
Position 1970: 2.907323305255938e-13
Position 3399: 2.874734339961172e-13
Position 1764: 1.3031684408149772e-13
