Gene = CkIIalpha
Position 1142: 0.0032609694174763103
Position 6378: 0.0031374963702553243
Position 780: 0.003036549025703268
Position 3988: 0.0029778942003699225
Position 1390: 0.002811808389042153
Position 315: 0.0025762539167378195
Position 573: 0.0021744710957077203
Position 1599: 0.00198781690146765
Position 1533: 0.0018587009671447658
Position 2429: 0.0017840213841307886
Position 459: 0.0015584360422863726
Position 554: 0.0015495483686460212
Position 4073: 0.0014338744387997176
Position 4288: 0.00141878231364671
Position 493: 0.0011972660958043141
Position 627: 0.001030611802055835
Position 2890: 0.0007087312935301499
Position 1823: 0.0006631209169851216
Position 576: 0.0006257825889202148
Position 4652: 0.0006022756532263825
Position 3596: 0.0005441910870353717
Position 1675: 0.0005289860622323521
Position 3840: 0.0004612109799157818
Position 1779: 0.00045699082027404476
Position 1073: 0.0004530242210545264
Position 3313: 0.0004357377615302907
Position 1233: 0.0003061507376302264
Position 378: 0.00028403320128226494
Position 331: 0.00025733337182846987
Position 968: 0.00024511639876436417
Position 2013: 0.00024175581939629188
Position 381: 0.00019147677552511374
Position 3614: 0.00014601645348745167
Position 1502: 0.00014218703012866966
Position 3604: 0.0001344813157614979
Position 432: 0.0001226334111143655
Position 833: 9.887488756193236e-05
Position 1647: 9.715929784689788e-05
Position 1570: 9.20051169457639e-05
Position 938: 8.8029299611464e-05
Position 294: 6.204215726797504e-05
Position 197: 5.755160955663289e-05
Position 322: 5.5633265353166375e-05
Position 2016: 4.954669265051644e-05
Position 496: 4.85703811665321e-05
Position 1977: 1.6326005959281563e-05
Position 160: 1.4395313447976884e-05
Position 111: 1.313721322731325e-05
Position 1107: 1.247913894770344e-05
Position 612: 9.665397792996093e-06
Position 659: 8.779415616694779e-06
Position 221: 8.538845582219077e-06
Position 384: 7.868687144306663e-06
Position 503: 2.5228997042972923e-06
Position 944: 2.39157363523813e-06
Position 665: 6.239025146465609e-07
Position 638: 3.665897287574833e-07
Position 388: 3.801858637348999e-12
Position 393: 1.8173032169582298e-12
Position 390: 8.805644940808185e-13
