Gene = Nlg2
Position 29639: 0.0033944076466166134
Position 29427: 0.0033055189221383825
Position 29290: 0.0032827879054022208
Position 29905: 0.002746710714279364
Position 3309: 0.0027265443622115845
Position 29308: 0.0026475978414618696
Position 1412: 0.002345530661568535
Position 29720: 0.002285245830498342
Position 3878: 0.0021358012581136464
Position 31129: 0.0020482129321127782
Position 29595: 0.0020376367146471416
Position 3297: 0.0018564047725576156
Position 29458: 0.001814913934650293
Position 29472: 0.0017336219247960005
Position 31747: 0.001710270999368671
Position 29380: 0.0016491043857609212
Position 3357: 0.0015101062898411311
Position 3846: 0.0014640948729103542
Position 29407: 0.0014301213363350615
Position 30797: 0.0013508604598276052
Position 30825: 0.0012629292639952155
Position 29424: 0.001194193398565492
Position 3002: 0.001090257202178523
Position 30114: 0.0010841628920391204
Position 29447: 0.0010309337857371242
Position 3836: 0.0009617261066371257
Position 3956: 0.0008891339133050794
Position 29627: 0.0008003089423619847
Position 30327: 0.0007902933431862548
Position 3396: 0.0007145022660886895
Position 6733: 0.0006474422068263033
Position 3453: 0.000595530776567238
Position 29261: 0.0005911721262200861
Position 30952: 0.0005551075593797342
Position 3165: 0.0005195621679294476
Position 3760: 0.0004890518592931773
Position 29660: 0.0004881402437588304
Position 29385: 0.00044299074822916513
Position 31347: 0.0004290729145273454
Position 2397: 0.0004261621020217403
Position 29305: 0.0003802770427373269
Position 31504: 0.0003787317954779144
Position 2805: 0.0003668599483437144
Position 3550: 0.00035294635388139205
Position 29055: 0.0003257210841812613
Position 2485: 0.00028851669760417766
Position 3368: 0.000254611982261769
Position 31255: 0.00025384396384616295
Position 31539: 0.00021207319761050656
Position 975: 0.00020493256280290566
Position 769: 0.00020366218589406047
Position 2697: 0.00018343478391604694
Position 29325: 0.00017180437584436378
Position 1837: 0.0001717131615841892
Position 31609: 0.00016788082163394645
Position 30123: 0.00012018116825327964
Position 31249: 0.00011529168224005814
Position 30713: 7.798970620024564e-05
Position 29738: 6.1345193228547e-05
Position 31326: 3.6772341710825244e-05
Position 29872: 3.521777328399279e-05
Position 30333: 2.9243016307317785e-05
Position 29744: 1.7007558071559635e-05
Position 31567: 1.2421938231639146e-05
Position 30066: 9.19912253627238e-06
Position 31654: 6.187105789028374e-06
Position 29907: 5.420292156795583e-06
Position 30142: 4.173354661015104e-06
Position 29876: 3.5201976784370813e-06
Position 29910: 1.018253182267542e-06
Position 29761: 5.540215682608086e-07
Position 29913: 5.028184776483801e-07
Position 29941: 1.6749214846003064e-07
Position 29882: 1.6295572823258028e-07
Position 31008: 1.54120184433488e-07
Position 31110: 1.5274143444449564e-07
Position 29798: 2.9648623385780188e-08
Position 29966: 4.348444152246381e-09
