Gene = ifc
Position 2495: 0.07445285360023601
Position 1409: 0.06656119035840928
Position 1923: 0.055744764311271344
Position 853: 0.04952765581041095
Position 1024: 0.03809153387024546
Position 999: 0.029689234726543234
Position 1233: 0.013514818774088895
Position 627: 0.009141678258861563
Position 1005: 0.008587653277523349
Position 1030: 0.008286771451909774
Position 1935: 0.0062612726705629255
Position 332: 0.005550700624640457
Position 2250: 0.005529851011260294
Position 821: 0.003242603866929624
Position 1448: 0.0026201117100067587
Position 688: 0.002211602678839532
Position 132: 0.0016184731166613954
Position 308: 0.001479023119654516
Position 1034: 0.0009294651168645393
Position 2204: 0.0008704538599733766
Position 445: 0.0006548841226975405
Position 1997: 0.00030418026237112356
Position 1516: 0.00029813269148395224
Position 765: 0.00028205640593085445
Position 1120: 0.0002646447158222376
Position 524: 0.00016720102214952499
Position 873: 0.00015913729786062766
Position 448: 0.00015196690052390497
Position 242: 0.00014206600150394055
Position 1736: 0.00014175174455386625
Position 1275: 0.00014046605986253066
Position 155: 0.00013491748924423735
Position 1490: 8.066154013951847e-05
Position 2429: 6.625649791567352e-05
Position 2343: 5.670543416532672e-05
Position 278: 4.397807294458525e-05
Position 179: 3.281740293232631e-05
Position 948: 2.4437963996638096e-05
Position 98: 2.102928771214684e-05
Position 1524: 1.9573160825407567e-05
Position 642: 1.4714929731805394e-05
Position 159: 1.4297999789656838e-05
Position 908: 1.3949088327331858e-05
Position 833: 1.287904760640264e-05
Position 878: 1.2097894992115554e-05
Position 826: 7.486991282602554e-06
Position 138: 5.151886383339733e-06
Position 233: 1.5017465283828644e-06
Position 416: 1.472725128082347e-06
Position 649: 9.463325772390099e-07
Position 146: 8.270809024324835e-07
Position 46: 5.922507918315187e-07
Position 634: 3.166356528687349e-07
Position 981: 8.691487906727699e-08
Position 248: 5.6046558422399797e-08
Position 251: 2.629090372755756e-08
Position 197: 1.6991450849102316e-08
Position 218: 8.137035087120014e-09
Position 194: 6.256173345021257e-09
Position 230: 2.977246659062464e-09
