Gene = IRSp53
Position 25907: 0.00013218295435337465
Position 1655: 0.00011036780327533845
Position 23390: 9.717799227898915e-05
Position 24246: 9.492630507644858e-05
Position 27827: 8.691267921516923e-05
Position 22482: 8.490170819744351e-05
Position 25059: 7.08057960261666e-05
Position 27862: 5.13783005620185e-05
Position 23795: 4.8242462053556986e-05
Position 23054: 3.562632911092831e-05
Position 869: 3.552622074607866e-05
Position 23519: 3.2296443987238824e-05
Position 972: 3.0262255833579408e-05
Position 24334: 2.938523856972529e-05
Position 643: 2.722900991877278e-05
Position 23596: 2.12212726788447e-05
Position 22476: 2.0196163626696378e-05
Position 24337: 1.8260764486967367e-05
Position 802: 1.7779693723531043e-05
Position 27230: 1.749231264375472e-05
Position 22782: 1.725946582113724e-05
Position 22941: 1.6973364588126733e-05
Position 27850: 1.3909812077271214e-05
Position 38: 1.1543118672032461e-05
Position 22456: 1.1450282572500033e-05
Position 1984: 1.0853982514083317e-05
Position 395: 9.80445064808089e-06
Position 24672: 9.489230192935273e-06
Position 74: 8.132741539539523e-06
Position 24627: 8.096451061869769e-06
Position 24072: 7.428738867917455e-06
Position 27838: 6.857702291552931e-06
Position 22685: 6.722637580131512e-06
Position 27637: 6.7169046244694204e-06
Position 209: 6.107153246548643e-06
Position 24407: 4.82360459514905e-06
Position 887: 4.203736828950216e-06
Position 1516: 3.989832396843443e-06
Position 22643: 3.779181245912199e-06
Position 774: 3.216320697948848e-06
Position 667: 3.0929453559859476e-06
Position 22473: 3.0313058958852638e-06
Position 942: 2.684137531438456e-06
Position 27841: 2.318379522067488e-06
Position 246: 1.8641859668595044e-06
Position 24488: 1.7913143672834768e-06
Position 459: 1.7568207089845797e-06
Position 24262: 1.3400870645810622e-06
Position 23042: 1.1575859974288675e-06
Position 24304: 9.721277288518938e-07
Position 24055: 8.801474660644055e-07
Position 794: 8.392598682512905e-07
Position 24458: 6.605118113878499e-07
Position 24259: 4.952189610630234e-07
Position 22450: 4.432391007814567e-07
Position 923: 3.9771446571430064e-07
Position 24343: 2.9117235232363455e-07
Position 22646: 2.7051329065235897e-07
Position 24549: 2.3522505916940491e-07
Position 1072: 2.325650492402339e-07
Position 24237: 2.281618939221182e-07
Position 808: 2.2702715242798556e-07
Position 740: 1.964786164528462e-07
Position 692: 1.7720108336354684e-07
Position 525: 1.6613916292844156e-07
Position 24064: 1.4999475552632724e-07
Position 905: 1.4227493032999155e-07
Position 959: 1.335863241394538e-07
Position 738: 1.2769752169301845e-07
Position 22666: 1.0754654538874588e-07
Position 24430: 8.645633271086339e-08
Position 25148: 6.805156384278633e-08
Position 118: 3.7607674793043964e-08
Position 435: 3.442319134975656e-08
Position 22712: 2.9916350609556024e-08
Position 180: 2.4820992378933366e-08
Position 310: 2.2447705009801044e-08
Position 26131: 2.063699925164239e-08
Position 479: 1.8150415939082738e-08
Position 482: 1.7685755211640693e-08
Position 920: 1.7594433335486835e-08
Position 321: 1.3476641643467293e-08
Position 26797: 1.2472582781046339e-08
Position 376: 1.187434749030231e-08
Position 27590: 8.471710761954402e-09
Position 24907: 4.906685704535912e-09
Position 24905: 4.866886930128668e-09
Position 25172: 3.8047151007260985e-09
Position 497: 3.286562332019653e-09
Position 22714: 3.138007719942578e-09
Position 125: 1.7420921067570825e-09
Position 22607: 1.1279400733293993e-09
Position 556: 1.0001613028120832e-09
Position 635: 9.37962202214531e-10
Position 473: 7.444020284554505e-10
Position 24873: 4.120841194873987e-10
Position 23204: 1.3184027624988249e-10
Position 24966: 4.1244062141666845e-12
Position 22912: 9.916891896560082e-13
Position 25046: 3.1984677643188847e-13
Position 25002: 9.873993083718058e-14
Position 25052: 6.866670661336558e-14
Position 24209: 2.731172048057735e-17
Position 24837: 4.0696848506618543e-19

Sorted 3' Splice Sites (High to Low Probability):
Position 24731: 0.9992043649594452
Position 22089: 0.9974715815491639
Position 23997: 0.996592507843406
Position 22870: 0.9949623529503174
Position 23709: 0.9918255631619414
Position 27505: 0.9916985208618758
Position 22579: 0.9888131727812821
Position 22292: 0.9835208349145157
Position 14823: 0.9337696482077232
Position 22455: 0.8835068726478628
Position 23179: 0.4722322421906522
Position 3045: 0.4215277991605492
Position 27366: 0.26546476959098986
Position 27096: 0.21963557730484523
Position 27267: 0.13955263156572487
Position 27334: 0.13577956745949066
Position 3232: 0.0732587306230416
Position 27337: 0.06875305867651765
Position 23247: 0.05466558900608908
Position 27437: 0.04309297943690558
Position 3293: 0.03148233576363925
Position 23429: 0.027342331423957766
Position 23465: 0.026806481225479243
Position 22461: 0.020412661333931676
Position 27300: 0.02019126346160201
Position 27381: 0.019337988714310292
Position 3410: 0.01771906212113825
Position 2803: 0.015158347032606087
Position 27173: 0.01264009360495061
Position 23462: 0.011848835741663984
Position 23259: 0.01034193195726979
Position 26977: 0.01009106122614504
Position 23121: 0.008780341325598413
Position 15900: 0.008433012047267756
Position 14109: 0.0074157493945216655
Position 2355: 0.006212978565669234
Position 3213: 0.005431226442908776
Position 23721: 0.0051085011538361735
Position 23394: 0.004871919780619488
Position 23007: 0.004593923242405996
Position 15768: 0.004299257678337344
Position 27036: 0.004147842947930243
Position 23420: 0.0040753471475778145
Position 23435: 0.0036928096783713973
Position 1038: 0.003364347138730025
Position 27127: 0.003350362493518535
Position 23136: 0.0032844501528226924
Position 23152: 0.002219272910042946
Position 23745: 0.0021664285520971672
Position 23468: 0.0021259245438955423
Position 2985: 0.00211896759265372
Position 25422: 0.002056038873841328
Position 376: 0.001825132635453884
Position 22988: 0.0014741454193508779
Position 25193: 0.0013844582174932238
Position 15809: 0.0013639880003947856
Position 2717: 0.00127601300287861
Position 21764: 0.0012556938001745592
Position 24566: 0.0012261193114471202
Position 23376: 0.0010974739784106202
Position 23163: 0.0010423649444695115
Position 27273: 0.0009704925087790685
Position 22245: 0.0009627262235623393
Position 27914: 0.0009187067219605354
Position 3299: 0.0009186089560105947
Position 948: 0.0009085229381287738
Position 2519: 0.0008746277692478501
Position 25002: 0.0008504822046482586
Position 24415: 0.0008277131811789512
Position 27780: 0.0007228577469493758
Position 24011: 0.0006641437931574553
Position 3065: 0.000654084911059869
Position 22325: 0.0006348657080403391
Position 24592: 0.0006000450350526908
Position 22240: 0.0005883123927075914
Position 23374: 0.0005751919831611379
Position 27794: 0.0005725692776982928
Position 24243: 0.000533509125377818
Position 25834: 0.0005233670376593966
Position 24982: 0.0005217717279894274
Position 21123: 0.0005115501904442429
Position 23640: 0.00046557832812573103
Position 24050: 0.0004638177733863362
Position 594: 0.00039087727649678454
Position 24793: 0.0003223241033363849
Position 26682: 0.0002395753501164004
Position 23054: 0.00023519797459534532
Position 23051: 0.00023014861602186037
Position 25096: 0.0002277109718884476
Position 691: 0.00021558883905943628
Position 24026: 0.0001955312019665509
Position 1095: 0.0001812287703595405
Position 1118: 0.00017125877891275502
Position 22586: 0.00016410813472596156
Position 1316: 0.0001595433778016645
Position 22215: 0.00014894144489635837
Position 2051: 0.00012178496504281203
Position 23471: 0.00011987415893680595
Position 24197: 0.00011937338172720782
Position 24948: 0.00011759303300541605
Position 27009: 0.00011136580758959837
Position 1588: 0.00011135396485292239
Position 27886: 0.00010157381137196942
Position 24479: 9.167030786109063e-05
Position 25506: 8.898765303400122e-05
Position 24476: 8.819016641816348e-05
Position 22490: 8.784551093563051e-05
Position 1183: 7.501276789198746e-05
Position 22499: 7.09892919275319e-05
Position 24315: 6.681406840424336e-05
Position 23082: 6.410946950066604e-05
Position 1795: 5.868824917319887e-05
Position 24359: 5.555048661926942e-05
Position 26595: 5.225914482488009e-05
Position 2446: 4.6536761010063556e-05
Position 1980: 4.562110254512124e-05
Position 24485: 4.392733904888234e-05
Position 24353: 4.3490276756407415e-05
Position 22532: 4.15458622081457e-05
Position 24733: 4.117920491716681e-05
Position 23295: 4.054284994942506e-05
Position 23075: 3.846692448897684e-05
Position 22678: 3.728383646124367e-05
Position 22551: 3.448892780780861e-05
Position 22618: 3.2752775090575165e-05
Position 1155: 2.4419847921449977e-05
Position 22642: 2.366363408412929e-05
Position 1075: 2.2563251500067544e-05
Position 22633: 2.1348649302194317e-05
Position 529: 2.0776229674512914e-05
Position 24237: 2.049484906247013e-05
Position 24362: 1.907003709052872e-05
Position 24740: 1.6509989548784074e-05
Position 1623: 1.6096412655357343e-05
Position 25824: 1.556524897986379e-05
Position 23777: 1.5254656070884822e-05
Position 22897: 1.5015004530513442e-05
Position 24430: 1.423632471178111e-05
Position 22651: 1.2817738764833436e-05
Position 25028: 1.2606618110156646e-05
Position 24421: 1.2562504784141665e-05
Position 22894: 1.1977373139270517e-05
Position 22548: 1.1896112156247371e-05
Position 27803: 1.1820453066564882e-05
Position 707: 1.1739669840686733e-05
Position 25918: 1.1737177831576235e-05
Position 1833: 1.1623379215422287e-05
Position 2807: 1.1618950554942295e-05
Position 27399: 1.0588003978931353e-05
Position 22924: 9.437118557917606e-06
Position 22825: 7.969963903249859e-06
Position 24023: 6.717736363347617e-06
Position 25104: 6.660363492073354e-06
Position 25148: 6.4721148757699175e-06
Position 23760: 5.286943749347518e-06
Position 1259: 4.7965376000098075e-06
Position 25939: 4.695615647664735e-06
Position 23495: 4.647482680927556e-06
Position 25933: 4.610189693817309e-06
Position 22675: 4.405952680140007e-06
Position 22708: 3.921619528793505e-06
Position 1207: 3.6196643078945223e-06
Position 485: 3.4791593841646947e-06
Position 24077: 3.4528315579352817e-06
Position 26206: 2.8219894759565965e-06
Position 25615: 2.493467148477796e-06
Position 24776: 1.6977903831620076e-06
Position 22630: 1.4493334599219549e-06
Position 24245: 1.272101208520475e-06
Position 20886: 1.1637290840351307e-06
Position 24158: 1.0728266434089e-06
Position 25515: 1.026418376280257e-06
Position 22903: 9.495041166301824e-07
Position 24062: 9.129464045757448e-07
Position 22888: 5.331570136151451e-07
Position 23079: 4.921875589297633e-07
Position 22732: 4.3674421629519863e-07
Position 23289: 4.0836372242629515e-07
Position 22505: 8.425947666863148e-08
Position 24790: 4.3487640715440665e-08
Position 24698: 8.935459968106557e-09
Position 24830: 1.9187065816218385e-09
Position 22872: 3.2837074027754775e-10
Position 24802: 2.788717524092131e-10
Position 24030: 2.6354694671136733e-10
Position 22827: 2.024948163014764e-10
Position 22926: 4.2356601240334534e-11
Position 22933: 1.589377101507178e-11
Position 24113: 8.625190857293618e-12
