Gene = heix
Position 1049: 2.6291018881475067e-05
Position 80: 2.2699796520518387e-05
Position 2159: 2.1667309648335816e-05
Position 526: 1.8213076689995744e-05
Position 1089: 1.3737401109409422e-05
Position 450: 1.1773350910091675e-05
Position 935: 9.539099694280986e-06
Position 371: 4.130711737534165e-06
Position 534: 3.536913492391603e-06
Position 672: 2.2767225692323155e-06
Position 2031: 1.622872662671182e-06
Position 980: 1.2208089450162497e-06
Position 654: 7.861661534930635e-07
Position 651: 6.755571826727178e-07
Position 660: 5.580111225077168e-07
Position 380: 2.562274892975452e-07
Position 1436: 1.9653498290319938e-07
Position 67: 1.055618373876209e-07
Position 128: 5.3879032741470857e-08
Position 445: 4.9290399241501565e-08
Position 447: 4.3753089353053934e-08
Position 459: 2.3015534845365592e-08
Position 942: 1.0787483954105939e-10
Position 134: 5.443257018689333e-11
Position 143: 4.255509894033168e-11
Position 160: 1.4887995461449396e-11
Position 123: 1.0542735954605948e-11
Position 69: 4.723650806254452e-12
Position 188: 2.488434377373373e-12
Position 283: 1.3029504211035272e-12
Position 157: 3.655978249708946e-13
Position 208: 1.4972945003759304e-13
Position 146: 1.576481574234348e-14
Position 212: 3.7965279166764586e-15
Position 182: 1.0671895005040434e-15
Position 228: 2.8342082846815516e-16
Position 238: 2.5427197873417667e-17
Position 192: 1.0461749630237908e-17
Position 190: 6.138900359688401e-18
Position 202: 2.8865926532647372e-18
Position 198: 2.3396393226024436e-18
Position 196: 1.902542698217541e-18
Position 200: 1.7891630070901936e-18
Position 194: 1.7271565239808226e-18
Position 220: 3.5438552181717787e-19
Position 218: 3.5429087598513213e-19
Position 148: 1.9303401294861935e-19
Position 214: 1.3911935959152066e-19
Position 216: 1.0491924668072848e-20
Position 222: 7.439250734025435e-22
