Gene = Rexo5
Position 453: 1.2160814257587837e-10
Position 1984: 5.829966188539616e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 3450: 0.993826101748867
Position 2610: 0.9250491649218058
Position 278: 0.8098190007810779
Position 957: 0.37140281982244744
Position 586: 0.15198478898799903
Position 4137: 0.0773742907914673
Position 202: 0.075924248507667
Position 703: 0.0613579311902918
Position 3916: 0.056862050086483054
Position 1621: 0.04042217845023015
Position 3151: 0.03439897422023981
Position 1281: 0.03130740559972464
Position 731: 0.023650134645075007
Position 1618: 0.02253388371877612
Position 2659: 0.020761284307881663
Position 1903: 0.01781293548327264
Position 929: 0.015518890355047228
Position 3678: 0.01504923470636921
Position 916: 0.01465842947895883
Position 2401: 0.011333829140818484
Position 4817: 0.011067302631569811
Position 822: 0.009078931234955387
Position 669: 0.006185225811188461
Position 2313: 0.0052208515437583425
Position 3471: 0.005030926873948871
Position 4064: 0.004987451595391061
Position 2404: 0.004552723596796492
Position 740: 0.004550888225090218
Position 997: 0.0034888171441514837
Position 2010: 0.0031597268388002
Position 597: 0.003112685800246888
Position 713: 0.0030788262780374006
Position 631: 0.0024578920445745413
Position 1432: 0.002367694948488772
Position 775: 0.0021146181564826927
Position 1047: 0.0013276438809538224
Position 3859: 0.0011189778088010133
Position 206: 0.0010617141740963093
Position 4562: 0.0007672622807372177
Position 1305: 0.0007478551658224197
Position 1780: 0.000709833041281499
Position 4540: 0.0006259755115515769
Position 1549: 0.0006139416205761187
Position 3711: 0.0005613591023715442
Position 839: 0.000427797540408804
Position 2631: 0.0004153095361887508
Position 799: 0.00035361158768385865
Position 1314: 0.0003533996237256981
Position 330: 0.0003145593500023805
Position 4793: 0.0002706364091031431
Position 1030: 0.0002467533392627425
Position 2656: 0.00023604273461865418
Position 4149: 0.00023242718071833242
Position 1576: 0.000205369901937925
Position 756: 0.00020348594132766156
Position 3749: 0.0001753217175317227
Position 1071: 0.00012460098903528061
Position 383: 0.00011712002520478043
Position 259: 0.00011512775450044594
Position 407: 0.00011457767725123049
Position 4860: 8.708925144413902e-05
Position 438: 8.621240405233179e-05
Position 617: 7.810247159742594e-05
Position 1560: 5.726397166105378e-05
Position 3624: 4.3887574705282965e-05
Position 5004: 3.0236956077200987e-05
Position 307: 2.6115575695114562e-05
Position 1285: 2.5767378406774935e-05
Position 163: 2.4696784390335198e-05
Position 336: 2.402379569920388e-05
Position 312: 1.8467698441954596e-05
Position 1755: 1.6743834297398635e-05
Position 1056: 1.5055688349937989e-05
Position 239: 1.3878719020225336e-05
Position 347: 1.3253936965227324e-05
Position 638: 8.598770385039613e-06
Position 340: 6.830340247991159e-06
Position 1104: 4.214628789547047e-06
Position 482: 2.8857208891059562e-06
Position 990: 2.586222793672829e-06
Position 223: 2.514131268017924e-06
Position 255: 1.8568079491114256e-06
Position 461: 1.5338285844636578e-06
Position 220: 7.882527228011466e-07
Position 217: 7.788495089099907e-07
Position 124: 5.156005160568966e-07
Position 316: 3.5669890561552064e-07
Position 363: 2.6685736032486726e-07
Position 74: 9.120173216629149e-08
Position 133: 8.833697581593863e-08
Position 491: 7.049173502321676e-08
Position 534: 2.4888456069772573e-08
Position 141: 1.1114495469767144e-08
Position 356: 6.969613764622347e-09
Position 214: 5.8482607877939195e-09
Position 500: 9.382860335375745e-10
Position 247: 3.0904250338610263e-10
