Gene = NaPi-III
Position 11182: 0.0018532525484791554
Position 6936: 0.0016797573516566674
Position 1412: 0.0016240932973307887
Position 8326: 0.0014193930288131417
Position 633: 0.0013330367845481915
Position 10836: 0.001299269963849732
Position 2117: 0.0011830300378674447
Position 143: 0.0011682375022579758
Position 8099: 0.0011181916992940698
Position 8354: 0.0010931559296669723
Position 428: 0.001092541104352017
Position 8123: 0.001059208230959583
Position 182: 0.0010196115394613913
Position 10292: 0.0010154055580108698
Position 2188: 0.0009880613254497131
Position 10993: 0.0009599102289068245
Position 11073: 0.0009188496226737312
Position 10127: 0.0009157551482974647
Position 7823: 0.0008984731556395358
Position 1059: 0.0008339316998383712
Position 10500: 0.0008174052080311674
Position 2165: 0.0008065534492842934
Position 10475: 0.0007805148653696217
Position 8602: 0.00074433812393473
Position 7401: 0.0007425076953080297
Position 9881: 0.0006889126595083404
Position 7501: 0.0006487476752935821
Position 2063: 0.0006157274245389684
Position 2146: 0.000608408388059974
Position 606: 0.0005977127674912455
Position 8144: 0.0005808753762036932
Position 7398: 0.0005503980463560437
Position 10726: 0.0005087292952486133
Position 6799: 0.000498318814808602
Position 10109: 0.0004968526557324242
Position 7827: 0.00047234010481963276
Position 7521: 0.00046609684610590386
Position 6612: 0.00045594738534672643
Position 8555: 0.0004305049854708348
Position 7733: 0.00033891567181730504
Position 9592: 0.00033503830264753796
Position 7007: 0.00031991336530701436
Position 7488: 0.00031456152363416466
Position 1118: 0.00031185830819980436
Position 179: 0.0002313228832302811
Position 9383: 0.0002242622029804593
Position 10124: 0.00022070763536906978
Position 472: 0.000211086658018267
Position 6767: 0.00017660065536768597
Position 10484: 0.0001672945061405941
Position 7120: 0.0001634586665397875
Position 1552: 0.00016249649102369491
Position 9748: 0.0001601594040340376
Position 7063: 0.0001363726724896603
Position 140: 0.00010453566121656459
Position 1323: 9.800385155484383e-05
Position 1270: 8.993011364216611e-05
Position 7379: 8.968456883233097e-05
Position 282: 7.861754318822848e-05
Position 9752: 3.287866389669131e-05
Position 392: 3.228613620633611e-05
Position 10036: 3.0202565866153458e-05
Position 9039: 2.2971737831588582e-05
Position 2569: 1.9106571467976442e-05
Position 7730: 1.5842259213336727e-05
Position 386: 1.324992838125213e-05
Position 7498: 1.3085781249742629e-05
Position 9816: 1.1798707056837193e-05
Position 9853: 1.1350754257794568e-05
Position 10522: 9.295986677780024e-06
Position 581: 8.927229604808903e-06
Position 7782: 7.648619346476196e-06
Position 682: 7.234897411158224e-06
Position 614: 7.050247370607903e-06
Position 258: 6.765610666209992e-06
Position 10403: 5.449534616603241e-06
Position 7666: 5.251104740514875e-06
Position 6633: 4.412837605691202e-06
Position 9902: 4.08482152178032e-06
Position 10023: 3.7044879171379825e-06
Position 10335: 3.024628423068441e-06
Position 1498: 1.9556171525187085e-06
Position 10989: 1.4693907987373688e-06
Position 10457: 1.3779394295347109e-06
Position 1622: 1.368747909588155e-06
Position 1897: 1.3452480281359922e-06
Position 9795: 1.0773001955967188e-06
Position 1879: 1.0187558943442594e-06
Position 10341: 4.974772198017279e-07
Position 576: 3.52035974025771e-07
Position 545: 3.321734944672194e-07
Position 441: 2.893867798797054e-07
Position 512: 2.012800796519669e-07
Position 10366: 1.407043277172768e-07
Position 2380: 1.3257178142726057e-07
Position 10454: 5.363381682167863e-08
Position 10463: 4.715758406476828e-08
Position 105: 7.74128313258363e-09
Position 329: 3.75872936249582e-09
Position 10451: 2.0951903965297294e-09
