Gene = E(z)
Position 1064: 0.0017849912041516234
Position 2944: 0.0016413012552273928
Position 1132: 0.0015731704569190792
Position 2581: 0.0013171153077231143
Position 2071: 0.0012368484055978039
Position 2533: 0.0012328319241187386
Position 433: 0.001220055498645354
Position 1030: 0.0011284225130719827
Position 1121: 0.0010161918719213874
Position 2486: 0.0009577510585629754
Position 2387: 0.0007846682707125356
Position 2350: 0.0007806387806883313
Position 1090: 0.0007629623790125092
Position 384: 0.0005983283385563119
Position 848: 0.0005922155058248189
Position 2838: 0.0005836879032821523
Position 2045: 0.0004801827785337138
Position 961: 0.0004358078161710383
Position 681: 0.00042669418378760257
Position 3291: 0.00042256919685637476
Position 607: 0.00041709897110712703
Position 3431: 0.0003872763533688777
Position 784: 0.00038557830519031245
Position 2638: 0.00036455177708689365
Position 1106: 0.00033380597116940564
Position 311: 0.0003318517616007465
Position 2466: 0.0003106675845345297
Position 2875: 0.00031058041815069834
Position 2896: 0.0003088161301675799
Position 694: 0.00028539597007545245
Position 2602: 0.0002339796131685882
Position 2112: 0.000218229310459357
Position 598: 0.00021664275289899447
Position 2707: 0.0002008493304821485
Position 1007: 0.00020026537423085977
Position 763: 0.00018848932824806663
Position 2005: 0.00016984750622332383
Position 1304: 0.00014881698555194422
Position 1388: 0.0001234298581229644
Position 646: 0.00010845474922245554
Position 3300: 8.542092657320089e-05
Position 320: 7.263446742244107e-05
Position 1391: 7.073123743267095e-05
Position 1364: 6.677947515454213e-05
Position 2398: 6.616769025336684e-05
Position 3138: 6.434590550475601e-05
Position 3402: 6.0780875524203705e-05
Position 395: 4.323234666518487e-05
Position 2323: 3.9726503694276594e-05
Position 2210: 3.9716591457853326e-05
Position 2204: 3.947795500740469e-05
Position 437: 3.373648384521541e-05
Position 1986: 2.8389312585942003e-05
Position 294: 2.5248619352616607e-05
Position 279: 2.4463733466977227e-05
Position 3390: 2.042864109094601e-05
Position 2224: 1.2321452062161486e-05
Position 3087: 7.5111860259858335e-06
Position 3219: 5.159494651431565e-06
Position 413: 4.905131077359316e-06
Position 2599: 4.6819435918126505e-06
Position 2473: 3.7730684158073624e-06
Position 1309: 3.731021882151942e-06
Position 419: 3.1693303330465873e-06
Position 443: 3.109264143407462e-06
Position 440: 3.01349153782108e-06
Position 1418: 2.945336059042014e-06
Position 2394: 2.584296070116293e-06
Position 2092: 1.7328446445843684e-06
Position 2260: 1.6471200649512085e-06
Position 2255: 1.5004841669996545e-06
Position 2401: 1.2022376298910652e-06
Position 1709: 9.952738932020534e-07
Position 2327: 9.94773464814405e-07
Position 401: 8.76097824304507e-07
Position 2228: 7.010264817508538e-07
Position 2605: 4.842205793180202e-07
Position 403: 3.3164424451804346e-07
Position 470: 3.165562453127189e-07
Position 78: 7.55346658621335e-08
Position 559: 4.211087988982757e-08
Position 473: 2.6966819302323252e-08
Position 892: 2.3342608716911435e-08
Position 832: 2.1364306299026477e-08
Position 484: 8.630719607099057e-09
Position 89: 4.059546908253669e-12
Position 93: 2.8715197784209386e-17
