Gene = Acn
Position 1304: 0.0001649833973107305
Position 3428: 0.00016122688201498732
Position 129: 0.00015997775000337638
Position 1051: 0.00015351736712276303
Position 2606: 0.00015062190817119263
Position 994: 0.00013951763360868402
Position 887: 0.0001285274447782009
Position 1521: 0.00012604341045187206
Position 1341: 0.00012035529153442863
Position 1406: 0.00010847195134931156
Position 2627: 0.00010747311133622222
Position 2380: 9.569042832635746e-05
Position 81: 8.709070914533617e-05
Position 890: 8.442207784327599e-05
Position 1010: 7.312924200827843e-05
Position 1108: 7.018710319788653e-05
Position 2839: 6.852267948693963e-05
Position 2523: 6.432452567179158e-05
Position 962: 6.357126194549313e-05
Position 1031: 5.935782472564329e-05
Position 2138: 5.859759342741812e-05
Position 907: 3.613975132658538e-05
Position 2032: 3.5446396371715776e-05
Position 991: 3.367051250204598e-05
Position 2815: 3.35479202941982e-05
Position 925: 3.0005525654709635e-05
Position 879: 2.951918438187406e-05
Position 1360: 2.8033200696145837e-05
Position 769: 2.6614241073174213e-05
Position 371: 2.574887992375094e-05
Position 380: 2.4127450293982438e-05
Position 2836: 2.071509260502927e-05
Position 814: 1.47950409829799e-05
Position 195: 1.3832353206400423e-05
Position 184: 1.3406469213716487e-05
Position 1232: 1.3210066812919384e-05
Position 1242: 1.2977887232981502e-05
Position 736: 1.2972624755731936e-05
Position 689: 1.1852386405078171e-05
Position 1843: 1.0976060894654382e-05
Position 1965: 6.914160552269615e-06
Position 586: 5.943305009705107e-06
Position 625: 5.517709918140686e-06
Position 565: 4.049863577409433e-06
Position 1717: 3.088584089641447e-06
Position 114: 2.916531154527557e-06
Position 1739: 2.75667226826645e-06
Position 730: 2.636140634744399e-06
Position 733: 2.1190897327261992e-06
Position 2468: 1.6180556822428998e-06
Position 414: 8.779081613399525e-07
Position 389: 7.893490721071546e-07
Position 269: 7.600052037685371e-07
Position 225: 5.550565976230371e-07
Position 216: 4.363012501137758e-07
Position 446: 3.2450988370753825e-07
Position 87: 1.869710470975102e-07
Position 238: 1.3205746843132877e-07
Position 652: 1.1432625148413207e-07
Position 766: 1.1287038037905564e-07
Position 298: 5.3409379156573455e-08
Position 694: 4.954949066831321e-08
Position 637: 4.864542765054811e-08
Position 577: 3.947869453648257e-08
Position 593: 2.7408603269447047e-08
Position 400: 2.6665244372494318e-08
Position 453: 2.594210903208283e-08
Position 649: 2.4169512831343654e-08
