Gene = roq
Position 1047: 7.829049113178846e-05
Position 538: 4.2345053772703164e-05
Position 392: 3.656206408052585e-05
Position 643: 3.247510053313526e-05
Position 1266: 1.5153751130657864e-05
Position 450: 9.014729334051024e-06
Position 1210: 5.358895711553803e-06
Position 506: 5.083459365761283e-06
Position 791: 1.5210802322800484e-06
Position 1883: 9.747561933152337e-07
Position 1618: 7.88526986203497e-07
Position 1738: 4.6201053288162796e-07
Position 1656: 3.532286839668735e-07
Position 469: 3.005780918041831e-07
Position 419: 2.7008209941637343e-07
Position 1663: 1.956213076100495e-07
Position 1627: 1.0982041005122976e-07
Position 1666: 1.0325937402007879e-07
Position 1636: 5.5404719535951487e-08
Position 1705: 1.0357924617460752e-08
Position 396: 9.87370869439765e-09
Position 423: 3.9527887928222103e-10
Position 210: 1.165243303276261e-10
Position 143: 3.0286868043490805e-11
Position 148: 2.2365381116050747e-11
