Gene = Est-Q
Position 1925: 1.9968762659111166e-06
Position 18: 1.796745564204476e-06
Position 2132: 1.3274733609374445e-06
Position 2092: 1.2594441852437507e-06
Position 2166: 9.610697180418481e-07
Position 1905: 7.537352191080044e-07
Position 2069: 7.323157475771855e-07
Position 1061: 9.983535770476526e-08
Position 1455: 6.014255727038179e-08
Position 1976: 2.018520294082616e-08
Position 12: 1.9308496354438226e-08
Position 1716: 6.693982408444596e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 2000: 0.9879116792659404
Position 1751: 0.9773182036790707
Position 744: 0.9668943400768139
Position 1042: 0.8016744813626904
Position 2528: 0.36230553782597996
Position 397: 0.13083638875952033
Position 358: 0.07667290802905695
Position 969: 0.06972374613430103
Position 1546: 0.02330393819403236
Position 374: 0.020053755664603094
Position 932: 0.01663370576364101
Position 1888: 0.014320929507869732
Position 2092: 0.01233980738647347
Position 1053: 0.01077295710828807
Position 1162: 0.010315614786430602
Position 1609: 0.009646648695014295
Position 571: 0.008391618944968548
Position 1819: 0.007114603833162383
Position 2533: 0.006934839779328062
Position 694: 0.006888375011715886
Position 1468: 0.004362816906928772
Position 510: 0.003595079840151842
Position 516: 0.0027365150939518143
Position 1777: 0.002632606299852786
Position 505: 0.0026194955936643394
Position 1138: 0.0025308876207832515
Position 1315: 0.0025223990751894543
Position 1559: 0.0021382433603473402
Position 1416: 0.002018887376765857
Position 455: 0.00197891890203205
Position 2063: 0.0019231397944799748
Position 1810: 0.001692434940957389
Position 2514: 0.001525543993616902
Position 224: 0.001307630325999753
Position 1535: 0.0012551068361824917
Position 1658: 0.0010017013668406224
Position 2343: 0.0008440479325936844
Position 1057: 0.0007557624956178724
Position 1151: 0.0007268975322397356
Position 2024: 0.0007173307069483945
Position 539: 0.0006315619226046968
Position 1396: 0.0004758181921960294
Position 161: 0.0004622829614219689
Position 1529: 0.0003769036111603694
Position 1297: 0.00037591844573757764
Position 1523: 0.0003012854216144946
Position 942: 0.00029935775553647815
Position 1894: 0.00027315791455804627
Position 2351: 0.0002441779115342061
Position 346: 0.00017156335214234904
Position 2277: 0.0001711455187730233
Position 1016: 0.00012560483644348495
Position 1229: 0.00011939412081913284
Position 710: 0.00011913253819817232
Position 1294: 0.000118464194956506
Position 1800: 0.00010534900750202967
Position 1400: 0.00010347190701517447
Position 1642: 0.00010142691190942994
Position 772: 8.703345059804852e-05
Position 1614: 7.178218708487958e-05
Position 1275: 7.106547941795558e-05
Position 250: 6.865899919808758e-05
Position 2163: 6.59791011007965e-05
Position 139: 6.13220046838167e-05
Position 2079: 6.1001134524103954e-05
Position 2308: 5.960273858948693e-05
Position 584: 5.511366952099043e-05
Position 482: 4.10880748527963e-05
Position 477: 3.846064056870788e-05
Position 1691: 3.2488171044250654e-05
Position 645: 2.6195576964381422e-05
Position 284: 1.8951728117430164e-05
Position 471: 1.5054923208768102e-05
Position 2099: 1.4921699447956104e-05
Position 193: 1.2245984998995719e-05
Position 1917: 1.1350608704086164e-05
Position 2296: 9.116588512996377e-06
Position 173: 7.203340654777867e-06
Position 1715: 6.046829495457283e-06
Position 1905: 5.319553106273826e-06
Position 826: 3.761011768708427e-06
Position 609: 3.117006657073898e-06
Position 590: 1.0352186024572656e-06
Position 830: 7.980547035307849e-07
Position 594: 7.246580265460564e-07
Position 286: 2.7083266321275835e-08
Position 431: 2.026674545094358e-09
Position 239: 3.468318598157975e-12
