Gene = RhoGAP71E
Position 15224: 7.433627766372684e-05
Position 783: 7.040936991033154e-05
Position 12569: 6.942546650083509e-05
Position 12301: 6.724082900978293e-05
Position 11762: 6.507158292150573e-05
Position 12440: 6.319455510745451e-05
Position 142: 6.199366840230033e-05
Position 12048: 6.0453343325838745e-05
Position 339: 5.779775392944878e-05
Position 4886: 5.6104906674889095e-05
Position 2844: 4.6119625046300515e-05
Position 971: 4.530460379994565e-05
Position 11751: 4.197616238864914e-05
Position 423: 4.174420290952344e-05
Position 12016: 3.717015905839364e-05
Position 11947: 2.398458541169881e-05
Position 524: 1.7528858412081342e-05
Position 3209: 1.7344262557413364e-05
Position 14057: 1.6291456194790213e-05
Position 12588: 1.6083207665067432e-05
Position 13710: 1.5770810871024534e-05
Position 3195: 1.5366639484809685e-05
Position 12308: 1.4264526204996632e-05
Position 13747: 1.4086106198519183e-05
Position 1362: 1.3022106576010766e-05
Position 1000: 1.1094919219416861e-05
Position 342: 1.0317501729831441e-05
Position 37: 1.0063248374849001e-05
Position 11982: 9.154473421340806e-06
Position 12453: 9.037529319881774e-06
Position 12705: 8.86057514250509e-06
Position 12242: 8.056053212834081e-06
Position 5158: 6.966018018391433e-06
Position 1524: 6.58437303989864e-06
Position 289: 4.439522693489091e-06
Position 2620: 3.864862331441517e-06
Position 196: 3.722406730964112e-06
Position 12037: 3.580473516039814e-06
Position 12493: 3.0287869433851513e-06
Position 11743: 2.687596292004973e-06
Position 13899: 2.516974967866875e-06
Position 124: 2.3628060192929146e-06
Position 11915: 1.997933765037954e-06
Position 1440: 1.8609848285371716e-06
Position 12171: 1.8219328811306724e-06
Position 1263: 1.2407974099797629e-06
Position 11710: 9.552339746949494e-07
Position 11902: 9.391792326317173e-07
Position 13393: 7.012958367108147e-07
Position 11863: 5.721235847629327e-07
Position 13692: 4.1285086510097195e-07
Position 13915: 3.2741244224136295e-07
Position 12159: 2.5068151021088986e-07
Position 1894: 2.2982959400248223e-07
Position 12082: 1.9730117388145935e-07
Position 12258: 8.491458734506486e-08
Position 12051: 5.1319792749320734e-08
Position 26: 3.996120504649494e-08
Position 12424: 1.4535023121180808e-08
Position 159: 1.249654117529281e-08
Position 245: 1.1281909322492792e-08
Position 13722: 3.7015883180928567e-09
Position 13256: 3.502549880788774e-09
Position 13643: 3.377250291096197e-09
Position 12573: 1.7451887378728122e-09
Position 678: 5.476821663038154e-10
Position 12617: 4.3193957038360584e-10
Position 1254: 2.7373361367210093e-10
Position 891: 6.3451530417772314e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 11555: 0.9985254206804337
Position 11827: 0.9977427199545481
Position 12372: 0.8907513336772414
Position 19383: 0.4135551191018909
Position 519: 0.16762417337054453
Position 18754: 0.16715969391239333
Position 12606: 0.10308300661393237
Position 12774: 0.0955785886627157
Position 20134: 0.09536818006122923
Position 17798: 0.08973823329083895
Position 966: 0.06001963265784715
Position 1694: 0.052057148189552295
Position 12198: 0.044832075470946406
Position 10085: 0.03472705787728492
Position 18731: 0.02777306691353081
Position 15320: 0.025096925300267973
Position 17823: 0.024058161813356186
Position 6082: 0.021782660614527022
Position 19314: 0.018622408407817835
Position 15141: 0.017649720034693606
Position 498: 0.014245406823380135
Position 19142: 0.013999734517963495
Position 19447: 0.012059492315669882
Position 17587: 0.011852486551159296
Position 19521: 0.011412571403614086
Position 476: 0.010987012415731775
Position 19230: 0.009717341268984034
Position 4418: 0.008452910228778823
Position 17940: 0.007738768318510467
Position 462: 0.007707148434120092
Position 13163: 0.007510759199394427
Position 933: 0.007496504461348087
Position 16196: 0.007405487988429554
Position 12680: 0.007093846083653743
Position 18595: 0.006885068051119972
Position 19715: 0.006755522837065103
Position 13804: 0.006679672791321378
Position 18571: 0.006639298039768688
Position 19034: 0.006530104672241282
Position 798: 0.006347826905853089
Position 124: 0.005367783475178976
Position 7805: 0.005184410614880181
Position 15144: 0.004962690476242155
Position 6350: 0.004910826066443125
Position 12296: 0.00487465595340728
Position 8407: 0.004723244254908498
Position 18707: 0.004636164503179696
Position 648: 0.004276913346215759
Position 16532: 0.004137339323553662
Position 12301: 0.0034521435967609015
Position 1016: 0.0034291410641646186
Position 12125: 0.0033610925773293597
Position 17053: 0.0032502226681919103
Position 6380: 0.0031860360065690927
Position 13166: 0.002449251105830982
Position 695: 0.002236705780362963
Position 6595: 0.0021289373890290625
Position 12239: 0.002121907445511243
Position 15440: 0.002113882445662335
Position 12817: 0.001996139163435407
Position 13127: 0.0019511877597617278
Position 3396: 0.001951044918974897
Position 11848: 0.001917148427815541
Position 18786: 0.0018109668811264936
Position 3314: 0.0014391468562294236
Position 18498: 0.0014309107959811999
Position 888: 0.0014197874758064204
Position 543: 0.0013526351831931684
Position 16976: 0.00134832184804346
Position 1067: 0.001275601144267504
Position 2918: 0.0012410231260128282
Position 4941: 0.0012036396548089176
Position 6428: 0.0010804432079542067
Position 5318: 0.0010475881912326889
Position 524: 0.000995794551463502
Position 3096: 0.0009225421775014366
Position 6286: 0.0009214155042768095
Position 12254: 0.0009058060637004926
Position 16653: 0.0008609240639918334
Position 14044: 0.0008556603591188079
Position 14416: 0.0007594937289851961
Position 12637: 0.0007352453908757681
Position 11586: 0.000688812436750009
Position 1360: 0.0006466903977215264
Position 17883: 0.0006179523169246
Position 17261: 0.0006174886749137896
Position 601: 0.0006162849898016586
Position 15975: 0.000548426157589855
Position 635: 0.0005384440638777431
Position 3084: 0.0005234886656122653
Position 11477: 0.0005062547354779519
Position 13265: 0.00047684638779761055
Position 1564: 0.0004477503978734838
Position 6875: 0.00044685932183009553
Position 13433: 0.0004452362215553043
Position 6046: 0.0004241590772435549
Position 822: 0.00042400501761029325
Position 3620: 0.0004056524040813355
Position 2681: 0.00040293046915508064
Position 12314: 0.00039960571273310933
Position 1267: 0.00039337719182505675
Position 12104: 0.00034154965153754816
Position 13124: 0.0003280688504941026
Position 1942: 0.0003196229489046491
Position 13525: 0.00031659154564537764
Position 1673: 0.000297800466152219
Position 17164: 0.0002913499012158542
Position 2830: 0.0002659153843947354
Position 2813: 0.00025230869103662183
Position 15331: 0.0002514606725011833
Position 12782: 0.00023397526358954395
Position 13097: 0.00023216096119115892
Position 11839: 0.00023138115935624192
Position 15753: 0.0002255046243389776
Position 15328: 0.00022338075291831457
Position 652: 0.00021860090418734205
Position 2472: 0.00020419088754484514
Position 16096: 0.00017909408602028918
Position 12202: 0.00016880808420673908
Position 2764: 0.00016625829436490137
Position 13480: 0.00015909295064898897
Position 1311: 0.0001567780625736609
Position 13739: 0.00015675278584182192
Position 13169: 0.00015194691906205758
Position 14086: 0.00015005751097005174
Position 10816: 0.0001434008413377364
Position 716: 0.0001274813309807768
Position 15651: 0.00010381915374334965
Position 12478: 9.558328040641723e-05
Position 763: 9.099868502983865e-05
Position 14249: 8.222536425558145e-05
Position 13483: 7.311498424712765e-05
Position 15475: 7.043264120368244e-05
Position 11921: 5.9263181084766585e-05
Position 14793: 5.11565683673808e-05
Position 14184: 5.0005132191319976e-05
Position 13784: 4.2685126967875425e-05
Position 12171: 4.170537889324602e-05
Position 14526: 3.5846535021537655e-05
Position 12903: 3.564379711880258e-05
Position 189: 2.5344127273749804e-05
Position 176: 2.375307143354592e-05
Position 11863: 1.80989445033312e-05
Position 12109: 1.62223318264099e-05
Position 1483: 1.3107803761738737e-05
Position 12398: 1.2029909422528426e-05
Position 9407: 1.1603640723040534e-05
Position 2775: 1.0467242250723774e-05
Position 14426: 1.0071934422301599e-05
Position 12129: 9.451591733237706e-06
Position 703: 9.082769787353324e-06
Position 142: 8.347009477503897e-06
Position 2936: 8.294843038172666e-06
Position 2195: 8.126380777767537e-06
Position 12702: 8.045308206934585e-06
Position 1777: 7.15097213269763e-06
Position 4385: 5.961955752912696e-06
Position 12785: 5.706384675140017e-06
Position 12395: 5.691437598875981e-06
Position 4472: 5.348977391428668e-06
Position 206: 5.039512513750263e-06
Position 14274: 4.881556453011695e-06
Position 1233: 4.708229721584422e-06
Position 13718: 4.687952921393204e-06
Position 13746: 4.397170778658186e-06
Position 1910: 4.388165852982488e-06
Position 12579: 4.095968890579712e-06
Position 11935: 3.965263759575189e-06
Position 1393: 3.9114581893125285e-06
Position 12389: 3.574409606210471e-06
Position 260: 3.3234416779694268e-06
Position 5081: 3.264362022540634e-06
Position 13294: 2.478283209797661e-06
Position 12649: 2.4341376441190453e-06
Position 12699: 2.266522292005961e-06
Position 3147: 1.8754175169868667e-06
Position 2277: 1.6658809220735903e-06
Position 12841: 1.6349529235277702e-06
Position 362: 1.5046477098467652e-06
Position 265: 1.2946741270277193e-06
Position 1316: 1.292530355856123e-06
Position 1111: 1.1924694832345453e-06
Position 4828: 1.1083412921602636e-06
Position 289: 1.0853692366929517e-06
Position 210: 1.0732997846814541e-06
Position 1041: 9.933035782801493e-07
Position 12410: 9.870436752485743e-07
Position 336: 9.458614836707623e-07
Position 13277: 8.692636382546433e-07
Position 13139: 8.489425002261718e-07
Position 656: 6.628983816274048e-07
Position 567: 5.995992681193633e-07
Position 257: 5.824400358568834e-07
Position 945: 5.490276763097393e-07
Position 1274: 5.289625428476531e-07
Position 12823: 5.172216499355332e-07
Position 11941: 4.994354128086025e-07
Position 1720: 4.635927366589014e-07
Position 948: 4.611136787738539e-07
Position 273: 4.4363007428936584e-07
Position 13250: 4.276285606471217e-07
Position 891: 3.623241959120339e-07
Position 215: 3.599628796236849e-07
Position 1029: 3.440420735810784e-07
Position 333: 3.286280576681922e-07
Position 12959: 3.204742923315934e-07
Position 13025: 2.734521854634439e-07
Position 12468: 2.4253248428030803e-07
Position 226: 1.4977142239308302e-07
Position 2062: 1.2599442601897014e-07
Position 376: 1.1517647799922875e-07
Position 11989: 8.813095923912019e-08
Position 339: 5.798214356544255e-08
Position 11965: 4.2247918606830036e-08
Position 235: 3.408014695532407e-08
Position 312: 3.1585035765376896e-08
Position 309: 2.901630254428262e-08
Position 297: 1.712508340437458e-08
Position 232: 3.51241769109991e-09
Position 12034: 3.3291957040967165e-09
Position 12051: 1.8480917585415463e-09
Position 281: 1.352810827027653e-09
Position 12016: 9.387791544501532e-10
Position 242: 7.880443048214032e-10
Position 317: 6.277926372106472e-10
Position 301: 3.633201088748332e-10
Position 82: 1.8287787151335262e-10
Position 314: 2.540320152867198e-11
Position 420: 5.796919982475592e-12
