Gene = Tango1
Position 3877: 0.0004643678229264289
Position 20: 0.00044407538152017894
Position 3311: 0.00042369306695926815
Position 1442: 0.00040814953551462257
Position 4972: 0.0003394847432423402
Position 57: 0.0003386337823137655
Position 270: 0.0003362054675761058
Position 1676: 0.00032831834523219285
Position 1975: 0.00032486372235295826
Position 686: 0.0003217947664096673
Position 2480: 0.0003186982149687494
Position 665: 0.0002921582111618581
Position 520: 0.00027572048852948664
Position 839: 0.0002672327108345547
Position 2763: 0.0002587267117544401
Position 1616: 0.0002583260916220941
Position 1680: 0.00022750941690243128
Position 1149: 0.00021273673841007665
Position 4839: 0.00020710702873620026
Position 300: 0.00019392085147180716
Position 773: 0.0001894951252295677
Position 3426: 0.00018094816144002165
Position 4421: 0.00017000737131153454
Position 776: 0.0001454866274431271
Position 956: 0.00014288360664083775
Position 504: 0.00012634425017489536
Position 1451: 0.00012480831639415064
Position 2279: 0.00011837723281883362
Position 3709: 0.00011104766184396811
Position 1825: 0.00010817456077754983
Position 3842: 0.00010111521910763111
Position 3796: 0.0001003469287350875
Position 1256: 9.601955364478516e-05
Position 2333: 9.472789243853327e-05
Position 1553: 8.911894190000932e-05
Position 1304: 8.656322159212492e-05
Position 653: 7.770653340080043e-05
Position 347: 6.562161116585695e-05
Position 1514: 5.587209777496013e-05
Position 4153: 5.575432483959352e-05
Position 712: 5.5592732288128884e-05
Position 3527: 5.2783247626097896e-05
Position 2976: 5.042789806132398e-05
Position 5002: 4.4904297374099435e-05
Position 2933: 4.4069220590355235e-05
Position 1487: 4.330595614853751e-05
Position 297: 4.2287933436244515e-05
Position 1349: 3.608541385214279e-05
Position 905: 3.396146890805875e-05
Position 623: 3.381847465723132e-05
Position 2096: 3.0037288823740542e-05
Position 240: 2.978861906844268e-05
Position 3668: 2.9115869588221057e-05
Position 4831: 2.8147492463038187e-05
Position 3205: 2.3479625836009694e-05
Position 4105: 1.9065858484898835e-05
Position 4503: 1.8076803244395722e-05
Position 188: 1.5966002170341952e-05
Position 3432: 1.573042498122897e-05
Position 4680: 1.4162017039839765e-05
Position 3733: 1.3159665719641643e-05
Position 1229: 9.287624361079442e-06
Position 1463: 9.16418791204359e-06
Position 4887: 8.850139440988888e-06
Position 1520: 8.148847967804134e-06
Position 25: 7.68776952447392e-06
Position 2869: 5.794553980984383e-06
Position 4875: 5.595037483402946e-06
Position 4956: 5.42963120132657e-06
Position 4569: 5.422923397706041e-06
Position 4903: 3.7343830357362437e-06
Position 695: 3.3843417452558832e-06
Position 213: 2.8263824827693324e-06
Position 5102: 2.3985472101467005e-06
Position 4342: 2.13936706634207e-06
Position 86: 2.11203235519353e-06
Position 4318: 1.6888547846295769e-06
Position 4746: 1.4142598836607943e-06
Position 4773: 1.2363480646886452e-06
Position 441: 1.1451562391717675e-06
Position 202: 1.0552172153272693e-06
Position 224: 9.324428883020926e-07
Position 644: 9.251119370634673e-07
Position 590: 9.227810277634609e-07
Position 1426: 5.699449069881192e-07
Position 2786: 5.166787822010423e-07
Position 1423: 5.006863161653249e-07
Position 104: 4.625039449859101e-07
Position 639: 7.620686897359582e-08
Position 376: 7.306810745344905e-08
Position 527: 1.8816903664774996e-08
Position 4020: 9.806725954869739e-11
Position 385: 5.8089734184821286e-11
Position 4962: 3.87084575605021e-12
Position 4454: 3.832420927043047e-12
Position 4749: 3.665309793764046e-12
Position 380: 6.635195654144987e-14
Position 485: 1.7235649282727958e-14
Position 490: 5.135968237964937e-15

Sorted 3' Splice Sites (High to Low Probability):
Position 4206: 0.9940420411371134
Position 4046: 0.9594811142900531
Position 3364: 0.9267169423631308
Position 2619: 0.9217267272184045
Position 398: 0.8312148223753052
Position 3108: 0.6169178098877092
Position 5088: 0.58738053667923
Position 956: 0.1988103901097328
Position 3094: 0.12968042294780666
Position 2869: 0.08260607494538985
Position 3311: 0.03554020021343642
Position 5002: 0.02177364317995935
Position 3340: 0.012069392743277806
Position 1744: 0.007705792109314229
Position 4048: 0.007443738592259605
Position 4213: 0.00554810518360555
Position 2824: 0.0052042161265681165
Position 1069: 0.005037805773190131
Position 2410: 0.00376256713524001
Position 2228: 0.003367469217721999
Position 3389: 0.0029770879667027975
Position 2112: 0.0028232988477138988
Position 2555: 0.00268301451917161
Position 2821: 0.002270797233268656
Position 2432: 0.002030214885820359
Position 2419: 0.0017800893627014302
Position 1652: 0.0017256235189134317
Position 773: 0.0016848076092257352
Position 3320: 0.0016036620842892542
Position 1009: 0.0013005152645927365
Position 1526: 0.0011724541150570492
Position 2225: 0.001089822848245203
Position 2891: 0.0010264688326711317
Position 1775: 0.0010093023370946308
Position 2083: 0.0009930387299955576
Position 5097: 0.0009612590179920863
Position 1735: 0.0007252390809012309
Position 1243: 0.0006049879825272213
Position 979: 0.0005684168532375311
Position 4914: 0.0005678871838139895
Position 1250: 0.0005665567260092908
Position 758: 0.00045998423670426923
Position 2468: 0.00034634764031306396
Position 2664: 0.0003090024816006555
Position 1705: 0.000305790469821839
Position 2888: 0.0003053087567513167
Position 1396: 0.00026590343864166564
Position 2153: 0.00025317767567180984
Position 3177: 0.00024253111883635348
Position 5134: 0.00023804714446555453
Position 583: 0.00022397152453302802
Position 3163: 0.00021533865569464103
Position 4887: 0.0001441126938613893
Position 86: 0.00013833040555927427
Position 4990: 0.000130255499014656
Position 89: 0.00012820583330454258
Position 1043: 0.00012544444990031497
Position 4055: 0.00011249364203804753
Position 3150: 0.00011179232077587097
Position 884: 0.00011073657928582479
Position 971: 0.00010824143000534323
Position 1040: 0.00010649838016438605
Position 496: 0.00010575241407910579
Position 4601: 9.594586039133784e-05
Position 844: 9.080544855677264e-05
Position 896: 8.071548526928107e-05
Position 3129: 6.479969305143005e-05
Position 1256: 5.751241511688206e-05
Position 4267: 5.6518162562845844e-05
Position 4688: 5.477016390674693e-05
Position 2715: 5.1472438693518894e-05
Position 1270: 5.0949699564522836e-05
Position 4797: 4.602321850970103e-05
Position 874: 3.433202849814027e-05
Position 4262: 3.091734108946903e-05
Position 4062: 3.045357541535458e-05
Position 342: 2.5821528981062182e-05
Position 3323: 2.5221405934431015e-05
Position 5152: 2.1955527793282365e-05
Position 4839: 2.086602394488766e-05
Position 616: 1.8845786298978873e-05
Position 1315: 1.6857751273889952e-05
Position 4982: 1.5698651287498248e-05
Position 3705: 1.5264450013575166e-05
Position 4723: 1.5210920127859803e-05
Position 4695: 1.4978107267640706e-05
Position 95: 1.4062442203041822e-05
Position 649: 1.338358140514788e-05
Position 5118: 1.323809710637028e-05
Position 601: 1.2524463006783677e-05
Position 1091: 1.194787870520713e-05
Position 754: 1.0361633107037722e-05
Position 177: 1.0201001239404171e-05
Position 3461: 9.313404912291439e-06
Position 994: 8.876697941216952e-06
Position 911: 7.703933870752876e-06
Position 790: 6.971434234952819e-06
Position 913: 6.666634799408683e-06
Position 4222: 6.3110328226039905e-06
Position 4065: 5.69844147745977e-06
Position 4875: 5.574560291395653e-06
Position 183: 5.340683244189365e-06
Position 3694: 4.634508229120048e-06
Position 832: 3.829324578834107e-06
Position 580: 3.7765463504171938e-06
Position 4310: 3.7027882764978103e-06
Position 796: 3.150663779003741e-06
Position 670: 2.297184162198811e-06
Position 665: 1.847486246049104e-06
Position 4607: 1.6653640076289628e-06
Position 802: 1.6497325807625318e-06
Position 4935: 1.5051002415878175e-06
Position 562: 1.3954208761265943e-06
Position 3603: 1.2510539232620138e-06
Position 448: 1.1631711657055313e-06
Position 3663: 1.0946944945747189e-06
Position 691: 1.089716550212649e-06
Position 4761: 1.0442378830159318e-06
Position 639: 9.829311197460159e-07
Position 162: 9.170779462963225e-07
Position 4250: 7.895205992883561e-07
Position 264: 7.680653561309632e-07
Position 4246: 6.090205570961599e-07
Position 4418: 5.762392733939517e-07
Position 686: 5.34568380336688e-07
Position 851: 5.078824666903599e-07
Position 166: 4.5587327455102864e-07
Position 805: 2.7763798538389004e-07
Position 653: 2.167956028925343e-07
Position 839: 1.943021336612051e-07
Position 923: 1.362611615073976e-07
Position 1013: 1.1206032617176374e-07
Position 104: 6.725409461863044e-08
Position 900: 6.087326535796433e-08
Position 1172: 5.0074080316498885e-08
Position 1027: 4.105891293528743e-08
Position 973: 4.115071416201958e-09
Position 314: 2.9350112876145384e-09
Position 297: 1.8412172947659189e-10
Position 188: 1.0985955038567267e-10
Position 319: 3.4229431809499046e-13
Position 498: 1.8892012260931026e-13
Position 323: 1.8684328882857378e-13
