Gene = Hr38
Position 27890: 1.627163960022664e-06
Position 578: 1.5959612220081177e-06
Position 3231: 1.2896773286845193e-14
Position 8448: 1.2306560497805592e-14
Position 2845: 4.367824354990721e-15
Position 8431: 3.3814871392002285e-15
Position 8273: 1.5908117673657002e-15
Position 2620: 4.3162672560396145e-16
Position 2466: 2.207604062340324e-16
Position 1755: 4.506698356981218e-17
Position 2718: 4.2247368750765184e-17
Position 2836: 3.773702503483779e-17
Position 2816: 2.128798007588396e-17
Position 1817: 2.0092763959888257e-17
Position 2050: 1.2693604995338048e-17
Position 1927: 1.0919331575934863e-17
Position 1882: 4.587667574918367e-18
Position 1807: 3.8669245840636344e-18
Position 7: 1.6608840203985053e-19
Position 204: 2.6723610631595566e-20
Position 393: 2.076705805623072e-20
Position 421: 2.0114677009180417e-20
Position 656: 1.9315207175326848e-20
Position 610: 1.67727392585693e-20
Position 604: 1.6582911300068866e-20
Position 586: 1.448876520318843e-20
Position 499: 1.0971485862300052e-20
Position 155: 2.0075792574155543e-21
Position 225: 1.0099661463732396e-21
Position 274: 5.539047128960671e-22
Position 228: 4.268760224389171e-22
Position 548: 2.4852475725645864e-22
Position 194: 1.7240049708389275e-22
Position 576: 1.4455127998423332e-22
Position 455: 8.945632842653838e-23
Position 243: 5.619824461733303e-23
Position 251: 2.266108923800925e-23

Sorted 3' Splice Sites (High to Low Probability):
Position 24131: 0.9955655341349062
Position 26251: 0.9845178743452694
Position 24986: 0.9613937407059603
Position 27521: 0.9226135982871266
Position 1668: 0.2424846251499677
Position 28848: 0.0655003705362776
Position 27823: 0.04341770865633881
Position 29344: 0.03571839136469194
Position 30725: 0.032453043871631636
Position 28604: 0.022758631465922777
Position 27421: 0.019313458816305026
Position 26193: 0.0150215268938115
Position 28666: 0.014288983986094394
Position 30058: 0.011266615381621556
Position 30150: 0.008334640007711381
Position 27457: 0.007800198070575542
Position 28379: 0.006992542335554763
Position 663: 0.006979695727618741
Position 30857: 0.004420588907079196
Position 28472: 0.004058992026616785
Position 1695: 0.0040575006678626995
Position 29789: 0.0040467973200125976
Position 28521: 0.00387934443074873
Position 29163: 0.0037301151174659705
Position 29323: 0.0032959069143827873
Position 29863: 0.003143782535618979
Position 27946: 0.0031035687601410943
Position 28973: 0.0026906594604953643
Position 30562: 0.0021734072629190763
Position 27844: 0.001849290684916826
Position 1276: 0.0018269715927422465
Position 29997: 0.0017997414698649242
Position 29130: 0.0017761961039291538
Position 27922: 0.0016018005630966759
Position 30478: 0.001497868038766515
Position 29720: 0.0013783888294334064
Position 28890: 0.0011243832965903465
Position 27853: 0.0009210766120875194
Position 29515: 0.0007710663111370004
Position 29537: 0.0007021190679355714
Position 1510: 0.000693221567445914
Position 29145: 0.0006761940219018887
Position 871: 0.0006319804569867553
Position 29237: 0.0006097308570573044
Position 29648: 0.0005514314310147207
Position 29492: 0.0005012514992892769
Position 909: 0.00048031072065445523
Position 29461: 0.00045168007493364635
Position 27869: 0.00043670624808920383
Position 27474: 0.0003876690571053969
Position 29287: 0.0003860134848514935
Position 1459: 0.0003682034376541385
Position 27778: 0.0003415631292602982
Position 28829: 0.00023747066267947901
Position 27480: 0.00021566210364655855
Position 28547: 0.0001486645093439715
Position 27983: 0.0001439108923073273
Position 28351: 0.00012641265313103887
Position 27994: 0.00012147484834773383
Position 27582: 6.8782150272076e-05
Position 27831: 6.704935691042626e-05
Position 8532: 1.2583139321816795e-13
Position 8161: 3.6599597324972196e-14
Position 2912: 9.249995373597776e-15
Position 2295: 2.994321931313193e-15
Position 2213: 1.0317941809851283e-15
Position 3056: 7.715528648099738e-16
Position 5922: 3.6315023242066914e-16
Position 2956: 2.2674710228474625e-16
Position 5840: 2.2396766057423423e-16
Position 2863: 2.1732988282384105e-16
Position 823: 1.3947007330514998e-16
Position 4475: 1.0635402460970015e-16
Position 2967: 1.040984819882276e-16
Position 5753: 9.496732142100876e-17
Position 1337: 8.60758542939086e-17
Position 441: 8.436056530285423e-17
Position 1157: 6.417513597874028e-17
Position 3133: 5.2691805298908784e-17
Position 3640: 4.8249438661723307e-17
Position 2307: 4.749753841522505e-17
Position 350: 4.312203754310693e-17
Position 3020: 4.3109253486317497e-17
Position 3145: 3.6393319703462543e-17
Position 426: 3.122901316680946e-17
Position 1340: 2.4498676031248454e-17
Position 1280: 1.9678124792300336e-17
Position 686: 1.9544386614315865e-17
Position 1307: 1.9084449433571437e-17
Position 1304: 1.6773461024802046e-17
Position 4003: 1.6294022476030953e-17
Position 2486: 1.465764914206791e-17
Position 672: 1.2763177310288313e-17
Position 782: 1.2701689352183087e-17
Position 160: 9.11094118341322e-18
Position 1491: 8.390755009579638e-18
Position 935: 7.142657851819365e-18
Position 481: 7.077133275125926e-18
Position 1240: 6.363815494930574e-18
Position 499: 4.591666717986857e-18
Position 749: 4.019798724432646e-18
Position 754: 4.011812755264734e-18
Position 2369: 3.9439945696634626e-18
Position 475: 3.4669873125383162e-18
Position 950: 3.039527188895047e-18
Position 1012: 2.8886094107907626e-18
Position 2152: 2.8627835817014186e-18
Position 681: 2.8168854618995746e-18
Position 468: 2.6254475136389134e-18
Position 1001: 2.4296407527027884e-18
Position 1196: 2.2398823844093113e-18
Position 2460: 1.7497167802844733e-18
Position 270: 1.5608631969878607e-18
Position 187: 1.1273120712063895e-18
Position 222: 8.545659502687611e-19
Position 281: 7.577769096202805e-19
Position 178: 3.8395440672602017e-19
Position 63: 1.6175223610871866e-19
Position 2770: 2.6810808342968478e-20
Position 520: 3.084407894870302e-21
Position 584: 4.357345195212342e-22
Position 593: 3.1820919190768552e-22
Position 202: 2.2695902632952846e-22
Position 888: 2.1458628474997244e-22
Position 194: 1.0441989435048207e-22
Position 542: 5.623357623654886e-23
Position 110: 2.359014763606077e-24
Position 204: 8.520947244667652e-25
