Gene = SmydA-3
Position 767: 0.0029194548552509115
Position 1958: 0.002822300119195991
Position 761: 0.002801524154028635
Position 1607: 0.0021621849583897475
Position 908: 0.0018351659207369844
Position 2188: 0.0013500457025947782
Position 656: 0.0013164642076478957
Position 891: 0.0012573430591012271
Position 3383: 0.0011572290963501432
Position 628: 0.0010885963832631851
Position 1693: 0.0009662046336726041
Position 448: 0.0006671262368815235
Position 1686: 0.0005849845341297278
Position 929: 0.000567255115266155
Position 1551: 0.0005410758165007891
Position 4154: 0.0004694225523321204
Position 231: 0.00041097271992642165
Position 4443: 0.0003736739601796502
Position 3133: 0.0003718223384493253
Position 1211: 0.00036965387177198523
Position 4342: 0.0003689068055463915
Position 508: 0.00027706349761987437
Position 3465: 0.00023890920814250587
Position 3660: 0.00023022924074073264
Position 1189: 0.0002291198089190757
Position 637: 0.00021831011598559132
Position 4237: 0.00016406861077593673
Position 3585: 0.00015725847779151584
Position 977: 0.00013898868414383332
Position 1072: 0.00012877398924021535
Position 4103: 0.00012131297946850337
Position 3349: 0.00010956468485616403
Position 1249: 0.00010575550020501188
Position 4313: 0.00010468540552617441
Position 3781: 0.00010219049959182175
Position 2033: 8.617265148903457e-05
Position 2906: 7.784872461623548e-05
Position 1669: 5.7919350719809625e-05
Position 3931: 5.461117076156122e-05
Position 3140: 5.4115722822887014e-05
Position 871: 5.385626963362347e-05
Position 418: 4.864039439954041e-05
Position 622: 4.6642739284864566e-05
Position 3496: 4.151104950578505e-05
Position 3152: 4.090807003769234e-05
Position 2970: 3.947235209459918e-05
Position 3976: 3.7471606832684275e-05
Position 1666: 3.712233610500535e-05
Position 3812: 2.2252179308076755e-05
Position 3850: 2.0484187661385118e-05
Position 3442: 1.9218896055836963e-05
Position 3451: 1.790667698755948e-05
Position 4328: 1.4449472079638456e-05
Position 3271: 1.4218024482725424e-05
Position 4418: 1.1343748428635928e-05
Position 3095: 7.843638579660024e-06
Position 4165: 6.246970340604957e-06
Position 4249: 5.5759992910905806e-06
Position 4060: 5.3181117100857395e-06
Position 114: 4.769116338874286e-06
Position 2987: 3.319084982091451e-06
Position 3517: 2.8142135030572353e-06
Position 3341: 2.4861312193156346e-06
Position 3502: 1.8021330750589633e-06
Position 421: 7.462456880127798e-07
Position 2273: 5.770125065448465e-07
Position 2165: 3.728226890688121e-07
Position 2040: 2.88299750269338e-07
Position 455: 2.0470547988833342e-07
Position 3505: 1.6697360339183764e-07
Position 3631: 1.551201231254347e-07
Position 3592: 1.405090506025456e-07
Position 350: 1.2161883000116233e-07
Position 3627: 1.008493511330039e-07
Position 3601: 4.692897668684396e-08
Position 66: 1.4870264702174067e-08
Position 149: 6.632839625165501e-09
Position 124: 4.76402526454051e-09
Position 3671: 4.042282050992217e-09
Position 1523: 2.8029599103559376e-10
Position 304: 2.0718726253999614e-10
Position 153: 1.641120837191232e-11
Position 126: 8.466174470296448e-12
