Gene = ush
Position 13972: 8.371374462964738e-08
Position 12871: 4.137422453402824e-08
Position 346: 3.255019172633506e-08
Position 8990: 3.171926018070025e-08
Position 5936: 1.8380595760567646e-08
Position 12697: 1.6984807559546958e-08
Position 3177: 1.3223676094776946e-08
Position 319: 1.2172272593161e-08
Position 3210: 8.001082073489594e-09
Position 3378: 7.039518287674115e-09
Position 9985: 5.9255027689273085e-09
Position 6433: 4.99281268059628e-09
Position 3363: 4.047673281605656e-09
Position 2901: 3.572018994751087e-09
Position 210: 3.4028427006439864e-09
Position 10202: 3.204789765605463e-09
Position 3354: 2.8289879813324824e-09
Position 11211: 1.1551112349443892e-09
Position 174: 2.2129100874704168e-10
Position 9756: 1.6691234860480485e-10
Position 4937: 1.3348426206989286e-10
Position 8114: 1.1932007062422043e-10
Position 2525: 1.0918375566729116e-10
Position 7186: 8.991241265065921e-11
Position 6634: 5.915901751413856e-11
Position 2481: 5.672697188338904e-11
Position 7893: 5.581518634774316e-11
Position 1172: 3.7186758815345195e-11
Position 713: 2.7041820197118483e-11
Position 7802: 2.6900321335126196e-11
Position 6684: 2.237775096963781e-11
Position 2072: 2.1124083230998715e-11
Position 5802: 1.3515953743963457e-11
Position 1073: 1.2589384672890353e-11
Position 1930: 1.0071286425132957e-11
Position 7087: 9.956951482725612e-12
Position 442: 9.113368889218614e-12
Position 2204: 6.947144465309527e-12
Position 3953: 5.582811718798884e-12
Position 2551: 5.050792751034003e-12
Position 412: 3.917248908615037e-12
Position 4571: 3.1924340481760404e-12
Position 1042: 3.062497122094771e-12
Position 6310: 2.8921843922512943e-12
Position 1780: 2.7751625791639956e-12
Position 1951: 2.4469156211876394e-12
Position 458: 2.3018704033351038e-12
Position 2268: 2.0963117365955953e-12
Position 2096: 1.6430017692442299e-12
Position 2331: 1.6157327520364052e-12
Position 382: 1.2741203763265195e-12
Position 2406: 7.953437294982465e-13
Position 1710: 7.46551760749958e-13
Position 162: 7.453871933021201e-13
Position 3862: 6.901773157095804e-13
Position 1607: 5.671730443325727e-13
Position 1441: 4.719872588549943e-13
Position 4374: 4.307270348507822e-13
Position 1620: 3.8038106703471155e-13
Position 4619: 3.7393484142868323e-13
Position 3916: 3.3238515512897856e-13
Position 1713: 2.78890962869216e-13
Position 221: 2.344901966233261e-13
Position 1948: 1.9027154462035636e-13
Position 668: 1.5775575691989558e-13
Position 3298: 1.54451039042851e-13
Position 1815: 1.3442531054028837e-13
Position 3802: 1.1129768845659329e-13
Position 3273: 6.182751609791478e-14
Position 1178: 5.0744633546854105e-14
Position 784: 4.9010992242018325e-14
Position 3048: 4.411621737489524e-14
Position 2735: 3.405039896617367e-14
Position 2847: 3.0280691916848576e-14
Position 1216: 1.2094325069313545e-14
Position 1446: 9.824558934079932e-15
Position 1268: 9.10391724535054e-15
Position 486: 4.4217341881100315e-15
Position 468: 4.110938023661689e-15
Position 352: 3.976032047010126e-15
Position 569: 2.681671633744602e-15
Position 787: 2.1868173233341766e-15
Position 495: 1.6012073007431813e-15
Position 387: 3.0870497107344816e-16
Position 528: 4.0536757385082385e-17
Position 483: 2.25760188318276e-17
Position 630: 2.2169602981711492e-17
Position 614: 1.973044251762109e-17
Position 258: 1.6373890841724272e-17
Position 394: 7.252118445969835e-18
Position 135: 4.820260816397364e-20
Position 90: 4.3588926704558075e-20
Position 354: 4.660624405201225e-21
Position 389: 4.546611517476096e-21
Position 111: 2.482649248147577e-21
Position 116: 1.0346891740113037e-21
Position 99: 8.29652848590877e-26
