Gene = ChLD3
Position 2696: 0.00021188748663816893
Position 2567: 0.00020392872802721694
Position 2886: 0.00019581084881663526
Position 1557: 0.0001832430744927319
Position 2646: 0.00018279399706368752
Position 2401: 0.00017941381175661658
Position 506: 0.00017572070412416718
Position 1390: 0.00015495337098053854
Position 1501: 0.00015067926760324373
Position 527: 0.00011196027295542113
Position 206: 0.00011119062174713998
Position 435: 0.00011007570113480818
Position 48: 9.004523098292407e-05
Position 1886: 8.656634679784734e-05
Position 283: 8.578379148430853e-05
Position 1080: 8.054498829745782e-05
Position 778: 7.937343851787188e-05
Position 1620: 7.405992773818623e-05
Position 2844: 6.222099714592545e-05
Position 2876: 6.154526722584469e-05
Position 363: 6.130441116835951e-05
Position 127: 5.923767830230719e-05
Position 2474: 3.000238706433852e-05
Position 2606: 2.5417351590614272e-05
Position 2922: 2.29971238780027e-05
Position 2459: 1.7617494964540905e-05
Position 2896: 1.4842601550398675e-05
Position 2706: 1.2836966871993671e-05
Position 192: 7.1415729106409834e-06
Position 2441: 3.901547709843819e-06
Position 464: 3.7394561732391713e-06
Position 443: 2.677229573336634e-06
Position 319: 1.5274152328220613e-06
Position 509: 1.0360336175460368e-06
Position 322: 7.812023940352906e-07
Position 593: 6.776941987218016e-07
Position 60: 6.683585670232523e-07
Position 944: 6.655620463472127e-07
Position 200: 5.185891807209155e-07
Position 2093: 5.105404396476353e-07
Position 1349: 4.817907059205631e-07
Position 399: 4.769367564739629e-07
Position 437: 4.186561632965207e-07
Position 2055: 3.8230801782013795e-07
Position 571: 3.719767021948099e-07
Position 316: 2.5173052060488314e-07
Position 1852: 1.7168044506536213e-07
Position 446: 4.291540163704389e-09
Position 119: 3.6737199716680524e-09
Position 209: 1.364792912624519e-09
Position 573: 8.195876482727235e-10
Position 3: 1.1677138904445134e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 2515: 0.9406594152520392
Position 1721: 0.8837990938679487
Position 3096: 0.5147127580250805
Position 3534: 0.1471474344580172
Position 3339: 0.05190653330250151
Position 399: 0.04966807547996956
Position 1546: 0.04213696956297668
Position 3400: 0.03641047603048213
Position 3575: 0.02535031727976208
Position 1097: 0.022261635861121346
Position 3070: 0.020136579710307884
Position 593: 0.017639581187991745
Position 3481: 0.015121805337407698
Position 2401: 0.014797106907996831
Position 1140: 0.009435654407094207
Position 827: 0.009306538054877534
Position 1936: 0.009028072053269883
Position 3153: 0.008954653547694843
Position 3496: 0.008585274565625947
Position 2329: 0.007328682834387458
Position 1069: 0.006379503206584615
Position 2818: 0.005649180618531235
Position 1821: 0.005504852375622473
Position 1778: 0.003914841562382866
Position 1693: 0.003346832269832542
Position 3564: 0.002975171316254243
Position 2678: 0.002913794548823141
Position 3150: 0.0028004960928521066
Position 1507: 0.0022907050325765314
Position 2529: 0.002154498437971726
Position 2254: 0.00195325198138135
Position 2362: 0.0018479489327521267
Position 2071: 0.0018465354687072103
Position 1951: 0.0018362320292185218
Position 2096: 0.0017892347079134397
Position 679: 0.0017167332988421529
Position 2191: 0.001662051852880972
Position 1148: 0.0014972918565436114
Position 1206: 0.0013440632466865487
Position 3120: 0.0012256627456724708
Position 792: 0.0010135955286271739
Position 876: 0.0010071172928238234
Position 1461: 0.0009475448229335833
Position 3543: 0.0009235523063010442
Position 1339: 0.0008511382607568857
Position 3185: 0.000811258751228443
Position 3598: 0.0007517278977396983
Position 2334: 0.0007264856283163259
Position 461: 0.0006334676064129402
Position 1430: 0.0004912022797975882
Position 486: 0.0003529349205934986
Position 3650: 0.0003463531825072441
Position 1885: 0.00027203558874024536
Position 2038: 0.00026194190786933333
Position 688: 0.00026040845915046874
Position 1211: 0.00025514582636062064
Position 1977: 0.0002402186632740986
Position 3327: 0.00021324632749155538
Position 1371: 0.00019815632319947823
Position 567: 0.00013914643048253667
Position 2074: 0.00011072117198666574
Position 1736: 0.00010799867516904771
Position 3700: 0.00010596331699395756
Position 2774: 0.00010380450958499158
Position 1080: 9.969653086991941e-05
Position 1040: 9.933064889846083e-05
Position 2785: 9.011202117870935e-05
Position 1184: 7.014701133857041e-05
Position 1200: 6.472778045093396e-05
Position 770: 6.238336443285573e-05
Position 700: 5.946205941316391e-05
Position 724: 5.637165411106617e-05
Position 443: 5.1802671038784885e-05
Position 1458: 4.821823546251053e-05
Position 1234: 4.7336569503486066e-05
Position 1217: 3.4192542882290683e-05
Position 692: 1.5690438226907376e-05
Position 704: 1.1456267800534571e-05
Position 79: 1.11586230584172e-05
Position 248: 7.88379013143393e-06
Position 712: 6.783076399506528e-06
Position 200: 7.096964105576681e-07
Position 279: 4.5599472697066295e-07
Position 774: 1.631483385863944e-07
Position 501: 8.417378311819353e-08
Position 491: 8.017796783042076e-08
Position 205: 6.76089329551979e-08
Position 730: 5.032130929959282e-08
Position 99: 3.8353680453503264e-08
Position 642: 1.837024091620015e-08
Position 119: 1.594564455596664e-08
Position 736: 1.2803317061584997e-08
Position 86: 7.141144241649122e-09
Position 223: 6.31598791524926e-09
Position 706: 6.2365183212506084e-09
Position 95: 3.6234899943127857e-09
Position 102: 1.9594808278829004e-09
Position 464: 1.2237171273235697e-09
Position 748: 9.803335373762022e-10
Position 127: 8.550526137417219e-10
Position 137: 7.635364744526517e-10
Position 235: 1.122331516337966e-10
Position 134: 3.236342649386998e-12
