Gene = schuy
Position 432: 2.1718057992291468e-05
Position 1486: 2.011758023508381e-05
Position 1083: 1.963207275062735e-05
Position 1053: 1.5857970931503875e-05
Position 219: 1.549520552379099e-05
Position 262: 1.4865567182081667e-05
Position 739: 1.2138654584355559e-05
Position 227: 1.1189942871163077e-05
Position 1651: 1.0776371633080043e-05
Position 496: 8.70811341592823e-06
Position 526: 7.815374018900402e-06
Position 1818: 5.705329060687028e-06
Position 1050: 4.776063764253088e-06
Position 1336: 4.621947351343307e-06
Position 1558: 3.986048118419641e-06
Position 1527: 3.863985509961198e-06
Position 1597: 3.692816492149184e-06
Position 820: 3.6353135272643295e-06
Position 343: 2.883615834859482e-06
Position 595: 2.8231478342273066e-06
Position 1358: 2.3975856482198145e-06
Position 506: 2.3464428643711403e-06
Position 66: 2.197837379267389e-06
Position 418: 2.166299374981309e-06
Position 224: 1.8995882487673936e-06
Position 715: 1.8961589812313271e-06
Position 856: 1.802900927958637e-06
Position 704: 1.7638456407448765e-06
Position 502: 1.567688467235043e-06
Position 208: 1.5271706996048365e-06
Position 532: 1.4774350618543308e-06
Position 491: 1.451763021305099e-06
Position 271: 1.1606323071578932e-06
Position 454: 6.941327885137046e-07
Position 376: 5.914678718602457e-07
Position 275: 5.406759627710515e-07
Position 535: 4.95493655664563e-07
Position 574: 3.8024282009627613e-07
Position 520: 3.6334831478848567e-07
Position 340: 3.3092497252285643e-07
Position 609: 2.8002460990724654e-07
Position 349: 1.0344473958644565e-07
Position 615: 9.008597007274405e-08
Position 358: 5.734364900845918e-08
Position 101: 4.654301386840824e-08
Position 1126: 4.055123779976449e-08
Position 234: 3.655891181302333e-08
