Gene = Nopp140
Position 263: 2.821410507996825e-05
Position 237: 2.6454800915125946e-05
Position 2952: 2.181722037394657e-05
Position 208: 1.9605071728155563e-05
Position 306: 1.8538293243827662e-05
Position 537: 1.7989015895955555e-05
Position 2967: 1.7953904749718764e-05
Position 1980: 1.69548890347451e-05
Position 1175: 1.4162572497489161e-05
Position 2919: 1.3992453030891803e-05
Position 1910: 1.3145309544876172e-05
Position 1134: 1.2225632619300917e-05
Position 3727: 1.1591688199828886e-05
Position 2370: 1.1591139726230236e-05
Position 1901: 1.1325941131411066e-05
Position 2478: 1.086282477351025e-05
Position 2460: 9.30129627113662e-06
Position 2949: 9.111049199183174e-06
Position 3161: 8.32469468982023e-06
Position 2411: 8.076833773316387e-06
Position 2883: 7.921686186571854e-06
Position 2414: 4.984916477653767e-06
Position 329: 4.739194767495766e-06
Position 2970: 4.574016157815146e-06
Position 2417: 4.087880334759568e-06
Position 2886: 3.6457026827596855e-06
Position 214: 2.678264459298427e-06
Position 2508: 2.3742852781511116e-06
Position 274: 1.984933870485999e-06
Position 2495: 1.8023649011627692e-06
Position 146: 1.6114830765067248e-07
Position 2889: 1.4843616870363499e-08
Position 138: 1.0481897466609948e-08
Position 365: 9.39415162663794e-10
Position 155: 2.332863843505169e-10
Position 410: 1.4192331875333357e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 2692: 0.986679512659461
Position 3208: 0.6980504856067532
Position 405: 0.6884848206296375
Position 3442: 0.5345020180102928
Position 2125: 0.416208371544712
Position 2264: 0.3409812989673609
Position 3412: 0.1534627327415009
Position 2296: 0.1380256076208583
Position 450: 0.10363943931032701
Position 3737: 0.07632172257853857
Position 2358: 0.047337517761282775
Position 288: 0.044553566246955674
Position 111: 0.043924666647643135
Position 1801: 0.018665089261910548
Position 2228: 0.01818956867580761
Position 2299: 0.016614891639967523
Position 477: 0.013989886248361177
Position 3705: 0.011454015074010731
Position 2268: 0.01084526190521969
Position 3418: 0.009821475808818357
Position 93: 0.009560605181109941
Position 1817: 0.007950657970586299
Position 2100: 0.007617107295730689
Position 2334: 0.006736680496831085
Position 459: 0.006111102961479132
Position 1233: 0.004498392479972881
Position 3579: 0.0035248443545499797
Position 1837: 0.0032058204693694143
Position 155: 0.0029729665986863857
Position 1720: 0.002771285400911789
Position 2710: 0.002266792583908783
Position 1186: 0.0021740749322184056
Position 2707: 0.0021674761016392207
Position 1878: 0.0015929344117674292
Position 1251: 0.0015078504417342614
Position 1302: 0.0014097833642564889
Position 1350: 0.001130609373334435
Position 620: 0.0011246202207291995
Position 1166: 0.0011193407661731238
Position 1370: 0.0010747249460142053
Position 122: 0.00106367528777286
Position 1347: 0.0009983012975106312
Position 1423: 0.0009335304124159896
Position 1259: 0.0008980332388221448
Position 2196: 0.0008614354254327255
Position 484: 0.0007907870845523722
Position 1962: 0.0006938298168784638
Position 2872: 0.0006310150877415055
Position 607: 0.0006082145735526028
Position 1805: 0.0005785488311483796
Position 1203: 0.0005612472180239116
Position 3557: 0.0005285982959963658
Position 707: 0.0004968291379574219
Position 2169: 0.000486503835235532
Position 591: 0.00046507658254374445
Position 146: 0.0004417548737386301
Position 1724: 0.00037711887182289926
Position 3756: 0.00037022866537689356
Position 425: 0.00035448211034808054
Position 1285: 0.00035103245384871754
Position 1175: 0.00034822707989719216
Position 3491: 0.00033687967284437657
Position 1974: 0.0003296663564104371
Position 410: 0.0003182957684355133
Position 2183: 0.0003173608067078402
Position 126: 0.0003038694302934037
Position 3873: 0.00030272414479165624
Position 1875: 0.0002979109331180964
Position 1207: 0.0002829359751766985
Position 2186: 0.0002271919439943228
Position 1539: 0.00021550103608163984
Position 370: 0.00021492858657890592
Position 1542: 0.00021363363805897495
Position 467: 0.0002090807964153621
Position 1354: 0.00020148312435731315
Position 1274: 0.0002004883234128114
Position 2394: 0.0002004228469969906
Position 882: 0.00019364951038710197
Position 1767: 0.00018893046010804183
Position 1788: 0.00016852747314962803
Position 3155: 0.00016847825467048997
Position 899: 0.00015623173831167273
Position 3715: 0.00015111859612695823
Position 1779: 0.00015070308981575582
Position 1562: 0.00014521066877803328
Position 3161: 0.00014150849550625448
Position 188: 0.00010715140029068671
Position 1221: 0.00010329668692723552
Position 754: 9.599165898544669e-05
Position 1576: 9.483829376779683e-05
Position 1466: 9.244884448444431e-05
Position 1704: 8.359457184376594e-05
Position 2019: 7.794379892981444e-05
Position 1427: 7.691263698503453e-05
Position 1327: 7.342444439154763e-05
Position 3721: 7.022554456223228e-05
Position 191: 6.90570051510275e-05
Position 986: 6.626452817369486e-05
Position 1494: 6.289278283344869e-05
Position 1480: 6.021967245273702e-05
Position 806: 6.006804481985664e-05
Position 3787: 5.974030746401874e-05
Position 1038: 5.8970034032678666e-05
Position 3658: 5.568439505839835e-05
Position 759: 5.384452294583284e-05
Position 1332: 5.06271566819444e-05
Position 949: 4.873904578337734e-05
Position 1640: 4.761831426571648e-05
Position 1312: 4.485086089304028e-05
Position 432: 4.147543802796958e-05
Position 1590: 4.141730939393425e-05
Position 976: 4.002369585328495e-05
Position 558: 3.809518863933239e-05
Position 2769: 3.782511848563445e-05
Position 624: 3.757170163958814e-05
Position 1446: 3.712042352405778e-05
Position 603: 3.576440695163725e-05
Position 1603: 3.487043498136214e-05
Position 885: 3.270090157284356e-05
Position 3827: 3.218164700950825e-05
Position 1076: 3.0564261669428564e-05
Position 379: 2.937023253467889e-05
Position 1088: 2.7999351826417786e-05
Position 422: 2.6250176981271538e-05
Position 3248: 2.5981857780875546e-05
Position 1134: 2.5122025376459385e-05
Position 867: 2.3519311727897493e-05
Position 3650: 2.2376818917109916e-05
Position 3717: 2.1119312610393347e-05
Position 3256: 1.9245203905778834e-05
Position 774: 1.8918031950734136e-05
Position 1299: 1.840451022483676e-05
Position 492: 1.669448494508999e-05
Position 990: 1.6562093552512466e-05
Position 3361: 1.4763419342484804e-05
Position 3886: 1.3951330578901927e-05
Position 1091: 1.3640664207626549e-05
Position 1084: 1.3572033763414742e-05
Position 693: 1.2350705062971157e-05
Position 3726: 1.1633672731667534e-05
Position 954: 9.752192758340111e-06
Position 852: 8.395143395649259e-06
Position 499: 6.384162211872665e-06
Position 161: 6.334792301876076e-06
Position 555: 6.2388713954198634e-06
Position 2879: 3.682353210001341e-06
Position 2519: 3.593563456551587e-06
Position 930: 3.4098861837419222e-06
Position 745: 3.381215513583453e-06
Position 351: 3.2077160693659e-06
Position 3289: 3.0243449778071843e-06
Position 716: 2.7780391616383744e-06
Position 517: 2.639536327007693e-06
Position 629: 2.538684257217526e-06
Position 296: 2.293126986804086e-06
Position 789: 2.1541722243217756e-06
Position 639: 2.110813401424332e-06
Position 194: 1.6965808063070605e-06
Position 3271: 9.949772568525034e-07
Position 2744: 8.459575754086204e-07
Position 2788: 7.965474720005392e-07
Position 2513: 7.156456256266845e-07
Position 174: 5.50100784334852e-07
Position 167: 4.0160865388547124e-07
Position 214: 1.7321256947322985e-07
Position 179: 1.5103288773238978e-07
Position 52: 9.723079309528988e-08
Position 59: 2.1173597506134253e-08
Position 326: 1.4255384552309846e-08
Position 219: 4.5275187233978456e-09
Position 200: 3.290954360290203e-09
Position 208: 2.177384832470469e-15
Position 221: 1.6053135967896997e-16
Position 228: 7.075482518325562e-17
