Gene = gkt
Position 1625: 4.082623325003313e-06
Position 475: 4.046110176921795e-06
Position 1082: 4.014952428399212e-06
Position 2273: 3.4983929474563693e-06
Position 946: 2.457950646507504e-06
Position 1090: 2.455380663154719e-06
Position 448: 2.3390413643134e-06
Position 436: 2.1153978801698145e-06
Position 220: 1.7189191619641208e-06
Position 149: 1.3924733456530334e-06
Position 712: 1.1411729346982974e-06
Position 81: 1.01537023289631e-06
Position 2315: 9.525553494735703e-07
Position 356: 9.190965460590481e-07
Position 429: 9.054277802619536e-07
Position 182: 8.956312665481554e-07
Position 335: 8.534427544971154e-07
Position 1435: 5.465610110659472e-07
Position 79: 5.258235324535156e-07
Position 2304: 3.254048431564373e-07
Position 1692: 2.0604091098598624e-07
Position 94: 2.0210568284905151e-07
Position 2005: 1.9045981623417117e-07
Position 100: 1.5317042787025579e-07
Position 735: 7.955813808974595e-08
Position 88: 5.2043978099391394e-08
Position 252: 2.7559631815713594e-08
Position 1432: 2.1473484529723465e-08
Position 133: 1.2602129528626354e-08
Position 1598: 7.573750261227954e-09
Position 131: 7.135933741548029e-09
Position 1358: 5.4908985814489804e-11
Position 1355: 4.9946468926284956e-11
Position 239: 2.096540637686564e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 859: 0.9995020709997436
Position 1304: 0.9701118445404764
Position 252: 0.9550236150180784
Position 1962: 0.9493799386608572
Position 2327: 0.06468573843545876
Position 2405: 0.0364868874354319
Position 272: 0.02530829432040487
Position 2250: 0.02123739125034638
Position 316: 0.010018281932152368
Position 1006: 0.0032908752846711655
Position 2216: 0.0027566680089516024
Position 1076: 0.0020805099472519686
Position 475: 0.0016700922985230804
Position 368: 0.001508875349766051
Position 695: 0.0014107433862327067
Position 2056: 0.001016894848370293
Position 335: 0.0009609151219887565
Position 986: 0.0008579104404891417
Position 587: 0.0007098616718488457
Position 462: 0.000506506106890079
Position 2182: 0.0004639603082292517
Position 414: 0.0003061108137068581
Position 1895: 0.0002825730750141722
Position 436: 0.0002749157629632442
Position 100: 0.00025827928823051306
Position 1333: 0.000230774786343827
Position 591: 0.00021856262506578534
Position 536: 0.00019428128689048113
Position 1683: 0.00015082847634945634
Position 1810: 0.0001334727395588784
Position 1577: 0.00012852654150815037
Position 2089: 6.953656845697364e-05
Position 559: 5.719071994355988e-05
Position 1806: 5.229610567092621e-05
Position 118: 4.713277831134965e-05
Position 486: 4.6038658160044946e-05
Position 1160: 4.4401250093341975e-05
Position 365: 4.019224529605014e-05
Position 341: 3.510704329800911e-05
Position 2115: 3.093228216192186e-05
Position 303: 2.949324030128254e-05
Position 1659: 2.885464638586971e-05
Position 1240: 2.8399691886977206e-05
Position 403: 2.6557535503712117e-05
Position 386: 2.5684732383823726e-05
Position 2011: 2.1739233033527814e-05
Position 1274: 1.7286066112083436e-05
Position 1641: 1.6179984115727947e-05
Position 320: 1.5239698805537752e-05
Position 605: 1.4898213471811612e-05
Position 539: 1.4693612843291539e-05
Position 1443: 1.3281861652749282e-05
Position 296: 1.3056693186443618e-05
Position 659: 1.179109175974776e-05
Position 1539: 1.0968844362069364e-05
Position 866: 9.466650648454467e-06
Position 2304: 8.88959241675329e-06
Position 712: 8.18046125534084e-06
Position 2357: 8.123509889118358e-06
Position 1508: 7.6346084574124e-06
Position 953: 7.110898809826739e-06
Position 498: 7.098430299030694e-06
Position 149: 6.967889977020469e-06
Position 1931: 6.5860486370004916e-06
Position 2350: 6.2568050253274925e-06
Position 380: 6.239963231264876e-06
Position 1971: 4.36060719334691e-06
Position 1090: 4.032933659259702e-06
Position 1190: 3.889837154779154e-06
Position 128: 2.9002181692954052e-06
Position 1906: 2.831751432754904e-06
Position 1656: 2.7903667748053614e-06
Position 1563: 2.7575534055950215e-06
Position 1598: 2.447530726144453e-06
Position 1479: 2.3668693151035573e-06
Position 1344: 2.3082523390785267e-06
Position 926: 2.1051183270445222e-06
Position 1460: 1.812104284180589e-06
Position 157: 1.6252327171856587e-06
Position 2341: 1.5938396230837556e-06
Position 618: 1.2372234760497228e-06
Position 510: 1.2119617144636345e-06
Position 1097: 1.1559872176291953e-06
Position 1494: 1.1217096851187247e-06
Position 910: 1.0939023515174626e-06
Position 551: 9.916068577731178e-07
Position 929: 9.108193190459031e-07
Position 902: 7.244506251925556e-07
Position 1052: 6.611193756671734e-07
Position 728: 5.801736159792481e-07
Position 1231: 5.115747729845194e-07
Position 390: 3.2287303502947985e-07
Position 674: 2.3144397746306025e-07
Position 223: 1.7914951264986685e-07
Position 932: 1.7575976886975197e-07
Position 448: 1.51951044405242e-07
Position 611: 1.1746834752070027e-07
Position 2101: 9.15657562440727e-08
Position 561: 7.949933371230849e-08
Position 161: 4.795188127497964e-08
Position 131: 3.385951982953366e-08
Position 2005: 2.1276746696522777e-08
Position 350: 1.8720551314889122e-08
Position 182: 8.113914413686483e-11
Position 203: 7.79368213353406e-16
