Gene = A16
Position 598: 1.1627551287836432e-05
Position 883: 1.0770195910764594e-05
Position 1409: 1.0322367697253952e-05
Position 145: 1.021958453485545e-05
Position 714: 1.0214000659922076e-05
Position 251: 8.159068172127102e-06
Position 487: 8.056875086182467e-06
Position 799: 7.277496158100089e-06
Position 1030: 6.72739622529467e-06
Position 685: 6.620629738456624e-06
Position 1416: 6.490642512900714e-06
Position 1294: 6.3952350223410015e-06
Position 110: 5.065230195971054e-06
Position 1669: 4.981286377351066e-06
Position 573: 4.283459335774033e-06
Position 661: 4.250812265373398e-06
Position 245: 3.675540334866615e-06
Position 1125: 2.974917274650765e-06
Position 298: 2.0031469301525126e-06
Position 1439: 1.8557295473275953e-06
Position 1553: 1.7562174525364912e-06
Position 1270: 1.3445642346957023e-06
Position 1063: 1.2364926524368413e-06
Position 1639: 1.0373498019602132e-06
Position 1226: 6.982985014081897e-07
Position 1299: 5.534830526812019e-07
Position 1315: 3.625579531225357e-07
Position 1636: 3.1690094482926396e-07
Position 1264: 3.076172520322614e-07
Position 1618: 2.6527258222532404e-07
Position 1650: 1.8168651345730098e-07
Position 1275: 1.1703343002298927e-07
Position 1657: 8.859811643227201e-08
Position 466: 6.15746979218587e-08
Position 579: 4.839863146685604e-08
Position 1451: 4.544939029702593e-08
Position 658: 3.612594436181753e-08
Position 1475: 2.8575867191912054e-08
Position 461: 2.7665527364205714e-08
Position 83: 2.0727367300883697e-08
Position 343: 1.7634265101073486e-08
Position 381: 1.0915440692514697e-08
Position 1608: 7.41134964481856e-09
Position 420: 6.736646254279585e-09
Position 331: 3.793275288191929e-09
Position 388: 2.800344342717585e-09
Position 112: 8.298418948424752e-11
Position 328: 1.0629682043134112e-11
Position 393: 4.106837707057514e-12
Position 99: 1.3620125399011284e-13
Position 121: 1.0744941771291454e-13
Position 101: 2.2320812026020774e-15
Position 236: 1.351050443930328e-15
Position 316: 1.462328029643343e-17
Position 214: 3.6021762597284205e-21
