Gene = Mip
Position 162: 8.770095606330864e-07
Position 789: 8.654831921821142e-07
Position 128: 6.2857620105536e-07
Position 1479: 3.4555901722194186e-07
Position 1508: 3.4238787277889385e-07
Position 904: 6.557555317355649e-08
Position 14: 3.032056500695295e-08
Position 62: 1.6942070063590088e-08
Position 228: 3.874798034585827e-09
Position 685: 9.794570855475803e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 3610: 0.9889191263529898
Position 4376: 0.02505090410871066
Position 4359: 0.024623766490049884
Position 4322: 0.022934524499545722
Position 3733: 0.016791784385470798
Position 228: 0.014139119534893487
Position 439: 0.013521743042691934
Position 2686: 0.012976408847011463
Position 1968: 0.011691305443680891
Position 2390: 0.009389543201435289
Position 3165: 0.008961372215263299
Position 2192: 0.006765150382750826
Position 183: 0.005832198827375845
Position 2955: 0.004404374679397012
Position 3009: 0.004394779867270724
Position 2645: 0.003080349536927957
Position 2305: 0.002842158240093638
Position 2285: 0.002804031718471669
Position 2575: 0.002570309689931525
Position 4613: 0.002545954750285347
Position 3756: 0.002509354554568193
Position 2930: 0.002019494583190548
Position 2593: 0.001437245834942708
Position 974: 0.0014225361374594707
Position 479: 0.0012239220946762698
Position 1997: 0.0012199007266782368
Position 2966: 0.0011964203521121447
Position 2927: 0.0010786991783055394
Position 1508: 0.000980606510700796
Position 3816: 0.0008609107712613103
Position 2783: 0.000852457062104437
Position 1425: 0.0008380336910404762
Position 3975: 0.0008204618205717258
Position 2331: 0.0007934678828931174
Position 2899: 0.0007454281307273237
Position 3736: 0.0006851311433435849
Position 192: 0.000656656353127616
Position 2454: 0.0006542690165466811
Position 1983: 0.0006411449900242587
Position 4557: 0.000621103981552164
Position 3450: 0.0005777989164164534
Position 904: 0.0005457073474121658
Position 2104: 0.0005383773443093723
Position 2766: 0.0004298234882670474
Position 1142: 0.0004248043444873759
Position 2486: 0.00042142227487124937
Position 2519: 0.00038295817760128896
Position 3229: 0.0003760488098137493
Position 4194: 0.00035637076279509494
Position 2500: 0.0003517936635979292
Position 4039: 0.0003325951090034409
Position 3978: 0.00029785523659653715
Position 2741: 0.0002484632425668856
Position 3496: 0.0002424189979023836
Position 2529: 0.00023147715701700216
Position 764: 0.00017292318736869089
Position 1932: 0.00015672603074935195
Position 2140: 0.00015200671328714557
Position 3019: 0.00014752693721723902
Position 3674: 0.00014508016698207575
Position 2038: 0.00014239925805487418
Position 4580: 0.00013776590251781648
Position 1666: 0.00013616445085541136
Position 1878: 0.00012847035581596062
Position 4447: 0.00012290148712602414
Position 2152: 0.00011654916143572815
Position 3825: 0.00011334713403293851
Position 476: 0.00011306637776679177
Position 2225: 0.00010883571430241642
Position 1282: 0.00010565343135288936
Position 2273: 9.982648109240233e-05
Position 2258: 9.628590383543002e-05
Position 4536: 8.909455778908877e-05
Position 4256: 8.85523727125079e-05
Position 3482: 8.230988312688888e-05
Position 4437: 8.008466483006521e-05
Position 2213: 7.508578537507229e-05
Position 2314: 7.031711639465959e-05
Position 4200: 6.626469017014749e-05
Position 1525: 6.451732921920023e-05
Position 3627: 5.816822088472245e-05
Position 743: 5.242512518731166e-05
Position 3776: 5.0666245893780204e-05
Position 1010: 4.373709614229365e-05
Position 925: 3.0853496602013984e-05
Position 883: 2.10544699819917e-05
Position 529: 2.0599459359114478e-05
Position 3100: 1.789221648435183e-05
Position 271: 1.1146942880137353e-05
Position 1255: 5.984562640810277e-06
Position 3959: 5.510618595954392e-06
Position 500: 2.0710013845696103e-06
Position 341: 1.5711129991225052e-06
Position 538: 1.545605757837947e-06
Position 1373: 1.5353338600299487e-06
Position 1359: 1.4318311474023606e-06
Position 347: 1.3935854207889376e-06
Position 630: 8.803747116089816e-07
Position 928: 5.195829622538341e-07
Position 286: 1.68477122897102e-07
Position 100: 1.5256610013157387e-07
Position 282: 6.827805280159848e-08
Position 185: 2.7309456115721198e-08
Position 373: 1.0249856478418862e-08
Position 332: 1.0065604075574023e-08
Position 291: 5.005614460897819e-10
Position 485: 4.3898546962947673e-10
Position 506: 2.694092396050756e-10
Position 388: 1.5643114725102661e-10
Position 363: 1.1370214511994168e-10
Position 104: 1.7176516374370834e-11
Position 62: 2.2135395781142547e-12
Position 274: 1.4060556702739285e-12
