Gene = TBCD
Position 118: 3.3229322558008754e-06
Position 2590: 2.1196810338171047e-06
Position 2118: 1.6950276168539453e-06
Position 3620: 8.576667522258423e-07
Position 3391: 6.516281360169913e-07
Position 3584: 5.528480410553224e-07
Position 3230: 2.7343041034131726e-07
Position 3045: 2.234815084384261e-07
Position 3384: 2.159519057431001e-07
Position 3155: 2.021051824222367e-07
Position 3408: 7.108708479264731e-08
Position 2630: 5.161428800905857e-08
Position 11: 4.8796438945856185e-08
Position 3246: 4.2879906063184556e-08
Position 2777: 4.1490295689983795e-08
Position 149: 3.489423771215076e-08
Position 2843: 2.298150267350528e-08
Position 781: 1.8030606535931574e-08
Position 1087: 1.3117545214338965e-08
Position 1224: 1.2587268730398969e-08
Position 649: 1.1486327456290226e-08
Position 3504: 1.0187136932646634e-08
Position 3057: 6.0874334311343075e-09
Position 2875: 5.9979171307721695e-09
Position 141: 2.4860024418077834e-09
Position 2999: 2.1607334268130307e-09
Position 131: 1.7627386700286741e-09
Position 84: 8.065908635254582e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 2810: 0.9901272835721152
Position 3329: 0.9898815651802617
Position 2323: 0.8846385669623263
Position 1128: 0.8825392689386512
Position 1955: 0.3610159637704813
Position 2479: 0.19310107722543515
Position 2154: 0.1208003972792933
Position 1505: 0.05259509756478181
Position 649: 0.048700293887816826
Position 1869: 0.04219232451321356
Position 1662: 0.020287946646459155
Position 3019: 0.017441600746861637
Position 2209: 0.016660859400068367
Position 2571: 0.016269715078374138
Position 1440: 0.015389375439535419
Position 1160: 0.013315028696443125
Position 2981: 0.011477667163171213
Position 781: 0.010132805892757299
Position 4082: 0.00964963351921695
Position 1173: 0.009330927131465789
Position 2334: 0.008082867758150838
Position 668: 0.00741526015756667
Position 1117: 0.006351094264723307
Position 1016: 0.005998009645384245
Position 1906: 0.0038429615106655344
Position 3534: 0.003794589970152819
Position 2862: 0.003714824166658152
Position 3686: 0.0032089179015328483
Position 2485: 0.0030646493046988283
Position 3463: 0.0026410576617842112
Position 606: 0.0021047116795158954
Position 2620: 0.0019980983710957577
Position 2617: 0.0018640728841409198
Position 4031: 0.0017145739511755431
Position 2842: 0.0013116410283877025
Position 2431: 0.0012907694229504973
Position 2037: 0.0012812918227416395
Position 2206: 0.0011826040416211834
Position 2585: 0.0011318550484738345
Position 601: 0.0011212195570084356
Position 1816: 0.0009990740608928704
Position 1880: 0.0009769973670781546
Position 3053: 0.0009527307622059764
Position 1594: 0.0008969213032020971
Position 509: 0.0008956391771870767
Position 126: 0.0008756467571400236
Position 1832: 0.0008708446979780189
Position 3335: 0.000765960593634384
Position 1874: 0.0006595152765455786
Position 710: 0.0005817048451010749
Position 944: 0.0005400315701148675
Position 3346: 0.0005057900449573586
Position 833: 0.000505032151251922
Position 1712: 0.0005013796229666796
Position 123: 0.0004928404814544413
Position 4007: 0.0004852398604080053
Position 674: 0.00048285848214345034
Position 3547: 0.0004486239070996292
Position 739: 0.00041539055669054324
Position 3629: 0.0003896404147330834
Position 2073: 0.00033788551946232993
Position 742: 0.00026914469482847657
Position 3620: 0.00026627549848433894
Position 2438: 0.0002512783420295736
Position 2338: 0.00019060494289296415
Position 767: 0.00018403439699016185
Position 3088: 0.0001759758697437844
Position 3662: 0.00016172494062653163
Position 332: 0.00014958781890300375
Position 533: 0.00012041419699014764
Position 485: 0.00011765885749636062
Position 147: 0.00010601409734385602
Position 2983: 0.00010352685167774861
Position 989: 0.00010000735619891256
Position 1054: 9.867151177637321e-05
Position 2791: 9.703632605779651e-05
Position 292: 9.51666926961642e-05
Position 3498: 9.473712552792346e-05
Position 962: 8.889410069166106e-05
Position 791: 8.807121382319494e-05
Position 259: 8.327669982928433e-05
Position 359: 7.983588365623808e-05
Position 2873: 7.233433918162009e-05
Position 1040: 6.811933019531066e-05
Position 968: 6.701791868564915e-05
Position 3669: 6.312356563707482e-05
Position 399: 6.105688008209481e-05
Position 896: 5.8040394993078725e-05
Position 1619: 5.4714226803484066e-05
Position 1176: 4.5505144939752575e-05
Position 3404: 4.2255978811665666e-05
Position 299: 3.782608301463096e-05
Position 429: 3.763390862497335e-05
Position 1792: 3.599396802340511e-05
Position 3894: 3.401223007797357e-05
Position 305: 3.141901304151099e-05
Position 1346: 3.002796314103064e-05
Position 443: 2.864769340013114e-05
Position 269: 2.676017598836883e-05
Position 3246: 2.6442517408938423e-05
Position 3994: 2.4663194806084672e-05
Position 521: 2.2914025291086487e-05
Position 455: 2.2283875676973506e-05
Position 281: 1.5751488971201e-05
Position 263: 1.545976016995243e-05
Position 2875: 1.5201760729253129e-05
Position 3228: 1.4357366519586455e-05
Position 272: 1.2801895135040267e-05
Position 879: 1.208045914571844e-05
Position 203: 1.1799893969694324e-05
Position 372: 9.509568102270782e-06
Position 206: 6.6084323512504704e-06
Position 524: 6.363283155448191e-06
Position 683: 5.076271918587647e-06
Position 806: 5.025472744501609e-06
Position 302: 4.528183311289213e-06
Position 155: 3.842208574303485e-06
Position 1196: 2.9479933441913955e-06
Position 1242: 1.3362108990777746e-06
Position 3413: 2.520591966327488e-07
Position 3519: 5.473621268017646e-08
Position 378: 1.6931497984020023e-08
Position 368: 1.2152242190871756e-08
