Gene = Mnn1
Position 319: 0.00041913414425222766
Position 1449: 0.00040008275094741586
Position 2460: 0.0003812465924082028
Position 2471: 0.00033938497573646794
Position 860: 0.00032919397544940943
Position 877: 0.0003189754436780268
Position 1019: 0.0003075116018729839
Position 559: 0.00028600463448094453
Position 590: 0.00024272392783058805
Position 1717: 0.000236900256847932
Position 2477: 0.00022876089226454792
Position 1359: 0.00022577471663055688
Position 4550: 0.00021851944811495844
Position 1907: 0.00021360758806966769
Position 3463: 0.00017473322219811304
Position 1186: 0.00017429699048057774
Position 3294: 0.00013055068226459416
Position 3292: 0.00010429887892351478
Position 247: 9.62732722873758e-05
Position 330: 6.750525491886168e-05
Position 662: 5.345314587247341e-05
Position 218: 5.200178462803877e-05
Position 3088: 4.861879820073698e-05
Position 1456: 4.501420750533922e-05
Position 240: 3.972006041083882e-05
Position 1215: 3.850091059404269e-05
Position 1017: 3.431649045139567e-05
Position 2039: 3.235306212817235e-05
Position 353: 2.9822938354443274e-05
Position 2488: 2.9730554316082054e-05
Position 1046: 2.744192434088319e-05
Position 229: 2.7319914765664036e-05
Position 3472: 2.3639133076249268e-05
Position 1661: 2.169850492683787e-05
Position 1430: 1.8238016557531646e-05
Position 17: 1.696071023327683e-05
Position 1657: 1.5342747543265987e-05
Position 766: 1.4575387117970158e-05
Position 864: 1.0089906621010282e-05
Position 1871: 9.681058137097461e-06
Position 1137: 9.111421609735937e-06
Position 553: 9.096380961766858e-06
Position 476: 9.071137808793492e-06
Position 665: 9.019517671177903e-06
Position 64: 8.50817921690925e-06
Position 1376: 8.422578862511559e-06
Position 1210: 8.178157832495356e-06
Position 1199: 7.996233567186734e-06
Position 80: 7.591926442503402e-06
Position 374: 6.880908467830435e-06
Position 1390: 6.4135612719993825e-06
Position 3023: 6.120450709081236e-06
Position 1157: 5.992663387267775e-06
Position 1940: 5.495951491454834e-06
Position 183: 5.277141413866725e-06
Position 2106: 5.094509678984959e-06
Position 1904: 4.951246461544265e-06
Position 2103: 4.933584774270484e-06
Position 3095: 3.998444477000109e-06
Position 3091: 3.7844163584522817e-06
Position 120: 3.363878795595218e-06
Position 3177: 2.344116616042634e-06
Position 3059: 2.3125195372526034e-06
Position 3324: 1.2790934623665245e-06
Position 424: 1.2630922401946253e-06
Position 518: 1.2261459023752499e-06
Position 213: 1.2130874718386897e-06
Position 700: 1.1293278461830224e-06
Position 527: 8.301779874042727e-07
Position 515: 8.143883675952665e-07
Position 1807: 7.446551501286355e-07
Position 498: 7.028565347239553e-07
Position 710: 6.816007201949655e-07
Position 847: 6.764827245829034e-07
Position 754: 6.712396539691036e-07
Position 509: 5.892562218573935e-07
Position 10: 5.152741636274181e-07
Position 3030: 5.031287931318465e-07
Position 1563: 4.690185098994829e-07
Position 3426: 3.1697497400414803e-07
Position 211: 7.837982391743557e-08
Position 95: 3.948820219000289e-08
Position 1642: 2.3389226933244296e-08
Position 2700: 2.293923140895191e-08
Position 1633: 2.171393641674363e-08
Position 1835: 1.417442671965288e-08
Position 2047: 1.3605364101524087e-08
Position 1340: 6.464440222162021e-09
Position 1838: 9.526986727427532e-10
Position 501: 9.470871772822567e-10
Position 1823: 8.906898643966374e-10
Position 2116: 6.101325607093273e-10
Position 521: 5.591613915165949e-10
Position 347: 5.278113683861787e-10
Position 19: 3.440977295741047e-10
Position 2207: 8.532087449115564e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 2091: 0.9664575446867314
Position 1562: 0.7771779498036022
Position 4261: 0.7586265181151404
Position 4664: 0.6984176873333245
Position 1046: 0.5292746914992131
Position 922: 0.4224258200570959
Position 2734: 0.42169670643823254
Position 5278: 0.4189896175952338
Position 4497: 0.3221429990302614
Position 5536: 0.19158904666805174
Position 4515: 0.15294669419313509
Position 1442: 0.10207626032526484
Position 692: 0.0869075952045628
Position 4576: 0.07413619444886838
Position 1604: 0.06717592731888106
Position 3004: 0.05069548773442733
Position 6268: 0.043380708152450674
Position 5558: 0.03686354043266662
Position 5253: 0.036460787684291854
Position 6849: 0.036326813320571937
Position 4520: 0.03466386971911395
Position 4291: 0.03161307995461853
Position 292: 0.02760931713792816
Position 4037: 0.026642313226845238
Position 4058: 0.025211056798379997
Position 3537: 0.024309741398201405
Position 424: 0.02089435541218818
Position 5700: 0.019872473120356476
Position 1522: 0.018975676912728813
Position 5030: 0.016649291002497214
Position 6911: 0.016200557751883105
Position 1085: 0.015017114199248444
Position 1788: 0.014893804261430731
Position 3073: 0.014003765828247717
Position 6036: 0.012649915900711739
Position 6422: 0.0125777891340943
Position 7264: 0.01232525897047628
Position 3361: 0.012162570465360855
Position 6389: 0.01147788503207717
Position 1088: 0.007336747381023107
Position 7036: 0.00703325830859521
Position 3022: 0.006793003165250784
Position 3709: 0.006628882312456269
Position 3679: 0.0063005632078468425
Position 1122: 0.006263107795448007
Position 315: 0.006003957209528969
Position 4754: 0.005810771982504373
Position 4502: 0.005484814922828909
Position 3896: 0.005408887268861647
Position 4673: 0.00486443212754771
Position 2393: 0.004669484170314666
Position 3145: 0.004602659358498737
Position 3926: 0.004404193781495033
Position 5528: 0.004208511084001129
Position 5697: 0.0038089233245492426
Position 2717: 0.003694364162200258
Position 319: 0.002880235044200852
Position 5779: 0.0025423126043542105
Position 590: 0.002395012675706176
Position 4120: 0.0023132014307230015
Position 1125: 0.0020677637573577466
Position 4081: 0.001554346174828488
Position 5514: 0.0014246904331497272
Position 4315: 0.0014117089864900535
Position 2741: 0.0012665766736115202
Position 476: 0.001167439578951016
Position 3162: 0.0011669578967276198
Position 3502: 0.0010092256386859842
Position 1590: 0.0010012081392763341
Position 2173: 0.0009857756628267136
Position 1752: 0.0009612176551814685
Position 719: 0.0009494424500136173
Position 490: 0.0009042337600848705
Position 1538: 0.0008867273552910264
Position 5474: 0.000872315062648844
Position 1186: 0.0008442488788385366
Position 5944: 0.0008081783146662705
Position 479: 0.0007643611771885683
Position 4312: 0.0007619431118505848
Position 1051: 0.000721416095195154
Position 3177: 0.0006851546519676556
Position 976: 0.0006099902017505445
Position 3460: 0.000578090214552265
Position 3472: 0.0005640836286959021
Position 4727: 0.0005482228297604363
Position 4271: 0.0005418313686630693
Position 1749: 0.0005412589369805764
Position 139: 0.0005211726748266427
Position 2305: 0.0004995268910690779
Position 2945: 0.0004934780016195597
Position 2483: 0.00047501453395058357
Position 1642: 0.0004718326960373087
Position 5479: 0.0004344098292700595
Position 1648: 0.0003587496110980017
Position 722: 0.0003320588164966173
Position 2603: 0.0003093591764819244
Position 4141: 0.0002996448074786644
Position 1447: 0.00028955063287695474
Position 3366: 0.0002806645750994059
Position 3733: 0.00025817416763169017
Position 3091: 0.00024005102698793012
Position 736: 0.00023039506229332818
Position 4061: 0.0002301493172405843
Position 3343: 0.00020730658695903103
Position 4843: 0.0001850206828799073
Position 1807: 0.00017023509931967005
Position 700: 0.00015120183424428
Position 3544: 0.00014413635509372775
Position 2559: 0.00013123852913516515
Position 933: 0.00011509426721955386
Position 1672: 9.495896969584189e-05
Position 948: 7.977716006998787e-05
Position 1491: 7.484207895549836e-05
Position 3490: 7.11672414590982e-05
Position 805: 6.358536431163355e-05
Position 602: 6.326482249292516e-05
Position 759: 5.658464234213076e-05
Position 3249: 5.457295843647429e-05
Position 3204: 4.54621601392098e-05
Position 2753: 4.052582134540271e-05
Position 3821: 3.970538070561622e-05
Position 3841: 3.7790053486737e-05
Position 498: 3.6492072651803446e-05
Position 1921: 3.525595577411172e-05
Position 1456: 2.9944035156231072e-05
Position 1170: 2.7490717244914627e-05
Position 990: 2.7246381246411587e-05
Position 553: 2.682310391318086e-05
Position 630: 2.529787772599929e-05
Position 2771: 2.367958780979594e-05
Position 2777: 2.354268129942355e-05
Position 1639: 2.1230080317995095e-05
Position 754: 1.923686615197065e-05
Position 2651: 1.8908557738416404e-05
Position 1702: 1.734234522242485e-05
Position 1131: 1.647555363934396e-05
Position 389: 1.5857454768611384e-05
Position 622: 1.4661543380296985e-05
Position 3452: 1.4373859948088383e-05
Position 997: 1.2901433760342202e-05
Position 772: 1.1705962863246095e-05
Position 662: 1.0911544418596809e-05
Position 981: 9.11209254851391e-06
Position 3292: 8.180140326539349e-06
Position 824: 7.4689947785928785e-06
Position 607: 6.287633350726321e-06
Position 2950: 5.236185744762008e-06
Position 597: 4.544199531780207e-06
Position 783: 4.350642880526459e-06
Position 2960: 4.192260450192177e-06
Position 1017: 3.931827424061213e-06
Position 2584: 3.7348164973070675e-06
Position 1315: 3.3516630894788047e-06
Position 567: 3.105646158444156e-06
Position 559: 2.951232375681384e-06
Position 564: 2.834667171993534e-06
Position 1014: 2.7620691323757396e-06
Position 396: 1.838875741167656e-06
Position 637: 1.542834589499667e-06
Position 1282: 1.2799077066798753e-06
Position 404: 1.0647869077488243e-06
Position 643: 9.384352416504219e-07
Position 203: 8.417757860338368e-07
Position 270: 6.368962986670566e-07
Position 610: 4.553993145278897e-07
Position 218: 3.9509073286396236e-07
Position 640: 3.758102886488074e-07
Position 2271: 2.7754177631019534e-07
Position 229: 2.125017855964198e-07
Position 323: 1.8075572354100255e-07
Position 792: 1.3744548847220773e-07
Position 1005: 6.224053633303598e-08
Position 336: 3.270750077685335e-08
Position 175: 1.4119003070707623e-12
Position 325: 5.859436269587022e-14
Position 245: 2.65717864782754e-14
Position 257: 5.459702187663079e-16
