Gene = Plap
Position 873: 1.3829036212232133e-06
Position 855: 1.3649357447893956e-06
Position 1785: 1.2140430405845093e-06
Position 962: 1.1396682359048308e-06
Position 193: 4.7479756098537395e-07
Position 1500: 4.0846235231012005e-07
Position 1393: 3.5506997761467004e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 2410: 0.726201223404572
Position 834: 0.6323151859764755
Position 1726: 0.5266248220534052
Position 803: 0.2962044852097028
Position 1734: 0.14095193882920726
Position 3065: 0.08167036117724812
Position 540: 0.0257306827809592
Position 1698: 0.013670837634987457
Position 2039: 0.012503006759351336
Position 2957: 0.01233834414508963
Position 1984: 0.010257496391698961
Position 203: 0.0084468136185307
Position 1486: 0.006733975604965098
Position 165: 0.006036159714381474
Position 368: 0.005237300527084149
Position 994: 0.004987735548913888
Position 2029: 0.004571386094464545
Position 2229: 0.003909881166010599
Position 2852: 0.003139422787673808
Position 1090: 0.0015292176391032103
Position 1509: 0.0014850502744114407
Position 2105: 0.001087531846539748
Position 2075: 0.0009869894975917525
Position 170: 0.0009099103794588833
Position 1933: 0.0009096100680224383
Position 1895: 0.0008216902853418844
Position 406: 0.0007428990072895583
Position 1615: 0.0006262856513992867
Position 2431: 0.0006160111453399882
Position 2629: 0.0004326075114899679
Position 508: 0.0004072803926026095
Position 1612: 0.00036809594271168674
Position 77: 0.0003406405616186265
Position 2375: 0.0003220682410546658
Position 2684: 0.00029893603400681914
Position 560: 0.0002556635558875473
Position 2299: 0.00023401036692269713
Position 415: 0.00021521440868350824
Position 2054: 0.00021109209364564537
Position 1025: 0.00014103291572698843
Position 190: 0.00012481376445254658
Position 843: 0.00010740762585529955
Position 89: 0.00010082919678728882
Position 343: 9.916862006969681e-05
Position 1535: 5.536553325989663e-05
Position 1192: 2.9110178853294446e-05
Position 1166: 2.808297800452657e-05
Position 632: 2.78225897213077e-05
Position 3175: 2.76162086278794e-05
Position 1137: 2.5945192165501197e-05
Position 960: 2.178493183267409e-05
Position 930: 1.6598232465089146e-05
Position 1215: 1.620431083809499e-05
Position 879: 1.603687601973866e-05
Position 606: 1.5626994018418686e-05
Position 1058: 1.5210400848126683e-05
Position 821: 1.4771081479268863e-05
Position 327: 1.3034552409407764e-05
Position 873: 1.2847863913146218e-05
Position 1390: 1.2524709668758633e-05
Position 1019: 1.0452134247075849e-05
Position 564: 9.470676468673296e-06
Position 676: 8.382414067296354e-06
Position 810: 5.519789996354611e-06
Position 569: 1.768871589530519e-06
Position 521: 1.3354667428926798e-06
Position 578: 1.2962623442845154e-06
Position 652: 8.473266789902118e-07
Position 585: 6.420453879525574e-07
Position 684: 4.152093632524407e-07
Position 172: 4.003132761214583e-07
Position 711: 3.373339080255915e-07
Position 93: 3.2833030665581793e-07
Position 1200: 9.351715997610068e-08
Position 927: 4.573958822371901e-08
Position 611: 4.082580200417972e-08
Position 899: 3.5805991653430455e-08
Position 99: 2.9727786745957324e-08
Position 1131: 2.887261551457408e-09
Position 102: 1.6413956223461578e-10
Position 105: 3.595891954102552e-12
Position 213: 1.7276536950633014e-12
