Gene = mu2
Position 194: 3.6769402102873477e-10
Position 2300: 1.8361889681713036e-10
Position 3808: 4.4108165914829185e-11
Position 2419: 2.5497835196794462e-11
Position 450: 1.2243970157957804e-11
Position 2098: 2.5451366659054605e-12
Position 3617: 9.515741319857301e-14
Position 1960: 3.8678247071248105e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 3653: 0.9975080645461917
Position 3752: 0.9897607541013163
Position 2093: 0.9842202498893666
Position 455: 0.9822979272997623
Position 2269: 0.9711959438556952
Position 2422: 0.9620528149660408
Position 194: 0.9592600761800195
Position 990: 0.9529979792273428
Position 3919: 0.7544077841329796
Position 1883: 0.7429977267461282
Position 4278: 0.28638570633112187
Position 1946: 0.15667817790279442
Position 1901: 0.08066823227858498
Position 1617: 0.036458190107076516
Position 2873: 0.02818267367533181
Position 2470: 0.024112065278965703
Position 3951: 0.019913036103802316
Position 3424: 0.017324174902635676
Position 815: 0.016084232116485613
Position 4546: 0.015299353115593748
Position 4291: 0.014238968060264487
Position 2102: 0.011969829621131805
Position 3472: 0.009804515958548699
Position 3437: 0.00974958791243954
Position 2433: 0.008745438665895824
Position 1596: 0.00858107966944018
Position 857: 0.0074033899720956035
Position 1671: 0.006979167519351682
Position 1724: 0.006719522667820787
Position 1566: 0.006205723247194347
Position 1140: 0.005279033574559225
Position 4254: 0.004688779558039129
Position 4024: 0.004267928293900409
Position 3377: 0.004064427119314782
Position 741: 0.0037182475113338785
Position 1587: 0.0032733501968186373
Position 3326: 0.0032490692316152047
Position 3485: 0.0029592122060834625
Position 2280: 0.002769406306910771
Position 2473: 0.002689592163612179
Position 423: 0.0023825759779340576
Position 1629: 0.001838906442541577
Position 3039: 0.0014856626010044444
Position 4406: 0.0014225433142747658
Position 1458: 0.0013782347178015594
Position 1680: 0.0013339821347107617
Position 520: 0.0012225031013801736
Position 3396: 0.0011952792368052374
Position 4003: 0.0010934906499393006
Position 1711: 0.0010604098834130062
Position 219: 0.0009593799788907363
Position 2672: 0.0008620892692521252
Position 680: 0.0008460072705296876
Position 1192: 0.0008113409573386683
Position 2134: 0.0007787096729093659
Position 1647: 0.000743839969303478
Position 1703: 0.0006781092583184554
Position 3359: 0.0006642912504353008
Position 3379: 0.0005660035914342419
Position 788: 0.0005459511638655466
Position 1919: 0.0005264011269984889
Position 2017: 0.0005078252074708458
Position 2587: 0.000448720740089047
Position 2996: 0.0004286789989292479
Position 4651: 0.00041818021785499396
Position 287: 0.00041159715099807714
Position 203: 0.0002964406352810054
Position 237: 0.00028333354611319935
Position 3442: 0.00027779920549226477
Position 4472: 0.0002634313900765577
Position 3002: 0.0002625438650603884
Position 3802: 0.00024495168828395753
Position 2285: 0.00023637373150833712
Position 2119: 0.00022072716334839944
Position 2779: 0.00021901958412107146
Position 3775: 0.0002148212888887004
Position 3236: 0.0002145117020740645
Position 1469: 0.00019524384231271857
Position 1781: 0.0001933700551756295
Position 714: 0.00017268762915429895
Position 3164: 0.00017035219551369605
Position 4059: 0.00017001471427378323
Position 3286: 0.00016829385955460674
Position 1144: 0.00015612024283016612
Position 3332: 0.00014208271977886436
Position 491: 0.00014005071469878392
Position 2205: 0.0001296695348764815
Position 542: 0.00012820139634292738
Position 466: 0.00012281038795759
Position 579: 0.00012262598801946522
Position 1827: 0.00011335652532103666
Position 1069: 0.00011075928180683903
Position 2721: 0.00011064669339417863
Position 765: 0.00011028689379809906
Position 3043: 0.00011019116699956102
Position 4502: 0.00010584947220459675
Position 3022: 0.00010341157651540223
Position 1810: 0.00010251235728326636
Position 897: 9.950905302523963e-05
Position 2066: 9.708917938124118e-05
Position 4336: 9.57712476888228e-05
Position 2920: 9.12787126145302e-05
Position 564: 8.762265054750871e-05
Position 1195: 8.656835852475698e-05
Position 2845: 8.57225589247946e-05
Position 1604: 8.47288588811204e-05
Position 3230: 8.160272045800503e-05
Position 2985: 7.260832866640311e-05
Position 753: 7.129718605221514e-05
Position 469: 7.064574443620154e-05
Position 1763: 6.921493113447693e-05
Position 3514: 6.878703551509066e-05
Position 4056: 6.781754145677534e-05
Position 2973: 6.69950794083803e-05
Position 290: 6.613754371545979e-05
Position 2558: 6.042460473316235e-05
Position 4236: 6.040432034359891e-05
Position 1445: 5.4959294037871146e-05
Position 1333: 5.081961855723564e-05
Position 1265: 4.977909973039731e-05
Position 3063: 4.67882281157987e-05
Position 622: 4.669517191094009e-05
Position 2570: 4.5137583283367276e-05
Position 2620: 4.3990464554784707e-05
Position 793: 4.2675306642945886e-05
Position 1359: 4.037344127395499e-05
Position 2038: 3.663807813346267e-05
Position 3199: 3.5535297474120936e-05
Position 2889: 3.510721752994482e-05
Position 4084: 3.313809829057955e-05
Position 2035: 3.2644678875509886e-05
Position 923: 2.921763723676407e-05
Position 3830: 2.8757090037078155e-05
Position 3090: 2.7527129796029423e-05
Position 2215: 2.598467191535056e-05
Position 3771: 2.232153582843707e-05
Position 4439: 2.1431034826072902e-05
Position 106: 1.955049677736297e-05
Position 1042: 1.8751598717540668e-05
Position 4304: 1.838712065230238e-05
Position 2061: 1.837210937187983e-05
Position 2137: 1.778188330942578e-05
Position 2599: 1.7688451913055944e-05
Position 2291: 1.708622185741928e-05
Position 2676: 1.6250180008582617e-05
Position 4222: 1.566300767104611e-05
Position 2109: 1.4555674537034792e-05
Position 3673: 1.3809724691099277e-05
Position 749: 1.3324619199726662e-05
Position 2949: 1.3199504009515967e-05
Position 3975: 1.3067919942038044e-05
Position 2916: 1.2684286283469122e-05
Position 2023: 1.2494186906067193e-05
Position 3781: 1.1481968747396806e-05
Position 4227: 1.1050491050594961e-05
Position 1396: 1.0240586490764027e-05
Position 4097: 9.514917276857427e-06
Position 1428: 9.257002074786546e-06
Position 4080: 8.839887177716075e-06
Position 3806: 8.731193892413808e-06
Position 606: 8.713275544432816e-06
Position 1213: 8.625596972791787e-06
Position 3940: 7.5795916367462e-06
Position 3669: 7.316849423002126e-06
Position 1818: 6.63132958187933e-06
Position 3693: 6.407799507550068e-06
Position 909: 6.299687533996324e-06
Position 1283: 6.117446737717988e-06
Position 4580: 5.887041296193853e-06
Position 269: 4.190216246370371e-06
Position 77: 3.357711643412494e-06
Position 583: 2.703620965123817e-06
Position 640: 2.4658945601429298e-06
Position 2244: 1.787180966228066e-06
Position 2128: 1.783428313465311e-06
Position 599: 1.7238228562459788e-06
Position 769: 1.3211516666386704e-06
Position 3850: 1.2643383020560233e-06
Position 3148: 1.1584886289216748e-06
Position 3142: 1.1308739193316752e-06
Position 2347: 7.479414470921483e-07
Position 2738: 6.841750248406383e-07
Position 317: 5.68045241327652e-07
Position 2709: 4.4510825821671505e-07
Position 2644: 3.539156251328455e-07
Position 932: 3.346852306990986e-07
Position 2732: 3.023831766530307e-07
Position 384: 2.8016983704978107e-07
Position 335: 2.429719780644808e-07
Position 1842: 1.9941888976936745e-07
Position 109: 1.765626441322985e-07
Position 2591: 1.704577375526284e-07
Position 293: 1.5408364619041322e-07
Position 1832: 1.539946857041114e-07
Position 2611: 1.4609743935478625e-07
Position 3859: 1.1611279675866026e-07
Position 2682: 1.0591035638082786e-07
Position 102: 1.0589719038463073e-07
Position 2698: 7.996097784751621e-08
Position 2497: 7.54769179321613e-08
Position 2685: 6.399927748536206e-08
Position 2488: 5.822638064889584e-08
Position 367: 5.450089635289441e-08
Position 2512: 4.152189247341271e-08
Position 2603: 3.9880232549956144e-08
Position 2750: 3.5592187726295483e-08
Position 123: 3.085042609410009e-08
Position 362: 4.633954244295824e-09
Position 136: 3.905611722871603e-09
Position 374: 1.7570519098935506e-09
Position 381: 1.0390287464364043e-09
Position 372: 4.7889658481733024e-11
