Gene = eya
Position 18463: 0.9955062162695633
Position 14023: 0.35320652981136424
Position 3458: 0.21675997239155734
Position 3494: 0.18179813402406222
Position 3678: 0.09682147058410591
Position 17046: 0.09068329303665136
Position 19268: 0.08748597498618564
Position 622: 0.023250591038969582
Position 577: 0.022135642614899254
Position 4662: 0.020577908504034178
Position 19160: 0.020355895104351453
Position 5068: 0.020120031494054575
Position 2742: 0.01979072305323912
Position 812: 0.01625750595092966
Position 930: 0.01611155630130234
Position 14260: 0.013304751825917985
Position 14217: 0.01260858273615446
Position 4901: 0.010586826439029026
Position 3530: 0.010258184998412372
Position 1154: 0.009985329489139898
Position 348: 0.007722103301037628
Position 2296: 0.006288711660340892
Position 19479: 0.005564248414675905
Position 6751: 0.005226479041722538
Position 1232: 0.0051666303894446165
Position 19502: 0.004730609339121663
Position 2578: 0.004483454824236622
Position 3473: 0.004472731531632594
Position 19204: 0.00428912762001923
Position 19142: 0.004111271470602205
Position 2107: 0.0036100761824755254
Position 2560: 0.0034248921092730365
Position 776: 0.003354791466430894
Position 19441: 0.0031911328464529136
Position 2030: 0.003165373222952868
Position 725: 0.0030994264842003475
Position 696: 0.0027204112509055015
Position 18509: 0.002623832257124055
Position 667: 0.0020537728001319634
Position 136: 0.0019939109214881625
Position 19294: 0.0019113345629345937
Position 19520: 0.0017942310640022678
Position 6489: 0.0014227637089612338
Position 967: 0.0013060085483303549
Position 1195: 0.00121427498339207
Position 5619: 0.0011297595457067304
Position 1471: 0.001087158003353324
Position 19488: 0.0010762930006708285
Position 379: 0.0010679026932762167
Position 3187: 0.0010604434879684078
Position 408: 0.0010226979593107692
Position 3595: 0.0009410143564718701
Position 337: 0.0008917931918821961
Position 1773: 0.0008566794403148729
Position 3776: 0.0008506823954587697
Position 5622: 0.0007985964811009806
Position 4850: 0.0007147372687600277
Position 1342: 0.0006988780416331375
Position 3699: 0.0006541831601417542
Position 260: 0.0005113899663780282
Position 910: 0.000495403881908091
Position 5556: 0.00047942681009214384
Position 1542: 0.00047912818935274637
Position 5851: 0.00046199535212279195
Position 19276: 0.0004564707975565249
Position 5653: 0.00045389809070837863
Position 411: 0.00044646419871778175
Position 3078: 0.0004384279105243069
Position 1865: 0.0004264748534283145
Position 942: 0.00036855116133454273
Position 1313: 0.0003296361434382602
Position 1321: 0.0003151793193549357
Position 5264: 0.0003133531299581462
Position 4694: 0.000309909233049151
Position 4064: 0.0002756254087267784
Position 571: 0.00024384534004081345
Position 365: 0.0002115592132504408
Position 19228: 0.00013282416934704236
Position 19526: 0.0001170528578950477
Position 1945: 0.00011118804466672097
Position 1516: 9.358106050778311e-05
Position 19092: 9.198580815504607e-05
Position 19281: 6.985733808119233e-05
Position 868: 6.838980169048746e-05
Position 838: 5.1640325419677404e-05
Position 1282: 4.193860038324173e-05
Position 2510: 3.543827354241002e-05
Position 19358: 3.3752268408311234e-05
Position 307: 3.313537223161359e-05
Position 19213: 2.256614200831441e-05
Position 18920: 2.06678342883216e-05
Position 835: 1.9129598147298083e-05
Position 700: 1.6966466178904547e-05
Position 973: 1.4200688375851236e-05
Position 2700: 1.0807025711875901e-05
Position 714: 9.521299005402292e-06
Position 703: 8.226123895613733e-06
Position 992: 5.691985103859502e-06
Position 2917: 5.569455665919299e-06
Position 19490: 5.1094039589256045e-06
Position 1236: 4.358849916527692e-06
Position 18831: 4.025877141357032e-06
Position 949: 3.6954069002675136e-06
Position 984: 3.1990278989912017e-06
Position 1024: 2.7540756421252423e-06
Position 1681: 2.729732966321814e-06
Position 888: 2.3836358907017273e-06
Position 856: 2.337556304864875e-06
Position 1057: 1.7127362453879318e-06
Position 879: 1.3819895208368433e-06
Position 1039: 9.247487156886493e-07
Position 1063: 7.230663784537669e-07
Position 550: 6.613290734385979e-07
Position 1004: 6.581610198678434e-07
Position 423: 2.9180590467166736e-07
Position 439: 1.7043661948922032e-07
Position 727: 1.4770235905175714e-07
Position 18753: 1.1241940630847432e-07
Position 1108: 8.85906222552391e-08
Position 14188: 4.290837540860347e-08
Position 239: 2.4061955830824892e-08
Position 445: 2.279571477971904e-08
Position 451: 2.7513683656335063e-10
Position 457: 2.0949615057830786e-10
Position 89: 2.0599969430423468e-10
Position 431: 7.50727323654983e-11
Position 63: 5.914117522263092e-11
Position 8190: 2.1602497051795028e-11
Position 528: 1.5112752284256493e-11
Position 367: 7.976634131507983e-12
Position 7167: 6.047037731140727e-12
