Gene = Wbp2
Position 993: 3.350515782838621e-05
Position 1922: 2.836894485568726e-05
Position 1951: 2.6898563043207133e-05
Position 2200: 2.6393589902420727e-05
Position 1920: 2.432430321176973e-05
Position 29: 2.3413498346212838e-05
Position 2900: 1.9424500316142423e-05
Position 113: 1.6543957896094714e-05
Position 818: 1.3594507745309351e-05
Position 52: 1.28290182729495e-05
Position 1004: 1.0197191608199743e-05
Position 1932: 8.119281811635927e-06
Position 144: 8.07271731199797e-06
Position 1324: 7.87634642665429e-06
Position 1287: 7.819394390762816e-06
Position 22: 3.8435769007837625e-06
Position 92: 3.575169293143346e-06
Position 1857: 2.6263071508990196e-06
Position 482: 2.4308460411206947e-06
Position 245: 2.267574547428649e-06
Position 2805: 1.953608711947476e-06
Position 508: 1.903406524231468e-06
Position 1105: 1.6892508266315727e-06
Position 474: 1.6142260837962103e-06
Position 493: 1.3713129844354704e-06
Position 2514: 1.113931168734732e-06
Position 1818: 1.1070595544044629e-06
Position 2629: 4.6956037615499397e-07
Position 809: 2.3686173929776795e-07
Position 1629: 2.368137789781782e-07
Position 806: 1.9320042037747975e-07
Position 526: 1.920323685820846e-07
Position 1035: 6.599266038753163e-08
Position 1462: 3.1412440208672395e-08
Position 1137: 1.6226569482747428e-08
Position 78: 6.336964397727926e-10
Position 366: 2.0711346644146417e-10
Position 2584: 1.676848162822274e-10
Position 353: 1.2908667132503632e-10
Position 2478: 8.981083999127241e-11
Position 477: 4.114549510524339e-11
Position 355: 2.25492749542853e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 2615: 0.9873787673756741
Position 2450: 0.9835779246747419
Position 749: 0.9642817271760326
Position 332: 0.8783966184191527
Position 2066: 0.747892411749371
Position 1143: 0.5982506992570658
Position 1640: 0.20402068826148864
Position 1221: 0.17415909430754717
Position 1430: 0.148020425411536
Position 1461: 0.14267742369282746
Position 1164: 0.03404375800903106
Position 2200: 0.023424343692788625
Position 347: 0.02296492337695918
Position 701: 0.01958965322100055
Position 1963: 0.016764275839029567
Position 474: 0.01653445093003439
Position 449: 0.011546502946921743
Position 735: 0.010612826487981742
Position 1698: 0.009712171553160223
Position 92: 0.00942614028590093
Position 1334: 0.007601268733586089
Position 2629: 0.00710471224820498
Position 1920: 0.006871023027875407
Position 1376: 0.004050498034945774
Position 2100: 0.0033564765067868457
Position 283: 0.003304908842801458
Position 1713: 0.002365140315482631
Position 2040: 0.002191518793722508
Position 396: 0.002005340014525356
Position 2307: 0.0019832575815204997
Position 2261: 0.001966997116867616
Position 522: 0.0019072120124315303
Position 2264: 0.0015861135445519206
Position 353: 0.001542210890885261
Position 760: 0.0015386601774905427
Position 378: 0.001483477592070592
Position 780: 0.001282129857810641
Position 1358: 0.0010618967382089784
Position 1175: 0.0009395336382430961
Position 840: 0.0009347242759230014
Position 2462: 0.0006714724651268774
Position 2832: 0.00044061391888554216
Position 1731: 0.00042443382935762744
Position 271: 0.0004135728072870315
Position 482: 0.0004039823260262006
Position 2078: 0.0003758323011218141
Position 1744: 0.0003442963256037808
Position 2691: 0.00028336278723784826
Position 453: 0.00024056231643202245
Position 2160: 0.00023276931420212463
Position 2143: 0.00023095675390029545
Position 2829: 0.0002175526030385506
Position 549: 0.00018859353494978982
Position 555: 0.0001817804700273558
Position 1235: 0.00014557366198852034
Position 1181: 0.00013990792436185696
Position 1491: 0.00010850941153534321
Position 2176: 0.00010202908744710538
Position 1780: 9.174303073061233e-05
Position 2459: 8.790912941021365e-05
Position 263: 8.776686209764058e-05
Position 1646: 8.196902377909718e-05
Position 406: 8.189606871556521e-05
Position 1881: 7.818761347518722e-05
Position 1488: 6.388893783189543e-05
Position 2666: 5.405544766399873e-05
Position 106: 4.9851927695471956e-05
Position 1667: 4.749345253921718e-05
Position 2663: 4.491248694558111e-05
Position 294: 4.0080029058282265e-05
Position 1951: 3.301247084877891e-05
Position 567: 3.16163603435208e-05
Position 1238: 2.9311766629314878e-05
Position 2957: 2.5958738262982476e-05
Position 1269: 2.4374505927841885e-05
Position 615: 2.1271577612564993e-05
Position 685: 1.8040879708499555e-05
Position 882: 1.6914481075246226e-05
Position 2872: 1.6729817029366548e-05
Position 2410: 1.6661993112331576e-05
Position 915: 1.578269386456606e-05
Position 108: 1.3800399569122689e-05
Position 1812: 1.3334263465719683e-05
Position 708: 1.2988761918988352e-05
Position 290: 1.2924234450107674e-05
Position 1494: 8.265937438637155e-06
Position 2333: 8.007519153034392e-06
Position 2709: 7.986417123277938e-06
Position 619: 7.199039268093419e-06
Position 1250: 6.095438451474978e-06
Position 1497: 5.751396146293433e-06
Position 456: 5.337288463101412e-06
Position 2504: 1.99656624880311e-06
Position 710: 1.6303173766652912e-06
Position 413: 5.234027969103565e-07
Position 1500: 3.9819094044098114e-07
Position 366: 2.8365579607236e-07
Position 597: 2.2681378739438045e-07
Position 929: 1.964193067881999e-07
Position 1809: 1.5187859123499985e-07
Position 861: 1.3188802495458676e-07
Position 1543: 1.1009607855341704e-07
Position 668: 7.010614812310909e-08
Position 167: 4.006299706656414e-09
Position 162: 1.6074620083120615e-09
Position 164: 8.738289471918716e-10
Position 183: 8.418270018483626e-10
Position 171: 1.4211146988536896e-13
