Gene = nudE
Position 253: 4.792972086812709e-06
Position 256: 4.212921487414539e-06
Position 138: 3.359103301031508e-06
Position 128: 2.6917613991822223e-06
Position 2198: 2.5802992701421294e-06
Position 1477: 2.224089757437063e-06
Position 1187: 6.770683397366652e-07
Position 802: 6.726026513137481e-07
Position 2167: 3.2621884699544044e-07
Position 484: 3.0482000507510055e-07
Position 789: 2.635540209310043e-07
Position 445: 2.2038691531181062e-07
Position 1157: 1.9628086169655837e-07
Position 922: 1.3325354310686405e-07
Position 550: 1.2189335124688302e-07
Position 946: 1.0446315461631207e-07
Position 954: 9.020563679039949e-08
Position 781: 7.525216466507971e-08
Position 2481: 6.472824171717485e-08
Position 714: 5.775679826070231e-08
Position 1211: 3.64534742029449e-08
Position 290: 4.3781688342747444e-09
Position 259: 3.0565275790244442e-09
Position 302: 5.1580381970289287e-11
Position 1561: 1.6052191836735043e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 911: 0.9993502845334045
Position 1181: 0.9781926015000894
Position 1519: 0.9745544663034007
Position 2101: 0.9413702872463878
Position 2909: 0.7595984821319514
Position 2319: 0.4998955271751622
Position 210: 0.1455762857297612
Position 390: 0.11500847781660994
Position 156: 0.08670824709667549
Position 96: 0.056575285495094156
Position 761: 0.01107073790455482
Position 2729: 0.010275384709757729
Position 2039: 0.009870216782042083
Position 714: 0.007032740488872808
Position 1113: 0.006972288844535621
Position 484: 0.0060478707957143975
Position 570: 0.0056136743200751625
Position 2005: 0.004158897120635286
Position 3245: 0.002887616057361372
Position 1333: 0.002698198624107907
Position 789: 0.002634537013390357
Position 728: 0.0023992723721801886
Position 1338: 0.0022796786460412624
Position 3097: 0.0022105737658181996
Position 1187: 0.0020395267994432085
Position 624: 0.0019661592930242367
Position 2141: 0.0018670087727156652
Position 734: 0.0016825828492837522
Position 618: 0.0016665031620988302
Position 3593: 0.0016621362003053617
Position 1229: 0.00157199817812131
Position 3567: 0.0015393765395063231
Position 652: 0.0011322812629999395
Position 433: 0.0011306216395797215
Position 240: 0.0010771818539817059
Position 3389: 0.00106685246277143
Position 3288: 0.0010233889828742198
Position 135: 0.0010007693796382992
Position 1561: 0.0009435214083657765
Position 2861: 0.0008832523997640722
Position 635: 0.0005655115963424395
Position 1119: 0.00041869640074999073
Position 311: 0.000415507564688656
Position 1764: 0.00030263644616049625
Position 3669: 0.0002846947329938054
Position 1912: 0.00027375078152261877
Position 1157: 0.0002615736602594846
Position 106: 0.0002540205035131973
Position 919: 0.00023524815400844458
Position 522: 0.00022471132329939057
Position 588: 0.00017397187704033045
Position 113: 0.00017090686365091242
Position 2845: 0.00016765864932531357
Position 1965: 0.00015907529043412567
Position 1152: 0.0001585918377316903
Position 1733: 0.0001488582944702289
Position 314: 0.00013793184218084936
Position 2355: 0.00011382794403310911
Position 1745: 9.650408708004333e-05
Position 1352: 7.765448211836556e-05
Position 417: 7.52812957510452e-05
Position 2328: 6.891730917590164e-05
Position 1613: 5.594296640363193e-05
Position 585: 5.1802120431274656e-05
Position 1697: 4.6540735272436705e-05
Position 1761: 4.341707830896358e-05
Position 411: 3.990530358897654e-05
Position 662: 3.662121573077472e-05
Position 642: 3.618674413414789e-05
Position 2543: 3.50192515656728e-05
Position 1421: 3.414056682972711e-05
Position 1223: 3.407502999572554e-05
Position 744: 2.9542806166272677e-05
Position 122: 2.6244037142164993e-05
Position 892: 2.1385248056399304e-05
Position 1531: 1.8608026675711772e-05
Position 1738: 1.8282458259083965e-05
Position 3311: 1.732746880903801e-05
Position 3546: 1.704106289458654e-05
Position 3168: 1.3486292408712148e-05
Position 1800: 1.2396713386192626e-05
Position 954: 1.2156161949168574e-05
Position 2963: 1.1352513395024293e-05
Position 1851: 1.0475182782592417e-05
Position 1280: 1.0440490603228517e-05
Position 2043: 9.540290466168598e-06
Position 1364: 9.221625984751036e-06
Position 807: 8.764204481564325e-06
Position 1863: 8.320100742114595e-06
Position 1340: 7.82468455515184e-06
Position 403: 7.485132780845379e-06
Position 2384: 6.1627261503667116e-06
Position 2046: 4.608067179151588e-06
Position 887: 3.864637214568952e-06
Position 1265: 3.094962134481326e-06
Position 3779: 3.0220236989352953e-06
Position 930: 2.8910677405778455e-06
Position 1247: 2.760525679577307e-06
Position 1349: 2.588901906565874e-06
Position 1376: 2.1526911348320095e-06
Position 1830: 1.797663580560476e-06
Position 1069: 8.589296519430195e-07
Position 1391: 8.4210203220004e-07
Position 1244: 8.017752038225411e-07
Position 933: 5.814450880551609e-07
Position 973: 4.726288846811438e-07
Position 866: 4.529515928399981e-07
Position 999: 4.259028407735902e-07
Position 2183: 1.5346688959959062e-07
Position 1024: 6.977516784698826e-08
Position 942: 5.2437900314638796e-08
Position 879: 5.064707355400722e-08
Position 119: 4.06819219423022e-08
Position 1141: 5.826999536464068e-09
Position 1065: 2.139755641284053e-09
Position 1545: 4.993841430087199e-10
