Gene = Akap200
Position 1721: 1.3342716169239773e-07
Position 312: 9.606127923742657e-08
Position 948: 7.165293570189466e-08
Position 1192: 5.15153505373064e-08
Position 373: 4.411697496673613e-08
Position 584: 3.693642712052333e-08
Position 807: 2.8792273714637054e-08
Position 213: 2.0303100848658058e-08
Position 395: 1.6171402447099944e-08
Position 11868: 8.053846603304563e-09
Position 409: 5.431938320983983e-09
Position 526: 5.139590671279006e-09
Position 438: 5.063058646683792e-09
Position 237: 4.444879113444026e-09
Position 162: 3.994866522917529e-09
Position 354: 3.702212300077886e-09
Position 755: 2.3890771735271686e-09
Position 164: 1.8503392136911386e-09
Position 125: 1.4799204622332327e-09
Position 905: 1.4031248266887385e-09
Position 360: 1.2481169256790231e-09
Position 532: 1.151391029040266e-09
Position 420: 5.112333705297141e-10
Position 459: 3.239580914503196e-10
Position 455: 1.1237694201074572e-10
Position 59: 7.075450906573889e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 11183: 0.9977305711550333
Position 11467: 0.980373414403174
Position 14590: 0.9125138965802932
Position 11924: 0.6127391669991128
Position 15299: 0.329844249678494
Position 2545: 0.252205441974995
Position 2999: 0.19767546842817524
Position 1873: 0.1636294192839857
Position 8542: 0.14525753621443926
Position 11941: 0.07883243569402298
Position 15038: 0.054580568252984935
Position 12629: 0.05072529237104795
Position 8317: 0.04904450226507325
Position 11707: 0.04094907269003664
Position 14892: 0.03924462291369575
Position 3145: 0.0294512847576719
Position 7193: 0.025028740698420808
Position 2473: 0.021016942907847565
Position 13506: 0.01883789295138533
Position 3480: 0.016178343875417407
Position 12477: 0.015944589632773336
Position 12664: 0.014443762842443706
Position 9962: 0.013707868748999008
Position 10626: 0.013332135968755357
Position 2876: 0.009957541732168501
Position 11473: 0.00988462664679399
Position 5485: 0.008161883253170943
Position 7179: 0.007973822094702696
Position 2321: 0.007781696946424729
Position 12507: 0.007640447796135807
Position 13707: 0.0074957042950103215
Position 3457: 0.0072544391103563895
Position 13678: 0.006391526990729165
Position 13172: 0.005475453433812054
Position 4065: 0.005337228782633997
Position 2448: 0.005325709071800703
Position 1012: 0.005210967224803585
Position 14502: 0.004236119484552605
Position 2831: 0.0038286233358920015
Position 11688: 0.0031192612062785363
Position 3300: 0.0030603234891279675
Position 8012: 0.0024952057091145907
Position 2331: 0.0024941323435882777
Position 15603: 0.002487711795347373
Position 13559: 0.0024050917463359542
Position 1799: 0.002324552319460596
Position 3418: 0.0022092348729190314
Position 11521: 0.0021105377343121467
Position 2336: 0.0021022396811105517
Position 15458: 0.0018798164634179098
Position 2246: 0.001817447900463363
Position 8347: 0.0017691245692488216
Position 12445: 0.0017293455552971162
Position 12873: 0.0016147261090328202
Position 2291: 0.0015849955342762938
Position 10967: 0.0015415877765093094
Position 2087: 0.0015247168285148843
Position 11627: 0.0014760198580889233
Position 11704: 0.0014244399267715308
Position 1738: 0.001343633316149145
Position 367: 0.0012299807945390015
Position 2001: 0.0012123490128069854
Position 3118: 0.001175201091416552
Position 1190: 0.0010939768726030117
Position 3513: 0.001072651313179794
Position 11504: 0.001032243241617045
Position 14903: 0.0009976150802567137
Position 1113: 0.0009676907195517953
Position 2294: 0.0009287123693415058
Position 3063: 0.0008934010887433802
Position 13104: 0.0008569408311099498
Position 13386: 0.0008311128256556124
Position 13337: 0.0007563452413258203
Position 2884: 0.0007449485320761117
Position 3115: 0.0007413028193330375
Position 2272: 0.0006966048110900394
Position 11662: 0.00068806779150315
Position 11716: 0.0006732357880185399
Position 263: 0.0006595363065450904
Position 5650: 0.0006205114200045423
Position 11985: 0.0005547606766439103
Position 1250: 0.0005417662069034551
Position 1725: 0.0005412214201322976
Position 2725: 0.0005124521448264276
Position 11957: 0.00047343180259357473
Position 2147: 0.0004568167669269128
Position 12654: 0.0004378293508768367
Position 15488: 0.00039992232609224184
Position 11656: 0.0003885229615470668
Position 2300: 0.0003871391283883104
Position 12513: 0.00036838887566322274
Position 2341: 0.0003526787210619514
Position 1921: 0.00035187127816962456
Position 15243: 0.0003168750550906787
Position 15378: 0.0002912878744495292
Position 1518: 0.00028930999299160216
Position 2414: 0.0002397932097580588
Position 13350: 0.0002359802049611388
Position 11531: 0.00021601950972938605
Position 14553: 0.00012689980290000896
Position 11996: 0.00011308564472047901
Position 10042: 0.00010291726557599248
Position 12237: 8.674910084947262e-05
Position 12421: 8.653665589392354e-05
Position 11728: 7.100446690652283e-05
Position 12048: 6.55937574840585e-05
Position 213: 5.5668859507760933e-05
Position 5329: 5.493230868194161e-05
Position 12502: 4.0723585216402664e-05
Position 3092: 2.361930514199545e-05
Position 12132: 2.0021646971094184e-05
Position 12129: 1.573518447120856e-05
Position 272: 1.526364897670287e-05
Position 3332: 1.4619110477528047e-05
Position 11966: 1.2346871685855736e-05
Position 409: 1.0256500805779394e-05
Position 446: 1.021973946441988e-05
Position 641: 7.806378980406032e-06
Position 493: 7.2862439643122126e-06
Position 12005: 6.358614408133993e-06
Position 1228: 5.921875011537804e-06
Position 850: 4.654738095466781e-06
Position 3510: 4.558852442379972e-06
Position 465: 4.3419944921673255e-06
Position 668: 2.961293040769033e-06
Position 277: 2.9479370733346164e-06
Position 220: 2.797099210256958e-06
Position 12302: 2.675861318872116e-06
Position 12144: 2.0443108142786223e-06
Position 12152: 1.7336748632344515e-06
Position 280: 1.691822268214225e-06
Position 384: 1.144205553253415e-06
Position 12249: 1.057427312012341e-06
Position 12214: 1.0076436263091935e-06
Position 12186: 8.766897374399094e-07
Position 12274: 8.629998680180685e-07
Position 599: 3.251804108232091e-07
Position 497: 2.586591366620183e-07
Position 467: 1.7429659619412193e-07
Position 12026: 1.362815522400531e-07
Position 12087: 7.605377763671426e-08
Position 11945: 3.769421249261181e-10
Position 12081: 3.628466568185141e-10
