Gene = Culd
Position 2041: 3.109888122426854e-05
Position 496: 2.935041023369826e-05
Position 575: 2.7302487948922472e-05
Position 657: 2.2578206919511967e-05
Position 2039: 1.8269916084222143e-05
Position 40: 1.8053606848073052e-05
Position 623: 1.3719023725715213e-05
Position 162: 1.3005172432618282e-05
Position 67: 8.671114700614834e-06
Position 130: 5.287993442372964e-06
Position 328: 3.326705962713557e-06
Position 580: 1.8560196808351564e-06
Position 441: 1.5582160180137546e-06
Position 3: 1.1785838436078234e-06
Position 396: 1.1153990577294855e-06
Position 2980: 1.0390371637279443e-06
Position 1919: 1.0101710482482532e-06
Position 430: 1.0022664684021471e-06
Position 659: 8.250339265720612e-07
Position 1165: 6.869384460612145e-07
Position 514: 5.266365995560071e-07
Position 753: 5.103310770397367e-07
Position 398: 5.002291929691941e-07
Position 242: 4.784086114735244e-07
Position 596: 4.564434818127217e-07
Position 809: 4.322206481043513e-07
Position 176: 3.837916136531952e-07
Position 423: 3.134994708680847e-07
Position 221: 1.3452905736706654e-07
Position 407: 1.1846267632939078e-07
Position 450: 1.11582836302392e-07
Position 1995: 9.862313627438842e-08
Position 1757: 9.291743553942858e-08
Position 512: 7.223102699847325e-08
Position 366: 3.525105423203742e-08
Position 8: 1.7966044405120137e-08
Position 6: 1.4329924569929135e-09
Position 384: 7.665819436085105e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 2112: 0.9829554435767108
Position 1685: 0.9469450411787473
Position 353: 0.9438334590868228
Position 2883: 0.6447963529165212
Position 1348: 0.5908001908391909
Position 747: 0.36697531355295604
Position 3078: 0.31265793368616074
Position 2869: 0.22174672852850705
Position 980: 0.22051532100251062
Position 1295: 0.15986339705175337
Position 2674: 0.13159568613500938
Position 1055: 0.12738118988766456
Position 935: 0.08552675988355185
Position 3273: 0.06579733764373003
Position 2892: 0.05613844241305117
Position 3134: 0.05515564476675108
Position 1238: 0.05325914391519891
Position 957: 0.03782861978859904
Position 1354: 0.03357589385549689
Position 2910: 0.021832334426859962
Position 2347: 0.018760092301522518
Position 1429: 0.017639757612456525
Position 1380: 0.01673359037719297
Position 3212: 0.014506938023404312
Position 374: 0.012102808977037837
Position 1614: 0.011921006510522338
Position 3099: 0.009838127058980205
Position 782: 0.006353287781927655
Position 3933: 0.006266037284035038
Position 1553: 0.005674559909710395
Position 762: 0.004267044232710122
Position 2608: 0.003984701668923674
Position 1121: 0.0035580439377128404
Position 2398: 0.003192490124942734
Position 1885: 0.0031637506332138484
Position 3122: 0.0031009761684144257
Position 2447: 0.0026684937011103825
Position 481: 0.0025773254482082185
Position 1208: 0.0024856107760103468
Position 2697: 0.0023504911923432617
Position 1304: 0.0020002531411176935
Position 1330: 0.0017302017673051914
Position 640: 0.0015892801518795664
Position 2132: 0.0015671746616112289
Position 3523: 0.0014779316957688313
Position 2851: 0.001428261080945312
Position 3889: 0.0013999543494584762
Position 1863: 0.0013404636783823781
Position 3226: 0.0011000375963864258
Position 3152: 0.0010995803943468572
Position 384: 0.0010615482743951952
Position 3458: 0.0009431912555482338
Position 533: 0.0008751813210306884
Position 2206: 0.0008601114216058345
Position 3061: 0.0008166976819273028
Position 2474: 0.0007925830593571284
Position 412: 0.0007506609148907401
Position 3352: 0.000706456426312044
Position 1215: 0.0006758177342590037
Position 355: 0.0006517651327468987
Position 1033: 0.0006219269089981675
Position 779: 0.000611442241944397
Position 2321: 0.0005981780312498736
Position 695: 0.0005480303659048708
Position 2702: 0.0005239896786539998
Position 689: 0.0005109228766284396
Position 3501: 0.0004928639341286009
Position 3397: 0.0004520963599884494
Position 3283: 0.0004361242513679046
Position 573: 0.00041536353542277255
Position 2297: 0.00040230042795698075
Position 1789: 0.0003690551044767715
Position 3142: 0.00034968987412360616
Position 1395: 0.00032368818127940466
Position 3573: 0.000298823352527825
Position 1402: 0.0002954792316732404
Position 3479: 0.000280061922171993
Position 3428: 0.000273818849452857
Position 815: 0.00024128832344825826
Position 2301: 0.00020096415001213133
Position 717: 0.00019712489494747097
Position 1118: 0.00018949262924201159
Position 1097: 0.00016161625590381223
Position 2915: 0.00014257021221011356
Position 1062: 0.0001251570575026418
Position 407: 0.00011908181492421599
Position 959: 0.00011475845180115793
Position 701: 0.00011442931554049912
Position 2617: 0.00011440003693219655
Position 1270: 0.00010775106849135363
Position 2437: 9.181015563779133e-05
Position 1433: 9.008567895009512e-05
Position 1102: 5.446844118487e-05
Position 802: 5.2898355173823004e-05
Position 508: 5.211329995808509e-05
Position 1265: 5.135584477076272e-05
Position 2313: 4.240923123065068e-05
Position 766: 3.847251911574676e-05
Position 317: 3.281704716842222e-05
Position 2410: 2.549284010737349e-05
Position 94: 1.7059739701392404e-05
Position 542: 1.3484173701541374e-05
Position 646: 1.163595444181481e-05
Position 613: 7.901923203036536e-06
Position 176: 6.784647727833556e-06
Position 2994: 5.436748013749696e-06
Position 809: 4.994822566953494e-06
Position 154: 4.219649864373379e-06
Position 822: 4.04402922580834e-06
Position 593: 3.6863533272665483e-06
Position 708: 3.6046287273770303e-06
Position 575: 2.3789724530156857e-06
Position 218: 2.0706860761647617e-06
Position 642: 1.6820424944240242e-06
Position 503: 1.2982446023075743e-06
Position 100: 7.048204433119363e-07
Position 179: 6.862131129133366e-07
Position 332: 5.370448633859706e-07
Position 1475: 4.82821825968926e-07
Position 623: 4.519943314361056e-07
Position 308: 3.536712514447686e-07
Position 290: 3.4200829306874454e-07
Position 437: 3.2819197799378157e-07
Position 173: 3.035964855984246e-07
Position 74: 2.043142283239721e-07
Position 419: 1.8338265366811651e-07
Position 60: 1.259883103470555e-07
Position 242: 1.5257025985403376e-08
Position 46: 1.0401707596173875e-08
Position 71: 9.086359602240438e-09
Position 247: 8.527626645732583e-09
Position 157: 5.334190707017214e-09
Position 266: 1.1372914687540613e-09
Position 52: 5.902959840430649e-10
Position 253: 2.8559689656671167e-10
Position 292: 8.308756763136639e-13
Position 255: 7.150805137153827e-13
Position 296: 4.268366192078273e-13
Position 159: 2.1577167002126748e-13
