Gene = CTPsyn
Position 2031: 6.893590603505908e-07
Position 476: 6.677543871012816e-07
Position 525: 4.361206553370456e-07
Position 1494: 4.153048717011422e-07
Position 1095: 3.3050506437274283e-07
Position 144: 3.0480609589292864e-07
Position 13848: 1.320916310621686e-07
Position 459: 1.2556411794715486e-07
Position 890: 9.56982707065023e-08
Position 13433: 9.364907502369902e-08
Position 844: 8.915073773360403e-08
Position 13024: 8.318922227186202e-08
Position 13809: 7.680989486879167e-08
Position 502: 7.461550183204789e-08
Position 818: 6.495178501695954e-08
Position 13958: 6.226647429966197e-08
Position 12963: 5.4344778761551835e-08
Position 1001: 4.038616251900244e-08
Position 13902: 3.594929316294313e-08
Position 13614: 3.3031019059095235e-08
Position 14011: 2.9095359643017345e-08
Position 464: 2.008255281914591e-08
Position 471: 2.007444513023234e-08
Position 13508: 1.4775752726244525e-08
Position 12934: 1.0292730201419477e-08
Position 13428: 9.578066810176293e-09
Position 733: 1.2574688972610498e-09
Position 639: 9.577101526321247e-10
Position 13359: 7.704793093487402e-10
Position 13616: 6.943913036615039e-10
Position 641: 3.8617040339532634e-10
Position 1088: 2.3021533120488093e-10
Position 677: 1.74454401168826e-10
Position 13258: 1.7295262507449875e-10
Position 607: 3.044552444910467e-11
Position 735: 9.410406725384394e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 13172: 0.9887071071244844
Position 13738: 0.9669673551682365
Position 12901: 0.963508723410064
Position 11423: 0.8865791516575162
Position 11629: 0.8836159555894191
Position 309: 0.5754807064321675
Position 12730: 0.2959407899095333
Position 10169: 0.22749749581793918
Position 10881: 0.19873739558222517
Position 10178: 0.14467412630241325
Position 415: 0.06955711118434003
Position 11331: 0.061381440308265006
Position 10701: 0.05074159499283116
Position 13748: 0.032776310162407105
Position 351: 0.030235421168994893
Position 13201: 0.010125213289146244
Position 13609: 0.009044624248559946
Position 2522: 0.00613440643537496
Position 14864: 0.00581499716386803
Position 9155: 0.00460783355369233
Position 2605: 0.0033006816067594354
Position 314: 0.003032416612998574
Position 178: 0.0029437238281021082
Position 13393: 0.00265001182310355
Position 471: 0.002591723600208253
Position 1043: 0.002360436207258637
Position 14833: 0.002072599302367312
Position 13313: 0.002027222073835848
Position 13333: 0.0019947334325136254
Position 13881: 0.0018641850130260034
Position 2183: 0.0017249919318573393
Position 2133: 0.0016277154718707181
Position 71: 0.0015691134706542398
Position 2268: 0.0014197807974906495
Position 14567: 0.00110741888516422
Position 2443: 0.000893941442479439
Position 13120: 0.0008316540894724453
Position 14184: 0.0008114495049792281
Position 14166: 0.0007549356151587455
Position 1113: 0.0007527371808718761
Position 572: 0.000735390879993248
Position 14284: 0.0006796382185819457
Position 13645: 0.0005808265910397595
Position 14481: 0.0005801794879769126
Position 13327: 0.0005673764070408553
Position 1539: 0.0005672824618699466
Position 13345: 0.0005302412127602757
Position 648: 0.00047351983466807103
Position 11760: 0.0004293326301446457
Position 108: 0.00040915773834815817
Position 14812: 0.0003937597440544014
Position 6540: 0.000319534315855827
Position 2288: 0.0003010280453212796
Position 1564: 0.00028801351367828854
Position 14297: 0.00023648508596544612
Position 14980: 0.0002235665629971471
Position 435: 0.00020778223613407773
Position 428: 0.0001890781024049914
Position 14317: 0.0001467454783837291
Position 727: 0.0001249053938347401
Position 13141: 0.00011571772313582037
Position 1423: 0.00011292259035921961
Position 13851: 7.431346290182563e-05
Position 13428: 7.386359118726752e-05
Position 12824: 7.150217140547649e-05
Position 12669: 6.40263811461644e-05
Position 3116: 6.0034527355048235e-05
Position 13237: 4.9448422770816813e-05
Position 3310: 4.833434611829482e-05
Position 11687: 2.9280237829968878e-05
Position 13606: 2.9139102894282335e-05
Position 1209: 2.5444268325806797e-05
Position 13255: 2.474608410558958e-05
Position 13298: 2.47187325490389e-05
Position 11943: 2.3154878763427672e-05
Position 13439: 2.1722385685508907e-05
Position 790: 2.078616292216776e-05
Position 2818: 1.975549138219558e-05
Position 11658: 1.7587236733436205e-05
Position 13132: 1.1203091895138237e-05
Position 11947: 8.883800093891028e-06
Position 11691: 4.869891283668062e-06
Position 1088: 3.6317459642339774e-06
Position 550: 1.6695151522748632e-06
Position 273: 1.199230348835578e-06
Position 1283: 1.1866483521794817e-06
Position 772: 1.074988783033503e-06
Position 1335: 6.726359556191503e-07
Position 1001: 5.513277387636685e-07
Position 85: 3.8126558770256444e-07
Position 13437: 1.4135121708270485e-07
Position 485: 7.114395068569226e-08
Position 2189: 2.975927784935301e-08
Position 733: 1.6270555933629196e-08
Position 1547: 8.807094314278775e-09
Position 357: 5.939762999890149e-09
Position 615: 2.217304233926112e-10
Position 488: 1.9397410498324371e-10
Position 220: 7.901986767102647e-14
Position 245: 9.247517179269626e-15
