Gene = da
Position 355: 1.3415742279391397e-07
Position 841: 1.2532301596552313e-07
Position 285: 1.1876846009400975e-07
Position 365: 6.10748977343694e-08
Position 643: 4.892191649730678e-08
Position 680: 4.447356496479587e-08
Position 456: 3.5851887984619986e-08
Position 783: 3.1938629623135745e-08
Position 863: 4.572005156962915e-09
Position 288: 3.706845667591565e-09
Position 478: 1.9099063373792684e-09
Position 592: 3.0120384064560384e-11
Position 467: 1.6010960333811376e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 1943: 0.74001651361026
Position 4718: 0.2796880526220457
Position 1265: 0.214268263199766
Position 4919: 0.10585618686678967
Position 1707: 0.10405153226254138
Position 475: 0.0139250187954609
Position 1079: 0.010493669048894465
Position 2566: 0.007747870391104975
Position 2544: 0.006491354879580948
Position 5061: 0.005968070546667443
Position 4038: 0.0055973525623272515
Position 1907: 0.004684945476051495
Position 1584: 0.004249507103282524
Position 4964: 0.0038847160349385697
Position 4862: 0.0028935824428469783
Position 558: 0.0024269793351902593
Position 2524: 0.0023042118691448316
Position 2212: 0.002256524950898612
Position 1269: 0.0018355404814040766
Position 2004: 0.001803014121927666
Position 1448: 0.001802375980055353
Position 4008: 0.001793819716226007
Position 1113: 0.0016416177236029087
Position 2323: 0.0013961373138586003
Position 4487: 0.001391292194052798
Position 2733: 0.0013748011203141668
Position 1033: 0.001359419063063344
Position 2708: 0.0012728644725330564
Position 4412: 0.0012459151179145648
Position 1860: 0.0011347547267183053
Position 1231: 0.0011162832964729124
Position 1528: 0.001115677323967928
Position 1428: 0.0010777158049833922
Position 5035: 0.000978189213116586
Position 229: 0.0009527642665609069
Position 1744: 0.0008910756882670495
Position 732: 0.0008510892992670838
Position 3045: 0.0007780725984298366
Position 1606: 0.0006516098310220512
Position 1225: 0.0006381744236709772
Position 1609: 0.0006342184267530018
Position 1084: 0.0005296699432663301
Position 1911: 0.0004395704389959742
Position 1853: 0.00041197014548971663
Position 965: 0.00040182728401472434
Position 1303: 0.0003184891539365479
Position 184: 0.00031092365638306303
Position 324: 0.00029031780576085686
Position 1887: 0.00026677172517755934
Position 895: 0.00026074898007155407
Position 668: 0.00022434936918765347
Position 1661: 0.00021604460653494006
Position 1801: 0.00012417403355308718
Position 901: 0.00011674550313292139
Position 1731: 4.725069731555312e-05
Position 2096: 4.344687199628295e-05
Position 1967: 4.170583199064014e-05
Position 461: 3.9376042578157475e-05
Position 1379: 2.673497333031396e-05
Position 704: 2.1301029801904486e-05
Position 387: 2.0485907843733895e-05
Position 326: 1.7580707032819286e-05
Position 402: 1.69490175092812e-05
Position 942: 1.6692052727358394e-05
Position 974: 1.3032172750596534e-05
Position 913: 7.798298496448801e-06
Position 930: 4.732182953450179e-06
Position 793: 4.052367133877417e-06
Position 690: 3.1538348637220305e-06
Position 856: 2.904529621745678e-06
Position 301: 2.322523445127066e-06
Position 235: 7.34844755200252e-07
Position 264: 5.970796569997201e-07
Position 157: 5.318879222797033e-07
Position 421: 5.056174449902093e-07
Position 783: 7.483084066463858e-08
Position 411: 1.1989112531819034e-08
Position 126: 1.4566641590073866e-10
Position 159: 1.2920807989352683e-10
