Gene = serp
Position 5236: 0.0004191575410376332
Position 4277: 0.00039341747121373065
Position 3380: 0.0003735311582901958
Position 2326: 0.0003604839203543848
Position 1244: 0.00035516450758994565
Position 2535: 0.0003467885682971702
Position 910: 0.0003386405430083979
Position 2838: 0.00032397712047763625
Position 490: 0.00030762307423258853
Position 5794: 0.00027532191414625796
Position 6016: 0.00026206529493195296
Position 878: 0.00024930992826985326
Position 5443: 0.00023253396729931572
Position 3244: 0.00021117801870163547
Position 3279: 0.00020806699034303116
Position 1655: 0.00020431215849707338
Position 5767: 0.0002007557238016323
Position 3004: 0.0001946279398983745
Position 3036: 0.00019316501060241502
Position 782: 0.00016042179306683554
Position 4566: 0.00014463689105351988
Position 4069: 0.00014460496145966668
Position 982: 0.00012797757797046057
Position 2695: 0.00012441753442111688
Position 254: 0.00012105347637929828
Position 507: 0.00011271649726922673
Position 2850: 0.00010746366444700902
Position 5343: 0.00010385524560239061
Position 4087: 0.00010018736677491728
Position 1395: 8.459981347473039e-05
Position 1834: 7.975332416806741e-05
Position 4097: 7.862941380692461e-05
Position 3837: 6.990341336724373e-05
Position 2608: 6.649671632589711e-05
Position 366: 6.428202701762398e-05
Position 698: 6.06829857008573e-05
Position 5791: 5.164497530729812e-05
Position 2316: 4.9370589804809217e-05
Position 6991: 4.8921657768505605e-05
Position 540: 4.7232526473199953e-05
Position 4545: 3.965506888691986e-05
Position 830: 3.865890822169987e-05
Position 3607: 3.542837479843572e-05
Position 478: 3.304309645636142e-05
Position 1506: 3.071088985593681e-05
Position 7028: 2.8631883943590393e-05
Position 3789: 2.537190348340759e-05
Position 851: 2.220676735483656e-05
Position 733: 2.0195743990508146e-05
Position 1436: 1.9636655063208768e-05
Position 687: 1.673994501563785e-05
Position 1018: 1.643832450421947e-05
Position 393: 1.5483844662658763e-05
Position 3494: 1.5189565109070024e-05
Position 3028: 1.4549828177447459e-05
Position 3497: 1.452598162000368e-05
Position 3628: 1.4337566689735402e-05
Position 332: 1.272396664058228e-05
Position 749: 1.2152303388637993e-05
Position 4228: 1.1701660746416769e-05
Position 746: 1.136093144843334e-05
Position 3848: 8.121713324473509e-06
Position 1966: 7.217445833594284e-06
Position 409: 7.010349712592066e-06
Position 463: 6.751038673255312e-06
Position 2560: 5.7258500531350345e-06
Position 2004: 5.5434188374815355e-06
Position 426: 3.9314532557923035e-06
Position 3691: 3.3394867775495285e-06
Position 1676: 3.2969306952847854e-06
Position 2710: 3.279956835617715e-06
Position 2885: 3.1462585299029596e-06
Position 1463: 2.971304894054172e-06
Position 1358: 2.767163995761105e-06
Position 2250: 2.089036114168615e-06
Position 1369: 1.6963697443801504e-06
Position 1160: 1.0800335882159944e-06
Position 2294: 1.0188138113455438e-06
Position 2025: 9.914710433758817e-07
Position 2307: 7.977459390779842e-07
Position 2403: 7.26894339361315e-07
Position 765: 6.370093835870747e-07
Position 776: 5.608666347883907e-07
Position 1874: 1.9812079956391866e-07
Position 1850: 1.8405827923201828e-07
Position 2297: 1.7029834794172588e-07
Position 2106: 1.6604833150612452e-07
Position 403: 1.0405431614610259e-07
Position 595: 1.0326097008379253e-07
Position 373: 9.15654488617532e-08
Position 299: 7.249314952112196e-08
Position 2284: 6.432953793964014e-08
Position 345: 6.177505059359535e-08
Position 2073: 6.064897512549638e-08
Position 600: 5.680400935650084e-08
Position 3293: 5.004173295633473e-08
Position 3484: 4.723734632341835e-08
Position 232: 4.280596219202792e-08
Position 2614: 3.4287386733380116e-08
Position 72: 3.2937890142117807e-08
Position 2052: 3.198835903321805e-08
Position 103: 2.888971642448531e-08
Position 91: 2.7302724514008505e-08
Position 2058: 2.5632691159925067e-08
Position 229: 1.5805354880229878e-08
Position 2578: 1.5211502458072765e-08
Position 2037: 1.4667411391270995e-08
Position 2563: 1.4283162282302497e-08
Position 2028: 1.3886509111495525e-08
Position 2172: 3.497720278298978e-09
Position 107: 2.23066226856305e-09
Position 2046: 1.1256055115805385e-09
Position 139: 1.0520660895975421e-09
Position 111: 8.221199587421567e-10
Position 296: 5.919665874120123e-10
Position 188: 3.4934922648320944e-10
Position 74: 3.209525990959134e-10
Position 2061: 3.184425287979358e-10
Position 414: 2.673485812027189e-10
Position 334: 2.4576260531605373e-10
Position 160: 1.9685200188956343e-10
Position 384: 9.861853085429918e-11
Position 2169: 6.998847397837853e-11
Position 119: 1.533847671281874e-11
Position 167: 1.4598594461709434e-11
Position 147: 1.2986173841643395e-11
Position 115: 1.2970882696919517e-11
Position 265: 1.0522344615538979e-13
Position 198: 7.298649193558961e-14
Position 127: 7.178172169135368e-14
Position 267: 2.76650518929783e-14
Position 124: 7.522560430941659e-15
Position 336: 5.71165824923313e-15
