Gene = Adhr
Position 251: 1.8268341558460027e-07
Position 830: 1.8267020660040002e-07
Position 29: 1.457104461539802e-07
Position 22: 1.012722320729599e-07
Position 1381: 9.459592250872365e-08
Position 1047: 8.630038921826708e-08
Position 1332: 7.105533580981073e-08
Position 937: 3.4477166939384835e-08
Position 383: 2.4150703936526058e-08
Position 2879: 3.372156121557502e-09
Position 2643: 1.138729725988582e-09
Position 11: 1.085950255783726e-09
Position 241: 4.9460912203545005e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 2973: 0.9836444038307951
Position 950: 0.6930229292127669
Position 1425: 0.679134597847835
Position 2517: 0.547184542261455
Position 226: 0.403093024554445
Position 750: 0.32681558778276326
Position 2440: 0.12498301005733889
Position 576: 0.09713697656282937
Position 1100: 0.0624663578800568
Position 1905: 0.05586497517860835
Position 1019: 0.0541118815623758
Position 2497: 0.04722098038794052
Position 2535: 0.03682184212701419
Position 2400: 0.03344678195473707
Position 499: 0.03096053798313146
Position 346: 0.025260576234273906
Position 1298: 0.018796495032006363
Position 2226: 0.016849093454727033
Position 1154: 0.016034825546341933
Position 238: 0.015264385792892705
Position 810: 0.010706267776958737
Position 1563: 0.008334707033151766
Position 3004: 0.006652415502515427
Position 2553: 0.0047381059245927394
Position 906: 0.0042067251436417935
Position 2383: 0.004011097500895687
Position 251: 0.0029477694750889645
Position 1959: 0.0029192874166795377
Position 1076: 0.0024224941839178183
Position 153: 0.0023355426879469146
Position 505: 0.0020200363905352424
Position 1922: 0.001941773033180926
Position 1106: 0.001830521148836461
Position 486: 0.0018254487401480274
Position 1739: 0.00177872317109766
Position 2879: 0.0015814552232301553
Position 2276: 0.0014510487688751174
Position 2191: 0.0013833964374664518
Position 636: 0.001382151204351527
Position 1757: 0.0012564281964386771
Position 580: 0.001068843862002982
Position 2565: 0.00099911042592679
Position 395: 0.0008831436775757195
Position 2776: 0.0008127634193497335
Position 2795: 0.0007871962806134175
Position 663: 0.0006044852345615419
Position 3035: 0.0005886156702916611
Position 2571: 0.0005390133335024635
Position 781: 0.0005276713838020035
Position 1754: 0.00044225555558685854
Position 2302: 0.0004266199937011908
Position 172: 0.0003640215487526921
Position 647: 0.0003582475584644567
Position 770: 0.00033963785340306566
Position 1085: 0.0003191398158478027
Position 329: 0.0003150787591733977
Position 857: 0.00028280874733972993
Position 603: 0.0002365883183522432
Position 1973: 0.00020996197245419585
Position 2449: 0.00016453155893451755
Position 2479: 0.00015284163963742088
Position 407: 0.00014859713268860675
Position 182: 0.00014560537277866862
Position 248: 0.00013360097463416626
Position 616: 0.00011377421582559151
Position 3264: 9.026981531301954e-05
Position 290: 8.8720065437846e-05
Position 1530: 6.449129798799549e-05
Position 3330: 5.600175526271674e-05
Position 446: 4.9404488409662164e-05
Position 3195: 4.6444427540052296e-05
Position 1004: 3.36535816807926e-05
Position 3327: 2.9832606712702025e-05
Position 420: 2.7123818842260166e-05
Position 1778: 1.3165417943205814e-05
Position 758: 1.1759402574239112e-05
Position 1542: 6.146992444869558e-06
Position 440: 4.917919507011313e-06
Position 778: 4.4237805703787266e-06
Position 861: 2.9005551097834097e-06
Position 2016: 1.9646503682586406e-06
Position 1596: 1.643135356840278e-06
Position 92: 9.333522799513503e-07
Position 1970: 7.158642816553682e-07
Position 1732: 6.411801249586807e-07
Position 411: 5.81319742050538e-07
Position 1614: 3.813245091876067e-07
Position 1584: 3.525572875599349e-07
Position 120: 4.027021761247482e-08
Position 99: 3.556324897250438e-08
Position 105: 8.694687804759365e-10
Position 96: 4.862380473679312e-10
Position 56: 1.3243568460160333e-18
