Gene = mfr
Position 946: 0.000613766171744983
Position 1237: 0.0005869253990813658
Position 962: 0.0005489032941887914
Position 5966: 0.0005396117345178118
Position 268: 0.0005157140536710914
Position 2512: 0.0004717797093628983
Position 6454: 0.0004511019089819946
Position 969: 0.00041967176857195634
Position 582: 0.0003705144117793215
Position 5152: 0.0003375582277185239
Position 815: 0.00030841011428575166
Position 528: 0.00028440888989190777
Position 959: 0.00025157691353568833
Position 6067: 0.00024632989394379653
Position 800: 0.00024199627749185043
Position 993: 0.00020340665337453728
Position 5831: 0.00020195270968466708
Position 1189: 0.00020069589833794622
Position 1229: 0.0001804998446898512
Position 597: 0.0001376520168257864
Position 6427: 0.00013459498422146085
Position 115: 0.0001243393967363799
Position 980: 0.00012029144935249071
Position 6555: 0.00011257940411387243
Position 798: 0.0001035880378324857
Position 3877: 9.827199161750913e-05
Position 602: 8.496414926969396e-05
Position 101: 8.327617472133272e-05
Position 131: 7.039110861766784e-05
Position 1761: 6.681939609498694e-05
Position 6651: 5.366284703643456e-05
Position 5860: 4.852470835774195e-05
Position 642: 4.728030296033602e-05
Position 606: 4.623123547660753e-05
Position 1245: 4.034834952694859e-05
Position 1121: 3.812483577967248e-05
Position 1030: 3.7826931608246614e-05
Position 698: 3.748928567213368e-05
Position 6417: 3.702043781010466e-05
Position 1546: 3.68591918211613e-05
Position 6684: 3.000444887878217e-05
Position 48: 2.8920057845180683e-05
Position 5611: 2.8348650237438336e-05
Position 156: 2.78362073399504e-05
Position 674: 2.7025051667530737e-05
Position 6182: 2.592948935206619e-05
Position 5: 2.516654671166368e-05
Position 1134: 2.315461499328945e-05
Position 1450: 2.0625943513695927e-05
Position 5817: 2.0251477580430687e-05
Position 6264: 1.9288458486964942e-05
Position 6279: 1.8133261324069454e-05
Position 3678: 9.826196295248235e-06
Position 6245: 9.266670130274665e-06
Position 1299: 8.973111219099428e-06
Position 134: 3.961114888901713e-06
Position 450: 3.1862336500999134e-06
Position 633: 2.3601514792327877e-06
Position 6258: 2.2035908322561438e-06
Position 1141: 1.7733239261529487e-06
Position 1139: 1.1293592139795755e-06
Position 1642: 9.76402607404079e-07
Position 1257: 7.964644950067754e-07
Position 995: 5.091480036622067e-07
Position 66: 5.019999192790313e-07
Position 1082: 4.5007843100005145e-07
Position 1615: 4.2815638932063545e-07
Position 618: 2.7990709608180096e-07
Position 21: 2.0483588507647554e-07
Position 1839: 2.0244661461684424e-07
Position 5530: 1.0898226901199601e-07
Position 5542: 9.509624706968289e-08
Position 5613: 6.516892211381868e-08
Position 1684: 4.5751268225579965e-08
Position 6050: 1.4518267799400262e-08
Position 6052: 6.083753305755198e-09
Position 655: 2.3165489407059268e-09
Position 6373: 2.0637256306931116e-09
Position 1550: 6.384784812618401e-10
Position 1540: 5.52418840469497e-10
Position 1624: 5.049854124107865e-10
Position 436: 2.1252573444365182e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 3511: 0.9844448290171622
Position 5424: 0.981665280113568
Position 5962: 0.9734155206752604
Position 865: 0.9503832425363617
Position 6311: 0.9363511065711105
Position 5010: 0.8631523916045948
Position 5731: 0.8375068003439896
Position 460: 0.7867493843481794
Position 1282: 0.6787474049000574
Position 6528: 0.5733495791314553
Position 2199: 0.5252207477782396
Position 1471: 0.45744909073027723
Position 1698: 0.41577212322491597
Position 3736: 0.33027666344192047
Position 4611: 0.20318278327726114
Position 4850: 0.16337728206705426
Position 6476: 0.15449563040393913
Position 4336: 0.14514995080282864
Position 3754: 0.1309000310604746
Position 2250: 0.08976659482736515
Position 5790: 0.0880920910023643
Position 1455: 0.07509535516715678
Position 1811: 0.07458035176002359
Position 641: 0.06695395411013924
Position 3807: 0.061231971931084435
Position 4510: 0.059983666813197195
Position 1450: 0.05966533796811747
Position 3128: 0.048671872627137916
Position 3746: 0.04671851687234658
Position 4363: 0.04466200096789351
Position 3804: 0.04404617312188328
Position 3258: 0.0413851765303429
Position 3867: 0.040396358533846176
Position 1266: 0.038551980555064404
Position 4995: 0.0352691108354996
Position 3308: 0.03271232588667866
Position 2206: 0.03267816120923248
Position 6479: 0.02728553849261583
Position 4555: 0.02530135334009255
Position 6034: 0.024629260569490614
Position 2652: 0.02204243738680848
Position 6323: 0.02000321990163793
Position 6175: 0.0193283098489273
Position 415: 0.017330359617508298
Position 4496: 0.01557987975047253
Position 5678: 0.014572276924765462
Position 597: 0.011747583486020242
Position 2979: 0.01016003266104215
Position 1318: 0.009323372810822524
Position 2537: 0.008041419443737999
Position 993: 0.007295456380947457
Position 3776: 0.007151944497881147
Position 3328: 0.005802670431824927
Position 6181: 0.0056955551007497164
Position 3516: 0.005418437872333493
Position 5446: 0.005296064541953744
Position 773: 0.0046551036537576095
Position 3387: 0.0045147954523664866
Position 5208: 0.004030483541083724
Position 4532: 0.0037352095588136895
Position 6151: 0.003549858052919022
Position 3927: 0.003391389202359203
Position 5687: 0.0029323645875626806
Position 1027: 0.002900639902432292
Position 6302: 0.002311685061530757
Position 464: 0.001438447114925261
Position 1006: 0.0013288278126867609
Position 3630: 0.0012592599124456065
Position 4949: 0.0011910463678557015
Position 1129: 0.0011153162359098794
Position 1367: 0.0011009414080524046
Position 6119: 0.0010507938705603848
Position 1030: 0.0009455037856676006
Position 6544: 0.0008869137289548553
Position 2007: 0.0008147123185427037
Position 1835: 0.0007731274518711018
Position 1959: 0.0007695859921653791
Position 6148: 0.0006732578294339725
Position 4699: 0.000641877572419115
Position 168: 0.0006205434101478795
Position 1845: 0.0005379162523389183
Position 3892: 0.0005300880443772557
Position 5477: 0.0005085670095062082
Position 6434: 0.0004936868288967697
Position 3827: 0.000492326743383057
Position 5362: 0.00048720848547629007
Position 2439: 0.0004687951516295898
Position 5212: 0.0004446644731577335
Position 4074: 0.0004434763911087713
Position 5227: 0.00043384987444442625
Position 965: 0.00040414471904289727
Position 6234: 0.00039065629663366904
Position 4161: 0.00033452802895534816
Position 4270: 0.00032811709728493895
Position 652: 0.00030982745508180995
Position 3556: 0.00029966743531657
Position 2018: 0.00028631099270814763
Position 557: 0.0002743160999690216
Position 6747: 0.0002407871013301903
Position 2063: 0.00023342478602152118
Position 1134: 0.00021962417512508042
Position 3616: 0.00021767153471158947
Position 525: 0.00020576624617305768
Position 5793: 0.0001966241583337858
Position 268: 0.00018908954944901843
Position 1066: 0.00018758200144274671
Position 248: 0.0001733493081712337
Position 610: 0.00016303903024763423
Position 1364: 0.0001339511527497073
Position 5980: 0.00012855147815670192
Position 655: 0.0001156241440938011
Position 934: 0.0001062466588716106
Position 6210: 9.714196422651308e-05
Position 2036: 8.91367755491814e-05
Position 6336: 6.265943162941298e-05
Position 682: 5.4929297743281055e-05
Position 952: 4.673208851597514e-05
Position 491: 3.756530471018814e-05
Position 1492: 3.2631417153381425e-05
Position 2303: 3.1335834976940316e-05
Position 880: 2.467264228074496e-05
Position 6555: 2.0923762825022275e-05
Position 3061: 2.00253343004157e-05
Position 198: 1.8835164213450006e-05
Position 3084: 1.7846557828084344e-05
Position 328: 1.5158737405439665e-05
Position 1386: 9.83857958647117e-06
Position 6651: 9.101959217183303e-06
Position 1073: 7.044449801739193e-06
Position 2355: 6.091462813007282e-06
Position 928: 3.4092431040918806e-06
Position 1046: 3.0430477631911182e-06
Position 228: 2.986655947740904e-06
Position 359: 2.889892042120842e-06
Position 339: 2.0970720165127356e-06
Position 602: 1.4390849884096148e-06
Position 304: 1.1084972987044775e-06
Position 793: 8.864967286315213e-07
Position 195: 8.832400578087555e-07
Position 729: 8.057290312443778e-07
Position 277: 1.2108419617174535e-07
Position 281: 1.0511041744140947e-07
Position 3738: 8.107864764629545e-08
Position 131: 6.920658373892678e-08
Position 149: 4.855272355517382e-08
Position 113: 2.947734206142919e-08
Position 291: 1.4862939115159068e-08
Position 208: 7.0389526690389796e-09
Position 215: 1.8153136145872568e-09
Position 260: 2.5564831540402284e-11
