Gene = mthl15
Position 3097: 3.538849006633218e-07
Position 523: 3.438651045313004e-07
Position 3232: 3.128769788538507e-07
Position 2501: 1.4297096616204084e-07
Position 537: 1.0853906237461634e-07
Position 399: 1.925330779139039e-08
Position 10: 1.8606541843988107e-08
Position 2797: 7.257174679458432e-09
Position 2947: 6.335916439421616e-09
Position 2931: 5.9812990889763684e-09
Position 2890: 2.3086521919251317e-09
Position 2880: 1.800888987123603e-09
Position 2716: 3.713080049467825e-11
Position 2942: 3.1621839290965025e-11
Position 260: 1.9791881357527262e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 2653: 0.998880153128132
Position 2025: 0.9523648351435752
Position 3366: 0.946785675831872
Position 1769: 0.9366429984789347
Position 2902: 0.9127910739686438
Position 2511: 0.45104228127722573
Position 3571: 0.21093604079965872
Position 3653: 0.133705747535534
Position 1037: 0.12218285370712505
Position 830: 0.07024506558480412
Position 3626: 0.04417432568793626
Position 1795: 0.04380500967124752
Position 1276: 0.04140935657798276
Position 2406: 0.034462796558445745
Position 3705: 0.028107542187580013
Position 2060: 0.025913739782382077
Position 3081: 0.023637776278076235
Position 3036: 0.023403929385966506
Position 1304: 0.01986550756442737
Position 2920: 0.015721779065608767
Position 2974: 0.01463566379162776
Position 2436: 0.009407768610123728
Position 2209: 0.008015378423121411
Position 191: 0.007698687704475931
Position 1425: 0.006768284861397155
Position 1731: 0.00649808999620161
Position 3530: 0.004730002729117317
Position 2947: 0.00454571048739299
Position 989: 0.004312248534860457
Position 2030: 0.004070137561124997
Position 992: 0.0035788807750646817
Position 2924: 0.003534269446270416
Position 1353: 0.003494275440046756
Position 864: 0.0031849911165739166
Position 912: 0.003046486417780881
Position 1105: 0.0027825330113027103
Position 2206: 0.002677367292400263
Position 3439: 0.002632865358294909
Position 2365: 0.0024645962174538803
Position 3177: 0.001777455521646305
Position 406: 0.0013059724896375062
Position 1294: 0.001251873892063526
Position 2027: 0.0010700546796550809
Position 1832: 0.0009458890617484967
Position 1344: 0.0008347698004590295
Position 3595: 0.0007975075288469424
Position 537: 0.0007626407610104273
Position 3200: 0.0007615191319847426
Position 509: 0.0006978309231417771
Position 1317: 0.0006949517932264307
Position 1118: 0.0006720135921731362
Position 715: 0.0004305594612838892
Position 1646: 0.00042327242750786514
Position 2663: 0.00037687884650824906
Position 457: 0.000361500955696828
Position 3400: 0.00035249799647224907
Position 293: 0.00034054148662720243
Position 1147: 0.00034042237884786617
Position 1438: 0.00032669488168622266
Position 523: 0.00025983302891622006
Position 1390: 0.00022846621792548083
Position 2997: 0.00021022377056932923
Position 3255: 0.00019497312066837436
Position 3260: 0.00018870279221156226
Position 3587: 0.00017205673657162658
Position 2420: 0.00014446609959130487
Position 3010: 0.00013388726176089967
Position 2379: 0.00012318508658825224
Position 3385: 0.00011672309750168288
Position 1383: 0.00011504866789212595
Position 1072: 9.098939812343966e-05
Position 2299: 8.96008840482117e-05
Position 1804: 7.932320843511152e-05
Position 1736: 7.585808855099852e-05
Position 1435: 7.380204667421391e-05
Position 1909: 6.663830884220482e-05
Position 2077: 5.979643521801296e-05
Position 2760: 5.707054937494654e-05
Position 3475: 5.240221455711571e-05
Position 1510: 3.366986761976616e-05
Position 3068: 3.2644643052997855e-05
Position 606: 3.0121908001118198e-05
Position 655: 2.823822850112369e-05
Position 2090: 2.732370480344515e-05
Position 1745: 2.4924434459149023e-05
Position 2671: 2.3678297656668027e-05
Position 411: 2.0224617116683823e-05
Position 1582: 1.9038659516403325e-05
Position 1627: 1.884221519898677e-05
Position 3047: 1.70378480986741e-05
Position 2617: 1.2775384466307485e-05
Position 3092: 1.2387424228993685e-05
Position 741: 1.0677158616012194e-05
Position 385: 1.0379853838519614e-05
Position 1981: 9.205456649625971e-06
Position 623: 8.619798616688991e-06
Position 2681: 8.097459031339627e-06
Position 1413: 7.767954572364023e-06
Position 2339: 7.487723442854109e-06
Position 493: 7.380649361010926e-06
Position 2874: 6.532755178408425e-06
Position 778: 6.488026011813724e-06
Position 881: 5.3546521669656185e-06
Position 429: 5.080244507412239e-06
Position 1405: 4.216290738638328e-06
Position 488: 4.005160408481269e-06
Position 722: 3.764826802922191e-06
Position 3320: 3.668881087338883e-06
Position 1039: 2.5877173362852333e-06
Position 2695: 2.496247465904886e-06
Position 77: 2.494421191278617e-06
Position 1127: 2.3678339962329973e-06
Position 694: 1.8087167847618575e-06
Position 3300: 1.4542224737833912e-06
Position 3285: 9.447444813886859e-07
Position 87: 9.428795602915743e-07
Position 3324: 3.565248647899543e-07
Position 145: 4.087094416579956e-09
