Gene = her
Position 2121: 0.00012224765442703573
Position 635: 0.00011648362785319801
Position 1493: 0.0001091394971908395
Position 1018: 0.00010882615483245033
Position 353: 0.00010776933307315284
Position 1153: 9.039413275001778e-05
Position 443: 8.371212173150443e-05
Position 623: 8.078192956095821e-05
Position 1888: 7.935443607378345e-05
Position 2327: 7.91763516249296e-05
Position 508: 7.737795084850058e-05
Position 989: 7.698639971588367e-05
Position 277: 7.28248373329053e-05
Position 666: 7.119368574748078e-05
Position 1292: 7.025632169311782e-05
Position 1168: 6.664511833534444e-05
Position 2234: 6.454248595928295e-05
Position 1960: 6.100595278291459e-05
Position 572: 5.9775741223070365e-05
Position 1219: 5.469554996959725e-05
Position 152: 5.2253735067062045e-05
Position 752: 5.026819502960442e-05
Position 289: 4.7471864544756585e-05
Position 1769: 4.674405777426198e-05
Position 1946: 4.140070703566477e-05
Position 2009: 3.9954491651321655e-05
Position 841: 3.905083574485846e-05
Position 800: 3.128636442734646e-05
Position 992: 2.855941040698472e-05
Position 539: 2.5442332037896477e-05
Position 1562: 2.541447845217531e-05
Position 2166: 2.3898996025029246e-05
Position 461: 2.3519348193871623e-05
Position 407: 1.824591211473015e-05
Position 160: 1.3198628607369462e-05
Position 1571: 1.0454649728277004e-05
Position 827: 1.0365682239975692e-05
Position 456: 8.981958340522344e-06
Position 803: 8.216506481148255e-06
Position 872: 8.109662345829079e-06
Position 977: 7.474490817212828e-06
Position 298: 5.728936431583113e-06
Position 759: 3.7213413283829583e-06
Position 482: 3.6858477989249764e-06
Position 998: 3.6345568813088533e-06
Position 1259: 2.142101172224795e-06
Position 1289: 1.8392016748359896e-06
Position 231: 5.0554800246282056e-08
Position 120: 1.4593919828309587e-10
Position 326: 4.193373505963077e-11
Position 227: 3.5430737270953116e-13
