Gene = Slmap
Position 668: 0.00019580715835120212
Position 6096: 0.00019284748199816957
Position 5865: 0.0001767099543302708
Position 6044: 0.00016841679246530525
Position 111: 0.0001461759699882852
Position 1258: 0.00013764346908390617
Position 1011: 0.00011718218174195973
Position 3604: 0.00011250323108649993
Position 6668: 0.00010224206452986027
Position 141: 9.777072627298066e-05
Position 766: 8.978597560164572e-05
Position 1547: 7.71236003239576e-05
Position 117: 5.6787528278889875e-05
Position 1287: 5.304416677674842e-05
Position 685: 2.92865346980347e-05
Position 3625: 2.2700567563946283e-05
Position 1150: 1.916825491914076e-05
Position 2921: 1.8989782116773283e-05
Position 1045: 1.8881403206455302e-05
Position 3410: 1.7915305959550732e-05
Position 2836: 1.7240633962819223e-05
Position 160: 1.5774274377245582e-05
Position 1255: 1.5641585979091965e-05
Position 413: 1.4491206002062087e-05
Position 1386: 1.322750561611559e-05
Position 2729: 1.0446157355228665e-05
Position 2773: 9.883468795095005e-06
Position 2314: 8.880799930746237e-06
Position 138: 8.606874664461127e-06
Position 209: 7.438542900286956e-06
Position 84: 4.569867258978323e-06
Position 1158: 4.258897400610475e-06
Position 2612: 4.1013198767332405e-06
Position 180: 3.068349577155373e-06
Position 2492: 2.0361945510144007e-06
Position 597: 1.7430776179558194e-06
Position 688: 7.542574385983888e-07
Position 918: 6.096124188919737e-07
Position 853: 3.300152837882811e-07
Position 1080: 1.4858004477885516e-07
Position 185: 8.727177116150714e-08
Position 56: 2.0286991378066306e-08
