Gene = dsx-c73A
Position 1134: 0.0020025164245885104
Position 2037: 0.0019435358724734354
Position 6517: 0.0017854069086096517
Position 7816: 0.001495211094473989
Position 1265: 0.0012422123444426033
Position 29115: 0.0012412357747776945
Position 28087: 0.0009482823317425227
Position 28999: 0.0008803874602546594
Position 621: 0.00087198726210099
Position 28099: 0.0007661211842227233
Position 1427: 0.0007489616504331354
Position 626: 0.0005416752137798168
Position 5465: 0.0005121198028926706
Position 363: 0.00048107563573902395
Position 7664: 0.0004795590540365398
Position 879: 0.00047148919036560014
Position 5429: 0.0004462690765037856
Position 29097: 0.0004307227127944578
Position 2008: 0.00042585352882788477
Position 2101: 0.00041796194265232437
Position 1457: 0.00039900306057329187
Position 4298: 0.0003774834653395094
Position 1744: 0.00034488151953285034
Position 786: 0.000339533736458581
Position 4130: 0.0002911825588035795
Position 1872: 0.00028847702511327364
Position 316: 0.00028701125485902233
Position 27995: 0.00028308621415681006
Position 1149: 0.0002720550942300368
Position 28293: 0.00020538846450758293
Position 29138: 0.000180865299474388
Position 1417: 0.00017949153962470537
Position 28118: 0.00015620511652452644
Position 305: 0.00015387432921865364
Position 28192: 0.00014827987813031778
Position 1895: 0.00014351272033628467
Position 3760: 0.00013929288657545593
Position 2112: 0.0001261665790402751
Position 27881: 0.00012552565885006243
Position 28112: 9.539998907920093e-05
Position 27992: 8.643579727109487e-05
Position 1926: 6.548552495469685e-05
Position 173: 5.9245343845580175e-05
Position 2175: 5.351815422678852e-05
Position 4040: 5.1129613401613165e-05
Position 28601: 4.853588707561066e-05
Position 4843: 4.6158370444808354e-05
Position 4818: 3.984799564364011e-05
Position 3439: 3.558750440963824e-05
Position 2392: 3.440872238208838e-05
Position 1195: 3.339368322088602e-05
Position 28240: 3.092734712418209e-05
Position 28040: 2.8431849740840798e-05
Position 623: 1.9594464840552547e-05
Position 4012: 1.7148821131146157e-05
Position 5336: 1.69475486286e-05
Position 3723: 1.4845432438750022e-05
Position 460: 1.3574791655594832e-05
Position 219: 1.3247077828655142e-05
Position 923: 1.260776384554728e-05
Position 1202: 1.0028639421438142e-05
Position 2433: 8.893476218062125e-06
Position 3945: 8.180993137411518e-06
Position 358: 7.44616751653467e-06
Position 763: 7.164519546726466e-06
Position 1232: 6.844001517615378e-06
Position 3710: 4.8551089935221495e-06
Position 240: 3.720737072775622e-06
Position 1956: 3.419746820155066e-06
Position 2041: 2.140012972868816e-06
Position 193: 1.8213315120760002e-06
Position 1357: 1.6771376560891348e-06
Position 2668: 8.214460276150773e-07
Position 27895: 6.72202063057525e-07
Position 1384: 1.848610886046024e-07
Position 632: 1.3021058441593548e-07
Position 947: 1.1136788626081146e-07
Position 713: 7.953414753617274e-08
Position 980: 7.853223330996357e-08
Position 1879: 7.258545952644131e-08
Position 821: 6.701143695141023e-08
Position 489: 6.350055132538894e-08
Position 754: 6.2204648114942e-08
Position 905: 5.3285216054305155e-08
Position 733: 4.9268738814161026e-08
Position 151: 4.312954949948584e-08
Position 899: 4.249030685840968e-08
Position 250: 3.757176222779815e-08
Position 599: 3.488605555819536e-08
Position 566: 3.438586099699925e-08
Position 730: 3.317777361741997e-08
Position 233: 2.6313138813673438e-08
Position 667: 2.4359526251351216e-08
Position 228: 2.3452601475628743e-08
Position 167: 1.39328677589628e-08
Position 1944: 1.1806205217062676e-08
Position 2053: 1.0692443810603484e-08
Position 370: 1.0471597802542497e-08
Position 67: 9.742228659475532e-09
Position 247: 4.1319459999266195e-09
Position 244: 3.928784880982653e-09
Position 63: 2.262966883490668e-09
Position 133: 1.3631098245093727e-09
Position 13567: 8.040603352405944e-13
Position 13548: 4.335447399609814e-13
Position 9248: 3.2745891299625303e-15
Position 8263: 4.778274182025242e-16
Position 6812: 3.069391725398902e-16
