Gene = BtbVII
Position 92: 0.0015284041091402998
Position 6554: 0.0014798601335464802
Position 5341: 0.0014388660982052588
Position 2393: 0.0013091201661633663
Position 9629: 0.001291310133994746
Position 939: 0.0012638157597253874
Position 898: 0.0012483219759287696
Position 3023: 0.001075071244042271
Position 280: 0.0010296063402942676
Position 5107: 0.0010037010565854077
Position 9625: 0.0008755925289485934
Position 2561: 0.0008691706727906233
Position 5307: 0.0008514648237950079
Position 9270: 0.0008012010476844138
Position 753: 0.00072995309779927
Position 775: 0.0006267761061362212
Position 9265: 0.0006251562973474667
Position 4309: 0.0005727076184882682
Position 9621: 0.0005049663946450804
Position 332: 0.0004225932327206941
Position 4168: 0.00039964234962515334
Position 4190: 0.00038368404969097184
Position 3926: 0.00037663026004441794
Position 9333: 0.00036059600292041237
Position 2539: 0.0003547359530905658
Position 2122: 0.0003217136215327234
Position 9524: 0.0002942993587937892
Position 1061: 0.00027883916617650313
Position 597: 0.000270309902244523
Position 2363: 0.00026441653837639214
Position 99: 0.00026224882740959166
Position 675: 0.00025931924665625525
Position 3182: 0.0002369248943363578
Position 1265: 0.0002225022779772093
Position 5453: 0.0002183716720693975
Position 1101: 0.00021819712991785268
Position 270: 0.0002180967082605516
Position 9374: 0.00020981317672970644
Position 358: 0.0002097300195104613
Position 316: 0.00020062474627435714
Position 2954: 0.00017509421261601826
Position 2357: 0.0001559378696551006
Position 1812: 0.00015456225823406715
Position 8894: 0.00014528925474798483
Position 3252: 0.00013651211082663388
Position 730: 0.0001296021995411779
Position 2242: 0.00012851289564615162
Position 3204: 0.00011960049455797496
Position 2207: 0.00011513639912344087
Position 4865: 0.00011410062352522926
Position 4702: 0.00011057601359141305
Position 173: 0.00010639069648968137
Position 4093: 9.909947012400192e-05
Position 3098: 9.492614844046372e-05
Position 4238: 9.488317420471373e-05
Position 2342: 9.280364885275343e-05
Position 8912: 9.14177238719128e-05
Position 4280: 8.304121036214072e-05
Position 751: 7.774617251848815e-05
Position 2222: 7.407600757941335e-05
Position 375: 6.93560783548923e-05
Position 2225: 6.835374529396803e-05
Position 110: 5.659159321317588e-05
Position 9307: 5.333146434828368e-05
Position 505: 5.0778806665220766e-05
Position 2448: 4.578879973281399e-05
Position 4420: 4.119382760616434e-05
Position 509: 3.9425108354479424e-05
Position 2952: 3.911106065396256e-05
Position 668: 3.7168181967782165e-05
Position 1076: 3.485458410717337e-05
Position 1620: 3.1737569495265214e-05
Position 9349: 2.9159686993989592e-05
Position 198: 2.895583727659908e-05
Position 3117: 2.852325475168093e-05
Position 3047: 2.812842453020009e-05
Position 2201: 2.6563103980509908e-05
Position 3403: 2.591497595767323e-05
Position 3584: 2.4454886462526807e-05
Position 756: 2.2774013688604472e-05
Position 1498: 2.076469903687942e-05
Position 1647: 1.9662011194149075e-05
Position 1029: 1.9092890077261854e-05
Position 758: 1.761214239106596e-05
Position 735: 1.6760222801785836e-05
Position 3303: 1.6581157591919565e-05
Position 1658: 1.4441551958669864e-05
Position 2676: 1.3968706162500305e-05
Position 857: 1.1124046188652555e-05
Position 164: 1.0684255819586241e-05
Position 213: 9.125223021148702e-06
Position 1530: 9.004939966744589e-06
Position 2339: 7.822142872726495e-06
Position 1775: 7.179735942210277e-06
Position 1512: 6.356508619197584e-06
Position 807: 5.354796391315196e-06
Position 1819: 4.831346474166198e-06
Position 2576: 4.501872797372605e-06
Position 8642: 3.7935507136060976e-06
Position 8618: 3.526160070359766e-06
Position 3911: 3.4295292472296025e-06
Position 2780: 8.853700634931642e-07
Position 2731: 6.425485517177988e-07
Position 8605: 6.124544233281706e-07
Position 8973: 5.245166554006826e-07
Position 1827: 3.0723226044263784e-07
Position 9071: 2.7491562565703355e-07
Position 2129: 2.0280099488936545e-07
Position 9092: 1.52923662165111e-07
Position 8885: 9.875531689686024e-08
Position 8594: 8.82435730257321e-08
Position 8869: 4.952066948584061e-08
Position 2830: 4.2812829384015055e-08
Position 60: 3.5897331330955e-08
Position 8721: 3.361709320302956e-08
Position 502: 3.292932464529582e-08
Position 733: 3.113088637516825e-08
Position 2762: 3.068921099597317e-08
Position 176: 3.0456744859188833e-08
Position 343: 3.037150880090832e-08
Position 131: 2.992166677479061e-08
Position 819: 2.7826896172711317e-08
Position 492: 2.7608039375364858e-08
Position 1478: 2.4095433515391025e-08
Position 2838: 2.0562664270971242e-08
Position 495: 1.1498104946835342e-08
Position 1560: 7.550952961557659e-09
Position 1339: 6.3674964646641325e-09
Position 8728: 6.3114888664260746e-09
Position 2843: 4.477262884119227e-09
Position 8706: 3.391536017059341e-09
Position 1363: 1.823325888116896e-09
Position 810: 8.397492353629396e-10
Position 9: 1.0328934313971887e-11
Position 7467: 3.7895246260257525e-12
Position 7435: 3.33901675093656e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 8553: 0.9956788219591268
Position 1568: 0.9761034157252129
Position 7311: 0.9758397125029104
Position 2281: 0.9235594075324401
Position 2617: 0.5701648517885494
Position 981: 0.5030992672567386
Position 3808: 0.3696275516393729
Position 6014: 0.22493459068798177
Position 5949: 0.1466083288020457
Position 8985: 0.06252028073569285
Position 8287: 0.06019542569899852
Position 5562: 0.044435953234320626
Position 5980: 0.033116444061791935
Position 5974: 0.02827036185334838
Position 5178: 0.023982912108888782
Position 1616: 0.017761914295209923
Position 2620: 0.016886913925432196
Position 7270: 0.015380958993638729
Position 5214: 0.014976355409825825
Position 1165: 0.014739175126223459
Position 4887: 0.012628979080152834
Position 4584: 0.007548059795568424
Position 5602: 0.007423578603745648
Position 6355: 0.0071604788094211565
Position 5199: 0.0070954666014181374
Position 3697: 0.006617230698621171
Position 9099: 0.006319444945173531
Position 7808: 0.005171009780110814
Position 5593: 0.005023655321088042
Position 5914: 0.004856523399105943
Position 9700: 0.004418969991419946
Position 1775: 0.003941674466469017
Position 2900: 0.003837413091291796
Position 99: 0.003528008892471229
Position 9156: 0.0028198093061004544
Position 2838: 0.002691827733656241
Position 1351: 0.0025268403708891426
Position 3596: 0.0022692793872624963
Position 1348: 0.002039676806567091
Position 3524: 0.0020145385017173527
Position 1691: 0.001996693931467959
Position 4863: 0.0018828876890711358
Position 4222: 0.0018652454925823572
Position 7835: 0.0017408623952962251
Position 796: 0.001592389572779869
Position 2069: 0.0013690103744928518
Position 5736: 0.0013627845096992248
Position 1734: 0.00131439988139526
Position 1625: 0.0012483528450018162
Position 8594: 0.0012016210759899833
Position 6209: 0.0011968582036030928
Position 2066: 0.0011962319124513004
Position 7505: 0.0010838024309897313
Position 5446: 0.001072205166807217
Position 9441: 0.0010625253154875757
Position 1223: 0.0010623276819109238
Position 1727: 0.0010602587231189117
Position 8742: 0.0009661048306585808
Position 9096: 0.0009475266360232536
Position 3548: 0.0009320946839766151
Position 5498: 0.0009059617382368954
Position 7805: 0.0008835321521416899
Position 1685: 0.000859944605181835
Position 4481: 0.0007860025654146489
Position 7667: 0.0007778920896462184
Position 3626: 0.0007717029531098084
Position 2576: 0.0007621946096445529
Position 151: 0.0007312049754820571
Position 1101: 0.0007051589132303297
Position 1688: 0.0006169369525684293
Position 7155: 0.0005906013827425645
Position 164: 0.0005760171257596178
Position 7550: 0.0005491302076258669
Position 1858: 0.0005159730890015746
Position 4430: 0.00042071948104039546
Position 838: 0.000358473066768792
Position 1783: 0.00035569638232075293
Position 1988: 0.00030207478204418196
Position 5232: 0.00029481682798237
Position 9476: 0.0002839265516761421
Position 9464: 0.00025991374877135635
Position 9015: 0.00024300018780200894
Position 2246: 0.00023717663876128895
Position 1906: 0.00018452591848808968
Position 2313: 0.0001814767561284632
Position 1494: 0.00016812211572217405
Position 1220: 0.00013846461572339033
Position 2373: 0.00011795813404330274
Position 741: 0.00010000849708621759
Position 1066: 9.881397704488595e-05
Position 387: 9.265246542498073e-05
Position 110: 8.97034989698957e-05
Position 1198: 8.869035558259336e-05
Position 2925: 8.829068602970201e-05
Position 328: 8.681300603235842e-05
Position 332: 8.468233297322889e-05
Position 270: 8.433065863610007e-05
Position 1909: 8.255594451443295e-05
Position 3204: 8.027496532257448e-05
Position 6962: 7.883704159702493e-05
Position 2114: 7.723432505030702e-05
Position 1378: 7.70731743833747e-05
Position 1005: 7.52357957415461e-05
Position 481: 7.298453136592819e-05
Position 1640: 7.12008067442935e-05
Position 6731: 5.558172258292405e-05
Position 2018: 5.3796654587605445e-05
Position 2072: 5.330815954636051e-05
Position 1288: 5.0270414895383144e-05
Position 478: 4.720198579454521e-05
Position 4929: 4.6830954985219305e-05
Position 121: 4.428108026513711e-05
Position 1991: 3.638320269839072e-05
Position 6623: 3.0678198359685455e-05
Position 230: 3.0654655527351234e-05
Position 845: 3.062761499988853e-05
Position 1740: 3.0437702133515344e-05
Position 2773: 2.7119398322870695e-05
Position 1985: 2.654973253492943e-05
Position 3088: 2.648319204432704e-05
Position 475: 2.4961319947211778e-05
Position 1008: 2.3710604698137722e-05
Position 1709: 2.3076094429778508e-05
Position 2382: 2.183774769451788e-05
Position 224: 2.169790959170459e-05
Position 2027: 2.1347336146491153e-05
Position 2024: 2.0208614133984864e-05
Position 2792: 1.8928485342955576e-05
Position 1931: 1.8506729856091968e-05
Position 6656: 1.8308446186568458e-05
Position 6812: 1.7628915499550905e-05
Position 702: 1.7001529819589546e-05
Position 1465: 1.5326113800536864e-05
Position 2030: 1.4008619381337067e-05
Position 1787: 1.3004290824633713e-05
Position 296: 1.2119569268691289e-05
Position 1934: 1.0195807905693452e-05
Position 2310: 8.656731306784704e-06
Position 1143: 7.813144506302442e-06
Position 2307: 7.3009258205691595e-06
Position 650: 7.158540810016761e-06
Position 1718: 7.1261917075307535e-06
Position 2363: 6.135788417814546e-06
Position 250: 5.654052427424706e-06
Position 2436: 5.2117458766452955e-06
Position 622: 5.140837157590195e-06
Position 286: 4.709879874887668e-06
Position 604: 4.63431985233316e-06
Position 2627: 3.964126139203571e-06
Position 2339: 3.50614579897834e-06
Position 276: 3.195205893935936e-06
Position 8745: 3.1025190826518765e-06
Position 3867: 2.6774264129048638e-06
Position 4184: 2.6242432786224954e-06
Position 709: 2.620069210694253e-06
Position 300: 1.8459868022037732e-06
Position 4188: 1.8332787690390442e-06
Position 3667: 1.582420707623138e-06
Position 1507: 1.3383255810426736e-06
Position 358: 9.067144249430045e-07
Position 4596: 8.621370144972155e-07
Position 236: 7.29005010614535e-07
Position 2808: 7.925718159914492e-08
Position 2713: 2.310012398196177e-08
Position 3044: 1.3792457127937898e-08
Position 2911: 3.9317544231484356e-09
Position 2907: 3.5359165591196845e-09
