Gene = Strip
Position 489: 1.6965113845467286e-06
Position 248: 1.2909808450479906e-06
Position 638: 1.2607038127669004e-06
Position 368: 1.1099432518228167e-06
Position 820: 1.0129376620622202e-06
Position 730: 9.128517265207708e-07
Position 177: 7.765975256743891e-07
Position 956: 5.687459465724731e-07
Position 531: 4.074033930364895e-07
Position 856: 3.742299338985983e-07
Position 246: 2.6924951142776506e-07
Position 42: 2.652540296213322e-07
Position 562: 2.4438291593279647e-07
Position 472: 2.2512591221400316e-07
Position 556: 1.7591895666032963e-07
Position 224: 1.4976608504786862e-07
Position 3510: 9.691086855859901e-08
Position 585: 1.973725885342923e-08
Position 913: 4.380992106007776e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 4234: 0.9723419728538354
Position 6118: 0.2716379382229266
Position 3269: 0.253822295684687
Position 6028: 0.2357224201516517
Position 4805: 0.21344249502602738
Position 3934: 0.1449240246594322
Position 3882: 0.12948206273359886
Position 2834: 0.12316013991613214
Position 2820: 0.09591776191461011
Position 3536: 0.0857875065163438
Position 2859: 0.0789016067410161
Position 6451: 0.059047975062093964
Position 2856: 0.04752948778452687
Position 3043: 0.031859159042451964
Position 3792: 0.031134005822874247
Position 4784: 0.025122620052775338
Position 5531: 0.02139960687984324
Position 2609: 0.019248405229674415
Position 6780: 0.01749606574116505
Position 6534: 0.015323804685545974
Position 924: 0.013114611183498912
Position 5084: 0.012171015227699988
Position 5462: 0.010597026428577362
Position 6634: 0.0097622420501823
Position 5015: 0.009166556312161971
Position 1984: 0.008798957132508918
Position 1885: 0.003582557406809768
Position 4988: 0.0033574654057748495
Position 3057: 0.0029454090606920677
Position 5072: 0.002801204103806749
Position 5879: 0.002749858883966591
Position 3812: 0.0024353031928774256
Position 5033: 0.002306755044998372
Position 3019: 0.0020039983787325365
Position 1921: 0.0014308018412104578
Position 1867: 0.0013570588342708813
Position 2021: 0.0010567259327472593
Position 834: 0.0009362768535988117
Position 3567: 0.0009157281205733301
Position 4818: 0.0008988102996829171
Position 1162: 0.0008748636164875078
Position 2479: 0.000847847888578758
Position 1770: 0.0007079723365063002
Position 4253: 0.0006318202577551062
Position 4997: 0.0005905890227602374
Position 998: 0.0004600322532170712
Position 1181: 0.00042647583621549013
Position 6815: 0.00029448398338246894
Position 1001: 0.00029391307628269097
Position 518: 0.00022767569750852348
Position 6769: 0.00021073762175161548
Position 1188: 0.00017557370879114526
Position 6818: 0.00015323237207761977
Position 4631: 0.00013724655717059012
Position 4879: 0.00011797985820273323
Position 1322: 0.00011778793073842562
Position 867: 0.00011773117373998537
Position 578: 8.680943365617116e-05
Position 4748: 7.620473889374525e-05
Position 1798: 6.558500234477325e-05
Position 4441: 6.101599835681061e-05
Position 2032: 5.7218624728037355e-05
Position 4436: 5.22491306800596e-05
Position 967: 4.439113829201249e-05
Position 729: 3.55217489052408e-05
Position 713: 3.33748057011474e-05
Position 554: 2.9583584934459306e-05
Position 4277: 2.926213952289718e-05
Position 1549: 2.898920061295284e-05
Position 2008: 2.2143844157705097e-05
Position 1620: 2.134292380832045e-05
Position 364: 2.0029875741727058e-05
Position 4250: 1.4415814923164001e-05
Position 1907: 1.1903594856119865e-05
Position 4330: 7.69124395608714e-06
Position 4478: 7.07486412335391e-06
Position 672: 6.869705573487482e-06
Position 239: 6.8196575613808665e-06
Position 4274: 6.725364747584369e-06
Position 590: 6.693219922309768e-06
Position 397: 6.663094922543279e-06
Position 2209: 6.091183582894063e-06
Position 1378: 4.679364557971761e-06
Position 658: 3.0007884839087274e-06
Position 897: 2.598156649789481e-06
Position 2188: 2.086132253303494e-06
Position 1564: 1.6304811562095934e-06
Position 1108: 1.1990894957168128e-06
Position 410: 3.7522791575279377e-07
Position 349: 3.6594119318081855e-07
Position 437: 3.053779078402232e-07
Position 843: 2.4266826646864385e-09
Position 853: 2.0014960713158614e-09
Position 421: 1.3553978369487787e-09
Position 434: 8.873047080753335e-10
Position 299: 4.94852968710177e-10
Position 309: 1.8617933625071927e-10
Position 681: 1.7779218935122586e-10
