Gene = bur
Position 3336: 0.0004962649713476757
Position 3225: 0.0004328353859955077
Position 1343: 0.00040698459450093946
Position 3009: 0.0003900731692091192
Position 2423: 0.00035957433746165414
Position 2951: 0.00035921719637398803
Position 1517: 0.0003551700220544262
Position 3417: 0.00030081846999498304
Position 2524: 0.0002889252106704268
Position 1538: 0.00026351853199028317
Position 2789: 0.000241439033759784
Position 4359: 0.0002407739380315027
Position 3458: 0.00020494063607300102
Position 1456: 0.00018936924469701582
Position 3892: 0.00018677659059506443
Position 2610: 0.00017865405177471298
Position 4927: 0.00016395182292926462
Position 409: 0.0001637721924799952
Position 4314: 0.00016135397321383082
Position 2395: 0.0001558923178703955
Position 3159: 0.00013797743685794604
Position 871: 0.00012910622869332283
Position 1237: 0.00012826301760914566
Position 4281: 0.00012305675138028562
Position 3872: 0.00011690525393546945
Position 1959: 0.00011524721023557147
Position 3534: 0.00011061234918673731
Position 266: 0.00010652863216235157
Position 617: 0.00010292880559820467
Position 3328: 9.499418240491666e-05
Position 1137: 8.913062480553322e-05
Position 1469: 8.888208176303865e-05
Position 4319: 8.738694661849734e-05
Position 2812: 8.490895000136556e-05
Position 5213: 8.357592780789034e-05
Position 2796: 8.171127765253576e-05
Position 4197: 7.985540691711533e-05
Position 5013: 7.823710485379041e-05
Position 4566: 7.722087416400748e-05
Position 1219: 7.351671656754466e-05
Position 1620: 7.250885811609416e-05
Position 1880: 6.999817550455654e-05
Position 765: 6.67344300488983e-05
Position 4408: 6.444620546508875e-05
Position 1325: 5.1896565797629146e-05
Position 1328: 4.774153190180021e-05
Position 596: 4.5785426417658395e-05
Position 3017: 4.341106809955584e-05
Position 3808: 4.230293454941828e-05
Position 442: 4.213605694646712e-05
Position 11: 4.03787450409582e-05
Position 1221: 3.8013330931262865e-05
Position 1082: 3.585242738073378e-05
Position 30: 3.4967146727190056e-05
Position 2297: 3.387745937475689e-05
Position 5160: 3.10308458692763e-05
Position 3130: 2.9948977748768754e-05
Position 1581: 2.4975786603162235e-05
Position 4759: 2.3610422238118234e-05
Position 4161: 1.8424890074276278e-05
Position 894: 1.7220247450908398e-05
Position 4200: 1.500219519256743e-05
Position 2131: 1.4086360364214593e-05
Position 4326: 1.0545922511766743e-05
Position 317: 9.924474188489642e-06
Position 819: 9.498508280292031e-06
Position 486: 9.267448692053128e-06
Position 2856: 8.476279489890305e-06
Position 615: 8.469539999263444e-06
Position 663: 8.401688409939562e-06
Position 3733: 7.406422483270776e-06
Position 22: 6.9960482120626665e-06
Position 4292: 5.9865463063126325e-06
Position 1144: 4.947812851281629e-06
Position 3444: 4.907366203188292e-06
Position 4184: 4.202187130098112e-06
Position 2542: 3.972789497880916e-06
Position 651: 3.302082618278568e-06
Position 2967: 3.2393799719909215e-06
Position 2335: 3.1399216086754125e-06
Position 3441: 3.109036886308636e-06
Position 3434: 3.0821311555427687e-06
Position 2174: 2.9694645659009926e-06
Position 82: 2.9280014514293547e-06
Position 879: 2.7092051157252773e-06
Position 2408: 2.6935862728343864e-06
Position 558: 1.6995119129055953e-06
Position 253: 1.6849317958024974e-06
Position 696: 1.6475664752350027e-06
Position 2464: 1.5837609038902313e-06
Position 4111: 1.449457650263164e-06
Position 2080: 1.42386483107432e-06
Position 2954: 1.4138949723736348e-06
Position 946: 1.347121474771708e-06
Position 3084: 1.2627094294828333e-06
Position 654: 1.1703458101563095e-06
Position 675: 1.077555417530725e-06
Position 2730: 8.28131469033378e-07
Position 1039: 4.4730602974484445e-07
Position 3850: 4.1613259587859424e-07
Position 2758: 3.4352539213350395e-07
Position 4723: 3.3159256009635385e-07
Position 4610: 2.745901890063632e-07
Position 1012: 2.6940576701114597e-07
Position 4570: 1.8424988067514462e-07
Position 112: 1.5759726713122316e-07
Position 3112: 1.0486977464149578e-07
Position 5112: 8.706465714858128e-08
Position 526: 6.61874773707699e-08
Position 4681: 4.8815696424615314e-08
Position 555: 3.567834994050833e-08
Position 360: 2.893637082361784e-08
Position 499: 2.723663097091607e-08
Position 144: 2.084240858252592e-08
Position 602: 1.908987647793189e-08
Position 897: 1.3784416328154103e-08
Position 142: 1.3266447665180606e-08
Position 670: 8.01373343396873e-09
Position 657: 5.9172640330978165e-09
Position 590: 4.320585362211131e-09
Position 574: 3.385070349109789e-09
Position 3775: 2.379609810291918e-09
Position 4580: 1.4089796046551238e-09
Position 4659: 1.036354082966507e-09
Position 3096: 1.0130629952086328e-09
Position 280: 8.532969782196936e-10
Position 3106: 5.95691817020986e-10
Position 4633: 4.0241721734356454e-10
Position 4612: 6.861507477390814e-11
Position 3564: 3.0374155965810986e-11
Position 4584: 1.5990354618089664e-11
Position 4557: 9.050739294961448e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 4458: 0.9991505946223193
Position 3077: 0.9986771512373808
Position 4707: 0.9883285346205146
Position 2173: 0.9856892339928046
Position 2711: 0.9622619104746886
Position 3749: 0.9542013904572229
Position 3306: 0.9419673788452189
Position 1723: 0.47917469148882597
Position 4001: 0.46116170393101696
Position 1577: 0.4339802676911732
Position 2004: 0.432851075329136
Position 4023: 0.3526420083817114
Position 2818: 0.15887916142040595
Position 1858: 0.1306264957497102
Position 935: 0.12902435767491915
Position 1883: 0.07517202596711303
Position 2895: 0.028251530681662466
Position 1895: 0.01791721822581421
Position 3594: 0.015636773057319156
Position 3554: 0.01422701066593624
Position 260: 0.012739839032123184
Position 1012: 0.012580119234021917
Position 1343: 0.012145589065799016
Position 3578: 0.010346822020338283
Position 3801: 0.009780568506987709
Position 2237: 0.009411428478765752
Position 5193: 0.008607326157726407
Position 266: 0.00724985465399827
Position 2856: 0.006790233958019617
Position 5249: 0.006779346530783219
Position 4043: 0.0061209999024742015
Position 1268: 0.005728020056288918
Position 4904: 0.005356191437912358
Position 4740: 0.0052573199014870915
Position 1862: 0.004208601675001544
Position 2833: 0.0037559677064736116
Position 5327: 0.00348992480582163
Position 3766: 0.0033816271060910876
Position 1869: 0.003191775479294712
Position 4373: 0.002999184092601365
Position 2050: 0.0029223870208456917
Position 3405: 0.0026897837508945838
Position 3387: 0.0026447601110065346
Position 1500: 0.0025570740618397073
Position 2730: 0.0025520782111564683
Position 3384: 0.002307635014929307
Position 4130: 0.002068369889562687
Position 3323: 0.0019661503040715685
Position 4319: 0.001875011366310792
Position 1523: 0.001799907524387659
Position 4046: 0.001695933866694467
Position 2552: 0.001651534421153526
Position 5449: 0.001642701760024488
Position 2188: 0.0015641755612177484
Position 1600: 0.0014083234233371533
Position 2720: 0.0013859622108548237
Position 3616: 0.0013002606414553974
Position 4884: 0.001281539806111916
Position 4235: 0.0012630836465630623
Position 5303: 0.0011795401625445817
Position 3564: 0.0009837951611407184
Position 3518: 0.0009818884644284484
Position 1920: 0.0009590874083867308
Position 4362: 0.000901979514889975
Position 1617: 0.000826463385123947
Position 1144: 0.0008052814305983485
Position 4835: 0.0007870371501023501
Position 2341: 0.0007742470784423906
Position 4288: 0.0007312139225293763
Position 3467: 0.000712994100914768
Position 1275: 0.000672088262827867
Position 2053: 0.0006594576387256567
Position 1294: 0.0005613128162645407
Position 565: 0.0005506501696898808
Position 3416: 0.0005387159693925382
Position 748: 0.0004850702293846161
Position 651: 0.0003878926555514589
Position 2209: 0.0003816121057937298
Position 2756: 0.0003764480728759643
Position 1690: 0.0003472745464744634
Position 2380: 0.00032923610499710634
Position 3320: 0.00032362729518349044
Position 2954: 0.00028073568661465137
Position 1172: 0.0002466809153715517
Position 4987: 0.0002371022747440773
Position 3561: 0.00023377893889089808
Position 3715: 0.000211696026740783
Position 2752: 0.00019048391912453958
Position 5474: 0.00017484220125323825
Position 1511: 0.00016856824918928313
Position 4471: 0.00016832032570435012
Position 765: 0.0001642285916843732
Position 4497: 0.0001602442847573943
Position 5083: 0.00012528194915935968
Position 2478: 0.00012388416728629427
Position 4326: 0.00011395799406246116
Position 1761: 0.00011387719970477601
Position 4777: 0.00010303233254761602
Position 1907: 0.00010268398626852873
Position 4031: 0.00010062189985248965
Position 333: 0.00010050143687012012
Position 5487: 9.502572254291422e-05
Position 459: 9.273925694248132e-05
Position 4488: 8.82905011267449e-05
Position 5130: 8.261237040358644e-05
Position 4852: 6.979591568460861e-05
Position 4562: 6.068777897433624e-05
Position 1278: 5.674729399611186e-05
Position 836: 5.067543611074881e-05
Position 5394: 4.461216503050802e-05
Position 1772: 4.39597773906292e-05
Position 1737: 4.01932691422421e-05
Position 1285: 3.626778485842158e-05
Position 4757: 3.4464985355993245e-05
Position 3335: 3.233092735307825e-05
Position 5370: 2.9376245527434285e-05
Position 65: 2.8779225081100283e-05
Position 1418: 2.8476490853311366e-05
Position 1042: 2.7975061597338828e-05
Position 860: 2.4124961366316535e-05
Position 5004: 2.1127628971518887e-05
Position 2297: 1.6864968525298563e-05
Position 5353: 1.630494965602234e-05
Position 2408: 1.2553331750873456e-05
Position 2531: 9.402403262474858e-06
Position 337: 8.308963062545552e-06
Position 3043: 7.542663220327806e-06
Position 2572: 6.648454360696817e-06
Position 3117: 5.3131665080754955e-06
Position 3088: 5.271953908387988e-06
Position 2585: 4.0608695265561535e-06
Position 2595: 3.6831843525890434e-06
Position 4565: 3.665709035038333e-06
Position 139: 3.2646051323973144e-06
Position 77: 3.1152787256335005e-06
Position 393: 2.7599611035149743e-06
Position 3149: 2.3752054394880617e-06
Position 109: 1.3506959579541827e-06
Position 3168: 9.67601390311441e-07
Position 124: 6.660409987727438e-07
Position 4931: 2.5633574406430716e-07
Position 379: 2.3733629236734707e-07
Position 353: 1.9796435754197317e-07
Position 725: 1.2898167540191684e-07
Position 82: 5.8870998713921366e-08
Position 92: 5.6081813455426384e-08
Position 152: 5.104328010857781e-08
Position 713: 3.195267189506206e-08
Position 211: 3.4431172514490636e-09
Position 174: 2.0451232807767807e-09
Position 857: 4.5942170169938144e-10
