Gene = CIAPIN1
Position 1129: 0.03976145990937107
Position 1882: 0.017215016023967245
Position 2124: 0.01038030235392581
Position 1324: 0.009538112977229658
Position 994: 0.008841259109955407
Position 1672: 0.008562173397171158
Position 1397: 0.007496814822897056
Position 1907: 0.006573887994455013
Position 1948: 0.006164427264888195
Position 1193: 0.006013605678726018
Position 1368: 0.003777357194718422
Position 1726: 0.0033170637961417292
Position 2028: 0.0033036145370421125
Position 1748: 0.0032287370435587306
Position 2483: 0.0022748278678480865
Position 1558: 0.0022380640025107825
Position 1033: 0.0013384816156563938
Position 522: 0.0011091828141073224
Position 360: 0.0010996817303231662
Position 446: 0.0010290974734010346
Position 1959: 0.001005183019550527
Position 280: 0.0009807839030160418
Position 265: 0.0009774544990541344
Position 938: 0.0008991822136111458
Position 1114: 0.0008336772486339921
Position 1400: 0.0006525040001481325
Position 1295: 0.0005820834135146072
Position 502: 0.0005480715992263348
Position 1494: 0.0005355194824801338
Position 2492: 0.00048756477316258594
Position 1770: 0.00048486479751093977
Position 2516: 0.0004816152286057828
Position 570: 0.00045102905857608965
Position 2407: 0.00043809557615607825
Position 371: 0.0003959152976279589
Position 1612: 0.0003778148517676284
Position 1775: 0.00033604713007972923
Position 1300: 0.00024323736111025646
Position 291: 0.00018288819963584152
Position 567: 0.0001783449145735853
Position 597: 0.00016733514181974598
Position 1995: 0.00015502635095858636
Position 2088: 0.00014632560749195438
Position 72: 0.00014391319626966024
Position 765: 0.00011622867887741194
Position 456: 0.00011548299466752629
Position 633: 0.00011373752978010359
Position 547: 9.995135355385947e-05
Position 100: 8.794954978590613e-05
Position 636: 8.785132102490314e-05
Position 351: 7.080155728025112e-05
Position 950: 5.733857465196303e-05
Position 602: 5.518232018052511e-05
Position 269: 5.491208473981406e-05
Position 692: 5.3462044447153055e-05
Position 459: 5.26682283932611e-05
Position 538: 3.917378696595703e-05
Position 91: 3.625023873563677e-05
Position 578: 3.1688942035399474e-05
Position 1709: 2.9000598893794698e-05
Position 583: 2.7687693700940733e-05
Position 630: 2.2811357135744855e-05
Position 551: 1.4532643309648279e-05
Position 663: 7.947221774882115e-06
Position 492: 7.0695544458777005e-06
Position 465: 6.158408652018077e-06
Position 135: 4.83202295644951e-06
Position 277: 2.9645933432164902e-06
Position 615: 1.5178119816048174e-06
Position 660: 8.936961759100713e-07
Position 519: 7.903346984540377e-07
Position 1042: 2.992008373268723e-07
Position 797: 7.82439916845847e-08
Position 151: 5.766894347952507e-08
Position 947: 5.2991593764795824e-08
Position 837: 2.184549248272219e-08
Position 63: 6.0987188538271276e-09
Position 169: 3.752252021513391e-09
Position 226: 4.97937749364959e-10
Position 160: 6.8705750505682856e-12
