Gene = dos
Position 4475: 5.151235013117174e-06
Position 5464: 4.6832041046109945e-06
Position 6083: 4.327044660643687e-06
Position 713: 4.126946671611655e-06
Position 4051: 3.953403264668576e-06
Position 1056: 3.1371808593965333e-06
Position 5274: 2.977608538825795e-06
Position 187: 1.945134224043119e-06
Position 11: 1.6979508904256265e-06
Position 4931: 1.6900215416373383e-06
Position 742: 1.6717534958448148e-06
Position 456: 1.3672919641495158e-06
Position 4202: 1.1475715320268985e-06
Position 495: 4.866732824149264e-07
Position 855: 4.079244502389995e-07
Position 472: 3.7327684265476345e-07
Position 143: 3.228347604181941e-07
Position 489: 3.03539422977556e-07
Position 195: 2.479992382342984e-07
Position 15: 1.0216170658166879e-07
Position 700: 1.0189851708858702e-07
Position 108: 8.751843742352304e-08
Position 499: 7.207507819349819e-08
Position 941: 4.54721419353614e-08
Position 197: 3.3660031783043246e-08
Position 26: 3.221334090126954e-08
Position 482: 3.168369712937049e-08
Position 723: 2.8769065261001124e-08
Position 299: 2.2626244617393973e-08
Position 31: 1.7505505420652588e-08
Position 4267: 1.702928496429296e-08
Position 4956: 1.1510196334323108e-08
Position 492: 1.1411336626025814e-08
Position 17: 8.525151269935069e-09
Position 5154: 8.514891851044613e-09
Position 5017: 4.529050848776503e-09
Position 4981: 4.365831846646508e-09
Position 4171: 3.6626787301411806e-09
Position 5686: 2.8222220494527444e-09
Position 5065: 2.682469126769775e-09
Position 55: 2.58146434112563e-09
Position 4964: 2.2058134356412014e-09
Position 5145: 5.555314108664017e-10
Position 5019: 3.2726598874880647e-10
Position 4905: 2.6540505073833954e-10
Position 5733: 2.4161360992204563e-10
Position 5510: 2.1157862620370698e-10
Position 4740: 1.5755708814907025e-10
Position 4614: 1.3161202816373015e-11
Position 4686: 1.2367432241743162e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 5107: 0.9966809990362283
Position 3973: 0.983280793709884
Position 2747: 0.9681040081824965
Position 4450: 0.9466897223592867
Position 3138: 0.9360226354247934
Position 4146: 0.9353106369247964
Position 4647: 0.1346867950868156
Position 4211: 0.05224777666090122
Position 3481: 0.051576508296662604
Position 2500: 0.04240938043527913
Position 3413: 0.01585352738007068
Position 4797: 0.011947271680307365
Position 2337: 0.009109805387010637
Position 1872: 0.007665687310533945
Position 1302: 0.007607062340447719
Position 3762: 0.0063076255661317
Position 4171: 0.005815847431923163
Position 4472: 0.005688233716204925
Position 5507: 0.005547345004564612
Position 2286: 0.004284967951231078
Position 1287: 0.00416704739983163
Position 1262: 0.00413781130953211
Position 787: 0.003628392278607548
Position 231: 0.0029409347994890866
Position 5254: 0.0028515295972874233
Position 2080: 0.0027998038471719403
Position 3410: 0.0026187212154062034
Position 3617: 0.0026024097105039673
Position 4135: 0.002418604063144763
Position 3437: 0.0022839008647822455
Position 1138: 0.0020953081715165264
Position 3614: 0.0019305733981655711
Position 5850: 0.0019140477649637186
Position 2345: 0.0016616811740827126
Position 1648: 0.0016084235452579572
Position 1847: 0.0015658554008596084
Position 1202: 0.001476800369340657
Position 1339: 0.0014200510797636266
Position 1583: 0.0013614869604603901
Position 1081: 0.0013193141212915753
Position 3999: 0.0013017075058495819
Position 3057: 0.0012724820233274076
Position 3237: 0.0011884573188151552
Position 2026: 0.0008621541757379589
Position 3887: 0.0008469095042079003
Position 2936: 0.0007958905817845562
Position 2077: 0.00077659414406676
Position 1989: 0.0007570112657198228
Position 524: 0.0007470063932910816
Position 1188: 0.0007378705929091824
Position 3706: 0.0006975916800504838
Position 4153: 0.0006859564152782769
Position 1767: 0.0006642723911161193
Position 3500: 0.0006355316030334563
Position 4847: 0.00062537079033515
Position 1912: 0.0005900460083187042
Position 5733: 0.0005786990738273586
Position 5973: 0.0005628581527867447
Position 1892: 0.0005272950963355163
Position 2780: 0.0004973340363242883
Position 275: 0.000494064688991379
Position 3434: 0.00041946402426681553
Position 3114: 0.0004129338534053592
Position 5694: 0.0003597440278971552
Position 1665: 0.0003547064532175675
Position 1006: 0.00030278755095536754
Position 4029: 0.000287804308445844
Position 1232: 0.00028656111211422395
Position 4986: 0.00027000298409859995
Position 2646: 0.0002664316746743369
Position 4880: 0.0002578795053297504
Position 2777: 0.0002458927015166525
Position 5780: 0.00024215886920425685
Position 2251: 0.0002300281551426474
Position 3495: 0.00022201185450715548
Position 4959: 0.00022077718906742645
Position 3849: 0.00021842798238763702
Position 4886: 0.00019952472591739246
Position 292: 0.00019752214215332435
Position 4236: 0.00017780427247655734
Position 3169: 0.00016403366824300895
Position 5445: 0.00016027752164570304
Position 552: 0.00013324395548845738
Position 3072: 0.00012434656998731272
Position 4239: 0.00012406994625436686
Position 5274: 0.00011914903420714991
Position 203: 0.00011882841444943353
Position 2671: 0.0001155665812774384
Position 1370: 0.00011463594655647002
Position 4257: 0.00011356829900816783
Position 3342: 0.00011037500645674273
Position 1248: 0.00011013501305603602
Position 952: 0.00010903840493264355
Position 3815: 9.637272130594006e-05
Position 4808: 9.024544340382666e-05
Position 3370: 8.075984457382054e-05
Position 5668: 8.025483739059202e-05
Position 4595: 7.934385925838062e-05
Position 4232: 7.402651169028598e-05
Position 2382: 6.995235324464809e-05
Position 2476: 6.95717677277935e-05
Position 2389: 6.950795654968385e-05
Position 5210: 6.603552008728056e-05
Position 2173: 6.513392074774427e-05
Position 1251: 6.45814560519351e-05
Position 4561: 5.9911746518912757e-05
Position 4281: 5.949299797336132e-05
Position 4736: 5.525069658559218e-05
Position 1398: 5.306190834003934e-05
Position 2452: 5.171902968683911e-05
Position 4126: 4.9567497804629754e-05
Position 4911: 4.782591553832346e-05
Position 2215: 4.7726468353854435e-05
Position 919: 4.752814164477985e-05
Position 6011: 4.684426607539367e-05
Position 3565: 4.243240649401439e-05
Position 5474: 4.1765535943536455e-05
Position 4701: 3.809870513521214e-05
Position 3245: 3.65819885083203e-05
Position 5283: 3.012408915156655e-05
Position 5318: 2.8781050991456135e-05
Position 5348: 2.8593154773330588e-05
Position 1507: 2.7034097414625044e-05
Position 6052: 2.6074757336544956e-05
Position 210: 2.5917891446752885e-05
Position 5302: 2.3925934332341583e-05
Position 4759: 2.1072757415380192e-05
Position 5345: 1.91671184060075e-05
Position 2200: 1.8457139177138272e-05
Position 4278: 1.5149937092237615e-05
Position 5230: 1.312017214938291e-05
Position 1832: 1.1453890583073508e-05
Position 4287: 1.09292423179227e-05
Position 6130: 9.159781254286468e-06
Position 4574: 8.656459211840428e-06
Position 4844: 8.029010986514254e-06
Position 4541: 7.57240569496065e-06
Position 3937: 7.086169247988972e-06
Position 4707: 6.656901779702144e-06
Position 4376: 6.388337709499531e-06
Position 5362: 5.386347914663972e-06
Position 4571: 4.32532917458546e-06
Position 5000: 3.5602200777468113e-06
Position 4997: 3.4464044010771384e-06
Position 4686: 3.3208027131552214e-06
Position 4614: 3.173752792831325e-06
Position 4546: 3.134228672470346e-06
Position 4265: 1.307670738232736e-06
Position 5017: 1.2484752263032527e-06
Position 4274: 9.535928691207027e-07
Position 4299: 5.099067283832168e-07
Position 4284: 4.68399122622768e-07
Position 1106: 9.585701057407356e-08
Position 544: 9.350813180337617e-08
Position 684: 6.844405774173208e-08
Position 585: 2.0972299228392518e-08
Position 1237: 2.083605250897119e-08
