Gene = Reps
Position 2242: 8.307628937757347e-05
Position 4864: 8.25895403061269e-05
Position 2056: 8.062684821358846e-05
Position 583: 7.728715726020714e-05
Position 1879: 6.980117802818326e-05
Position 4449: 6.691205685312139e-05
Position 3327: 6.032457070514306e-05
Position 4376: 5.813564238930776e-05
Position 3398: 5.772622461832803e-05
Position 3578: 5.660401953060293e-05
Position 2091: 5.6049432960533634e-05
Position 884: 5.407610298822551e-05
Position 2239: 5.3784770789175825e-05
Position 762: 5.320682033366232e-05
Position 2315: 5.0388096714440885e-05
Position 112: 4.960523213981135e-05
Position 270: 4.785952325732006e-05
Position 4117: 4.2530112906867606e-05
Position 2684: 3.407531466951771e-05
Position 3147: 3.237725154976751e-05
Position 1006: 3.1116346990185376e-05
Position 2471: 3.067231132355021e-05
Position 2877: 2.8269412201590796e-05
Position 86: 2.665679562464756e-05
Position 2806: 2.4280998938290828e-05
Position 881: 2.312352514723945e-05
Position 3003: 2.2066804394015283e-05
Position 2484: 2.0374980298665558e-05
Position 3162: 1.9492074874866987e-05
Position 2584: 1.8564800746195974e-05
Position 1445: 1.6290333971091892e-05
Position 2460: 1.5983053985397315e-05
Position 3153: 1.5846145982192897e-05
Position 156: 1.454495945850912e-05
Position 311: 1.4162578992271988e-05
Position 4082: 1.3791768532385303e-05
Position 3031: 1.269768283966043e-05
Position 37: 1.2689708115387566e-05
Position 47: 1.2340873932156747e-05
Position 1337: 1.2162872236184978e-05
Position 2905: 1.1006089799425746e-05
Position 3699: 1.0935869615518348e-05
Position 641: 1.0860354081275154e-05
Position 2011: 9.902408033725044e-06
Position 3618: 9.661798592159594e-06
Position 2071: 9.543494185600419e-06
Position 604: 7.3977512687912605e-06
Position 267: 6.702033155129252e-06
Position 2114: 6.393852793884419e-06
Position 687: 6.278585467987357e-06
Position 592: 6.23668728818811e-06
Position 3082: 6.16352511764137e-06
Position 3391: 6.127478959572644e-06
Position 3277: 6.078780330682572e-06
Position 2415: 5.374783034900149e-06
Position 130: 5.357500152949417e-06
Position 820: 5.043417554977622e-06
Position 3000: 4.91043467223764e-06
Position 1137: 4.752494969671598e-06
Position 3071: 4.709526620479033e-06
Position 620: 4.514460082955033e-06
Position 1416: 4.50399952778906e-06
Position 3438: 4.229062457053722e-06
Position 2912: 4.201943335831093e-06
Position 1664: 4.181842219001006e-06
Position 2746: 3.9447075164686475e-06
Position 114: 3.7022221262730156e-06
Position 122: 3.017090157677842e-06
Position 162: 2.9885979976514254e-06
Position 2862: 2.9371848854615823e-06
Position 1176: 2.9163736066471487e-06
Position 2728: 2.845276849209159e-06
Position 1676: 2.795133205377912e-06
Position 2481: 2.273199527451308e-06
Position 318: 2.1582443714310505e-06
Position 292: 2.148214633109862e-06
Position 2617: 2.098089439210228e-06
Position 594: 2.0961918005454336e-06
Position 159: 2.0846361616764313e-06
Position 3389: 1.9335842516110294e-06
Position 1202: 1.6594902227536694e-06
Position 3735: 1.6062918728352024e-06
Position 3536: 1.4095972055198734e-06
Position 1460: 1.1675062284752033e-06
Position 1146: 1.1445421127953907e-06
Position 1397: 9.290291699157686e-07
Position 1143: 8.582361747918083e-07
Position 2269: 8.227978193916416e-07
Position 1372: 5.127238058383632e-07
Position 229: 3.8082038836283283e-07
Position 922: 3.532865658344232e-07
Position 377: 2.993970145200679e-07
Position 348: 2.0984367148477443e-07
Position 2211: 1.7963609477634707e-07
Position 370: 1.7683166667008283e-07
Position 961: 1.7425272030529784e-07
Position 199: 1.7215675893640344e-07
Position 1943: 1.4843008568376296e-07
Position 495: 9.864227674552695e-08
Position 476: 8.972339487072457e-08
Position 190: 8.649533877526131e-08
Position 2502: 8.066765485359627e-08
Position 1690: 7.699012543850216e-08
Position 1923: 5.270795320668907e-08
Position 438: 4.267458346983575e-08
Position 3975: 2.7609711120546355e-08
Position 4094: 2.747758765106041e-08
Position 4013: 2.090853975928164e-08
Position 440: 1.7504720358555413e-08
Position 2857: 1.465773235040616e-08
Position 1715: 7.573100429545269e-09
Position 1707: 5.81187673146978e-09
Position 2859: 5.253782145594069e-09
Position 1568: 5.137146812539915e-09
Position 1566: 3.9272756393441075e-09
Position 1563: 3.242381938748583e-09
Position 2119: 2.6474284779202137e-09
Position 1573: 2.623575738889173e-09
Position 1387: 2.162328088678444e-09
Position 2025: 8.629109928624179e-10
Position 2152: 8.262001735082787e-10
Position 2035: 7.951369268837658e-10
Position 2082: 7.392600721054112e-10
Position 1737: 2.148797643959159e-10
Position 1550: 1.5418865479733622e-10
Position 3010: 8.452719444695511e-11
Position 2642: 6.372551510167324e-12
Position 2130: 4.592731953707592e-13
Position 2023: 2.4465431877682803e-13
Position 479: 1.2288360989763753e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 1120: 0.9993257546260655
Position 2364: 0.9901275400311821
Position 1508: 0.9859607429819611
Position 3475: 0.9564547598989597
Position 3235: 0.7981584206416495
Position 633: 0.6609163245192317
Position 4894: 0.2880818212007695
Position 788: 0.1579598797889786
Position 5264: 0.13095298180768475
Position 5333: 0.09604948807566736
Position 5441: 0.09257225730085361
Position 3247: 0.05481947874579792
Position 862: 0.05414311499225763
Position 687: 0.04011709887593275
Position 4714: 0.03279298266190387
Position 4169: 0.023932530505207612
Position 2898: 0.01711393566423442
Position 2915: 0.013622695625808862
Position 894: 0.013117635597503938
Position 1664: 0.011317760027632646
Position 3766: 0.010122813236767784
Position 2693: 0.009695028901750861
Position 2385: 0.009581470469005152
Position 3069: 0.008747791597523242
Position 3512: 0.008230233500388704
Position 4928: 0.007486690339153429
Position 4345: 0.006943262299031335
Position 705: 0.006197176260152953
Position 2130: 0.006123371200883298
Position 3042: 0.0060619173529368655
Position 1524: 0.005308558467204669
Position 2953: 0.0038540915492133983
Position 929: 0.0036939920384296823
Position 4864: 0.003359368177817848
Position 1932: 0.002886866400980769
Position 723: 0.0028319562082280087
Position 1913: 0.0028184224219855274
Position 1563: 0.002357757210673885
Position 4213: 0.002205453602912941
Position 4553: 0.0021329282853574014
Position 3846: 0.0015348344714965643
Position 2690: 0.0013173622430726925
Position 4117: 0.0010909002236718526
Position 2890: 0.0009424325300043786
Position 4460: 0.0007832582546087991
Position 4965: 0.0007240968748659665
Position 472: 0.0006799122329288053
Position 5397: 0.0006323430755493088
Position 4176: 0.0005898842685672421
Position 2719: 0.0005615140234729343
Position 3735: 0.0005613835971804066
Position 2905: 0.0005533592268987728
Position 1305: 0.0005273849195028441
Position 1308: 0.000430160369671936
Position 199: 0.00038984073018686943
Position 1702: 0.00036503682710544913
Position 1834: 0.000341465077705493
Position 3108: 0.000338226961552839
Position 2146: 0.0003172011199896858
Position 2256: 0.00029325775115330015
Position 3080: 0.000279986578182231
Position 4624: 0.00024637332096120383
Position 244: 0.00023670741392576157
Position 2114: 0.00023540224997131438
Position 3412: 0.0002299725222539745
Position 2189: 0.00022777802671334067
Position 1968: 0.00020746361866505944
Position 458: 0.00019402052144799553
Position 2772: 0.00018322439702886343
Position 903: 0.00017483445374149147
Position 3772: 0.00016551587692071937
Position 1351: 0.0001647191167995906
Position 2078: 0.00016243100351298116
Position 2743: 0.00016085923246118272
Position 3021: 0.0001595849275536971
Position 3487: 0.0001483013464019844
Position 4827: 0.00014186908328381721
Position 4238: 0.0001265090985580751
Position 3380: 0.00011250520516629387
Position 2051: 0.00011203383882412433
Position 3252: 0.00011031532491636026
Position 869: 0.0001086062747871983
Position 744: 0.00010536581420287007
Position 3097: 0.00010165325929331395
Position 747: 7.573978492078725e-05
Position 1831: 7.556480189785405e-05
Position 961: 7.191282475572694e-05
Position 406: 6.283560028897663e-05
Position 898: 5.9804518284968984e-05
Position 527: 5.859898835312784e-05
Position 277: 5.547546212100324e-05
Position 2530: 5.3615151349450694e-05
Position 3031: 5.181930268897214e-05
Position 2161: 4.981978005440187e-05
Position 385: 4.8622097232810504e-05
Position 3308: 4.5113519507300276e-05
Position 3643: 4.360221044740982e-05
Position 3565: 4.1070548451421924e-05
Position 900: 4.104224362896304e-05
Position 3409: 3.985394123626077e-05
Position 976: 3.791643049111058e-05
Position 1699: 3.6682199796497935e-05
Position 503: 3.641367666106086e-05
Position 2527: 3.4720876424451695e-05
Position 1542: 3.241322119984156e-05
Position 1526: 2.5761965633912254e-05
Position 2158: 2.2639913992171347e-05
Position 2059: 2.229636887061754e-05
Position 3868: 2.1678172131206442e-05
Position 98: 1.9655071239747412e-05
Position 353: 1.9224153566366625e-05
Position 808: 1.9087772864489558e-05
Position 2471: 1.7865414912785328e-05
Position 1853: 1.5073021540477262e-05
Position 1200: 1.4698184969892097e-05
Position 942: 1.2473478703858363e-05
Position 604: 1.1737734502010277e-05
Position 1133: 1.0464615347348012e-05
Position 1937: 1.0104758539865858e-05
Position 2223: 9.140296058800062e-06
Position 208: 9.019982650152874e-06
Position 248: 8.608816089261664e-06
Position 1387: 7.412675078319892e-06
Position 1366: 6.963146532150772e-06
Position 3082: 6.679110614026191e-06
Position 2696: 6.341989137686722e-06
Position 2657: 5.260889895650231e-06
Position 408: 5.083551491599409e-06
Position 798: 5.079437250658759e-06
Position 2746: 4.794571287973976e-06
Position 2559: 4.682348016561454e-06
Position 2795: 4.642513454270366e-06
Position 500: 4.3861178991048975e-06
Position 1160: 4.032457177150671e-06
Position 1991: 3.7922852264706184e-06
Position 1157: 3.78580836458332e-06
Position 1886: 3.6237626701038355e-06
Position 2082: 3.4726183637550725e-06
Position 1392: 3.2710583833008596e-06
Position 1130: 3.086502209608623e-06
Position 1078: 2.67763262315209e-06
Position 2762: 2.5134141379544684e-06
Position 2648: 2.3372702239051455e-06
Position 1715: 2.211584210990387e-06
Position 2638: 2.1879569392124543e-06
Position 419: 2.141459870342861e-06
Position 1240: 2.0959087326856863e-06
Position 795: 2.0933804597040234e-06
Position 1850: 1.9561115274795958e-06
Position 259: 1.821450878317973e-06
Position 1803: 1.7778237060579557e-06
Position 422: 1.7676421979617044e-06
Position 2740: 1.632370500356857e-06
Position 1844: 1.5577665579687362e-06
Position 1225: 1.2810133959370752e-06
Position 1595: 1.0743929973827815e-06
Position 1588: 9.645887487092096e-07
Position 536: 9.579159632773725e-07
Position 95: 8.101766860313152e-07
Position 2423: 7.978986092352056e-07
Position 3921: 7.347489654877799e-07
Position 2408: 7.108392672644606e-07
Position 1182: 6.768298024718495e-07
Position 2567: 4.621353714549008e-07
Position 175: 4.2228990028030693e-07
Position 130: 3.889378760575338e-07
Position 1372: 3.635195649954618e-07
Position 1267: 3.5536573836844624e-07
Position 2617: 3.4946930999134497e-07
Position 104: 3.0416090554788393e-07
Position 2584: 2.930801399905814e-07
Position 507: 2.727791414838121e-07
Position 1176: 2.043838219625436e-07
Position 1384: 1.9970237560973202e-07
Position 324: 1.8344838413436868e-07
Position 429: 1.3028178833707414e-07
Position 1404: 1.1916307588293615e-07
Position 3526: 9.932385788013917e-08
Position 1433: 9.501211828686889e-08
Position 172: 6.338073827655363e-08
Position 1436: 3.9703134449467927e-08
Position 512: 3.465709813955233e-08
Position 111: 1.7613726747276855e-08
Position 476: 1.2424622554504248e-08
Position 582: 9.149121544995411e-09
Position 287: 8.647790398334538e-09
Position 2579: 8.082510309045898e-09
Position 578: 7.061492721186608e-09
Position 2390: 3.3552663046767036e-09
Position 566: 3.109577690127068e-09
Position 2434: 3.535869431831312e-10
Position 2429: 2.2484024024034524e-10
Position 179: 1.1532783615386691e-13
Position 274: 7.426783813951594e-16
