Gene = geko
Position 4651: 0.00018077280810259043
Position 104: 0.00015783989389780558
Position 112: 0.000155613993546731
Position 936: 0.00011768795811162911
Position 128: 0.00011650385058054903
Position 4515: 9.92052863527137e-05
Position 4410: 8.991916955374541e-05
Position 277: 8.836683917962878e-05
Position 1154: 8.829994819888714e-05
Position 2482: 6.304256820828362e-05
Position 191: 5.30649459589006e-05
Position 5038: 4.6855620858579437e-05
Position 1467: 3.9004080324882435e-05
Position 954: 3.3938666548518785e-05
Position 68: 3.3190211153404026e-05
Position 2133: 2.835273424072586e-05
Position 2114: 2.435893344319756e-05
Position 350: 2.413968740638178e-05
Position 171: 2.1960657134702593e-05
Position 453: 1.912030953839094e-05
Position 5856: 1.677962828550909e-05
Position 839: 1.6675885285466146e-05
Position 222: 1.3605801989268516e-05
Position 5810: 1.291473776989102e-05
Position 123: 1.2105428435881785e-05
Position 275: 1.063416785102225e-05
Position 581: 9.825603593051994e-06
Position 1246: 8.222109225946532e-06
Position 81: 7.277054819474425e-06
Position 997: 6.644923450276703e-06
Position 4891: 5.237995535380016e-06
Position 1267: 4.761840876509112e-06
Position 1004: 3.884687646645094e-06
Position 745: 3.6054774693034304e-06
Position 807: 3.60125165635235e-06
Position 254: 2.879180397757725e-06
Position 4349: 2.8654463545478037e-06
Position 364: 2.6122710600684246e-06
Position 764: 2.1500169907873186e-06
Position 544: 1.34441283087145e-06
Position 83: 1.3179967779673684e-06
Position 556: 1.31222796297559e-06
Position 771: 1.271505688701995e-06
Position 4374: 1.1363775125473184e-06
Position 623: 8.535134310296373e-07
Position 1058: 6.322082670783592e-07
Position 4359: 5.234069873629374e-07
Position 3: 4.405920719832983e-07
Position 842: 3.908142124566607e-07
Position 541: 3.134563400410127e-07
Position 353: 2.5043354981899357e-07
Position 534: 2.486981978555381e-07
Position 889: 1.868294808965979e-07
Position 432: 1.68144741159188e-07
Position 858: 1.4131707629030567e-07
Position 655: 1.2053660864212527e-07
Position 940: 1.0903373891182902e-07
Position 377: 9.167847803101675e-08
Position 678: 7.367979786548196e-08
Position 648: 5.703114509526963e-08
Position 1224: 4.5418637323753394e-08
Position 1253: 4.505148313983883e-08
Position 1112: 4.384806473372135e-08
Position 412: 4.028042310894231e-08
Position 488: 2.6502579354192985e-08
Position 438: 2.2687711782411297e-08
Position 643: 1.0316799049936759e-08
Position 657: 7.603048826948003e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 5519: 0.946699532947866
Position 4099: 0.8838263752106471
Position 5818: 0.13459657974031067
Position 4126: 0.07589961852556762
Position 1061: 0.0598966298895332
Position 4436: 0.03945135183496008
Position 4918: 0.03579794186535027
Position 1614: 0.02415401722375614
Position 4946: 0.02026071490666163
Position 4123: 0.018209481810177786
Position 5485: 0.017393200806186792
Position 4515: 0.016819948228869293
Position 1205: 0.015554455468442944
Position 4569: 0.01455259431899085
Position 5021: 0.014186415661144529
Position 1400: 0.013889346598272094
Position 377: 0.01347706076114199
Position 5466: 0.013060005021363959
Position 4546: 0.010929991013147079
Position 4566: 0.010000361470615874
Position 3858: 0.008203222594484142
Position 3307: 0.007790562232757986
Position 912: 0.006765417072365692
Position 1648: 0.006086001269333942
Position 2267: 0.0056654150217502865
Position 112: 0.005011686484213276
Position 1359: 0.004396878513988196
Position 4129: 0.004247340039765165
Position 5945: 0.003433866890246884
Position 889: 0.0026921840902845258
Position 5322: 0.002588896298017296
Position 4799: 0.0025217584761648153
Position 2209: 0.002298344749352218
Position 2659: 0.0022840507186860926
Position 5851: 0.0017601235456534963
Position 3864: 0.0017495030058193208
Position 1415: 0.0014836916006416324
Position 5916: 0.0013097256574978212
Position 3938: 0.0012242624868926235
Position 5171: 0.0011883083734581068
Position 350: 0.0011491356525506493
Position 3375: 0.0010916843268491115
Position 4722: 0.001081078190272182
Position 2455: 0.0010610650175345714
Position 5133: 0.0010475965965566882
Position 2541: 0.0008300887753561965
Position 3090: 0.0007086266398225529
Position 2927: 0.0005710617874218874
Position 4635: 0.0005518035227894007
Position 3817: 0.00052636188026247
Position 5138: 0.00044775607458909846
Position 953: 0.00044702128962862206
Position 1490: 0.000437669537098104
Position 288: 0.00043399729044152113
Position 202: 0.0004297168001678373
Position 4787: 0.00042455341223814497
Position 4349: 0.0004199177393238591
Position 4958: 0.00038600801692394626
Position 1684: 0.0003806476673826137
Position 5889: 0.00037570355023940614
Position 1709: 0.0003496436365928653
Position 3971: 0.00031814608006164015
Position 4227: 0.00029371873936163317
Position 1879: 0.00028068264462995064
Position 5789: 0.0002800436059663399
Position 4606: 0.0002760788182250222
Position 2591: 0.00026621059394750485
Position 5240: 0.00026302563081062244
Position 5043: 0.0002507251188756322
Position 5218: 0.0002353089079492177
Position 517: 0.00022082151529997655
Position 1427: 0.00019854669513981335
Position 1591: 0.00018589800966656436
Position 2074: 0.00018479201320402053
Position 4359: 0.0001780538744427506
Position 3404: 0.0001768732549919183
Position 1520: 0.0001696758972542986
Position 5618: 0.00016480529681071063
Position 3911: 0.00015349241850018142
Position 4483: 0.00013631790462912815
Position 4770: 0.00013517482008884975
Position 4384: 0.0001244918697412766
Position 3968: 0.00011141407074710928
Position 1239: 0.00010775758349025258
Position 275: 0.00010729925238540366
Position 5663: 0.00010523322452201417
Position 1576: 0.00010446478154283762
Position 4651: 9.76824016694768e-05
Position 5957: 9.358407058399898e-05
Position 175: 9.214676069823727e-05
Position 1070: 9.195237414788293e-05
Position 1210: 8.780406631395689e-05
Position 4730: 7.938804934403329e-05
Position 1380: 6.822435767666836e-05
Position 842: 6.232764545371908e-05
Position 3823: 6.084045832193063e-05
Position 4524: 5.6465871222563726e-05
Position 5895: 5.464405466176281e-05
Position 5842: 5.4612438159235035e-05
Position 2816: 4.655522582429907e-05
Position 3338: 2.7208089929071627e-05
Position 3265: 2.421728845110933e-05
Position 853: 2.384914405984267e-05
Position 4404: 1.0459075380240943e-05
Position 858: 6.374235965436283e-06
Position 2017: 3.7576814847600437e-06
Position 4401: 3.33317531722919e-06
Position 2784: 3.0332535397506876e-06
Position 308: 2.801380140573294e-06
Position 5145: 2.5574966234905627e-06
Position 2039: 2.4493512698155444e-06
Position 570: 2.437978105740276e-06
Position 1828: 1.2664627666236368e-06
Position 1436: 1.1518086040347095e-06
Position 2681: 1.0252278442879035e-06
Position 1467: 1.0190975348598933e-06
Position 1552: 8.762118266300023e-07
Position 1174: 7.599022107436623e-07
Position 210: 5.481527530727589e-07
Position 2503: 3.458398161801415e-07
Position 2461: 3.0355378036616217e-07
Position 2100: 1.6920056386562848e-07
Position 326: 1.537378653951908e-07
Position 305: 1.024020611653228e-07
Position 2382: 9.118801351774802e-08
Position 1983: 8.561882896118809e-08
Position 123: 6.817778936624767e-08
Position 488: 2.76744669871299e-08
Position 1010: 2.433313570328135e-08
Position 62: 6.176391376145251e-09
Position 310: 5.690667818669166e-09
Position 1907: 1.9078502745543865e-09
Position 2000: 1.5881348226931205e-09
Position 2183: 1.5357962566918792e-09
Position 618: 1.8629397807134413e-11
Position 587: 3.3594210724884445e-13
Position 623: 9.590093639471756e-15
Position 577: 7.076350710315533e-16
