Gene = dbr
Position 3876: 0.34828730522277385
Position 1086: 0.29142043508180415
Position 193: 0.20128917206902314
Position 3334: 0.12741928953346043
Position 752: 0.076130997334413
Position 3384: 0.06283396107388277
Position 2776: 0.06067856258388412
Position 906: 0.05612624042136816
Position 3165: 0.052774360842520435
Position 2320: 0.0215282980251816
Position 2055: 0.018860809120631265
Position 2277: 0.018134780336671125
Position 1978: 0.01772254064410731
Position 563: 0.015447731332218908
Position 4564: 0.01339349825773867
Position 3222: 0.011931483890107923
Position 1413: 0.0064781219881747025
Position 857: 0.006423149175429602
Position 2966: 0.006026906171768486
Position 2938: 0.005689861336174428
Position 1334: 0.004873775153196711
Position 2220: 0.0037000278627428553
Position 2260: 0.003417818226123885
Position 4538: 0.0031459480998827544
Position 4677: 0.0028634117963406685
Position 1154: 0.0024054715297212566
Position 147: 0.0019823079016672907
Position 219: 0.0018513478524689053
Position 2874: 0.0018163812388984986
Position 1241: 0.0014442711427080882
Position 1113: 0.0013625712404860925
Position 4702: 0.0012457725102687641
Position 1608: 0.0011775035295129696
Position 770: 0.0010843194061365014
Position 4750: 0.0010724230253282444
Position 715: 0.0008695772997923981
Position 757: 0.0007826787572429597
Position 1302: 0.0007644727918110628
Position 4382: 0.0006432427313352995
Position 619: 0.0006101609224599352
Position 937: 0.0005297407397019351
Position 526: 0.0005176550381739292
Position 4407: 0.0002958565556853011
Position 158: 0.0002862199871099329
Position 2035: 0.00027592249551498024
Position 4543: 0.00025451516426432477
Position 702: 0.00023212124711436452
Position 395: 0.00022628416080266913
Position 4492: 0.00017974340922240157
Position 4619: 0.0001728653131844917
Position 4131: 0.00012622245018291322
Position 544: 9.401463981836895e-05
Position 593: 8.857796699473369e-05
Position 964: 8.508041099653481e-05
Position 236: 5.43323258412702e-05
Position 690: 4.93284703150444e-05
Position 4763: 4.736375693010504e-05
Position 367: 2.940284777188021e-05
Position 245: 2.8088711918450758e-05
Position 344: 1.4430144961812403e-05
Position 1574: 1.4141040299199662e-05
Position 2839: 1.0796264983741424e-05
Position 2177: 8.921960983538078e-06
Position 389: 5.85943972769763e-06
Position 438: 3.645569444292984e-06
Position 1991: 3.2339627696331654e-06
Position 312: 1.7285695358211576e-06
Position 152: 1.4705731443789119e-06
Position 281: 1.190305810136145e-06
Position 358: 8.973595617893204e-07
Position 399: 7.30874200603197e-07
Position 268: 6.296549154545157e-07
Position 477: 7.324154395656992e-08
Position 509: 7.019809113168398e-08
Position 324: 3.0355460815841475e-09
Position 101: 9.831114248396814e-10
Position 376: 4.592864952668455e-10
Position 519: 2.525752436679036e-10
