Gene = ND-MLRQ
Position 122: 9.45180452061076e-06
Position 567: 7.635044140391936e-06
Position 19: 3.650052203108374e-06
Position 461: 2.9606617550681783e-06
Position 281: 1.7155999319322195e-06
Position 100: 1.53382078068722e-06
Position 698: 8.992103584259487e-07
Position 62: 7.996731050294442e-07
Position 225: 4.871486049187223e-07
Position 586: 4.5397714052162274e-07
Position 546: 4.2543624640716833e-07
Position 431: 3.7421346245998185e-07
Position 702: 2.1837622792733575e-07
Position 292: 1.868153342361123e-08
Position 426: 1.5343085686159518e-08
Position 173: 1.1533364691116262e-08
Position 207: 6.431648375247761e-09
Position 223: 4.9819236137693635e-09
Position 229: 1.3932073774370945e-09
Position 253: 1.3857521529660728e-09
Position 180: 8.639290534747593e-10
Position 202: 1.1413935461412683e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 207: 0.8406391375955804
Position 2130: 0.599328992850363
Position 1431: 0.5596730548409772
Position 5290: 0.29463514067929236
Position 103: 0.1636735008912296
Position 6516: 0.12135010730550912
Position 4337: 0.07328406994151461
Position 454: 0.06159088862895497
Position 5427: 0.045457088973532456
Position 920: 0.027320740211041923
Position 1846: 0.023486509967133598
Position 2817: 0.021521074723817587
Position 618: 0.021249593696488548
Position 647: 0.01650407554844824
Position 666: 0.016020823929362948
Position 2647: 0.012208484742427913
Position 1573: 0.010800475610220283
Position 577: 0.00987989232365341
Position 2323: 0.008601393360676493
Position 115: 0.007411948341821455
Position 2290: 0.0066137252373758195
Position 5362: 0.006452958162542217
Position 552: 0.005274091365948531
Position 1605: 0.005205731937811425
Position 2612: 0.00489316967099207
Position 1478: 0.004491904159262406
Position 5125: 0.004135343329455611
Position 1676: 0.003426563315963456
Position 1722: 0.0027245017311683184
Position 3978: 0.002688251687098484
Position 4201: 0.002442709856775335
Position 1540: 0.001997558571724319
Position 3278: 0.001341143687612684
Position 4399: 0.001101502884332785
Position 608: 0.0008998453115918322
Position 859: 0.0007776558705255951
Position 2331: 0.0005920666142062915
Position 558: 0.0005849217310023609
Position 148: 0.0005658828428531957
Position 1895: 0.0005265758258933737
Position 2966: 0.0004942650773967945
Position 1197: 0.0004734703784893369
Position 3167: 0.00030148982497320075
Position 408: 0.00028684879027654844
Position 3125: 0.0002591216648932499
Position 1367: 0.00021873500882557315
Position 173: 0.00021457591693360985
Position 1396: 0.00019703707072541186
Position 2365: 0.00019386465614543977
Position 1519: 0.00013984421230706472
Position 956: 0.00013423327537607916
Position 1004: 0.00010581190840059098
Position 622: 9.800156540889668e-05
Position 2309: 8.707525845929199e-05
Position 1112: 7.945145876816858e-05
Position 595: 6.60335618872638e-05
Position 413: 6.129948579525527e-05
Position 1978: 5.116292026066832e-05
Position 235: 1.478577535596362e-05
Position 131: 4.571861961073842e-06
Position 726: 1.0119043466504644e-06
Position 331: 3.878419791217259e-08
Position 250: 2.114354069113582e-08
Position 333: 2.088738311892058e-08
Position 241: 1.7629742386175493e-08
Position 155: 4.090603309983061e-09
Position 340: 2.6868460970280187e-10
Position 345: 2.242738149113761e-10
Position 354: 2.161458722228415e-11
Position 359: 2.8199966111448667e-12
