Gene = l(3)mbn
Position 546: 0.01982620359902524
Position 3413: 0.016589107324785912
Position 2959: 0.014648340738967348
Position 1909: 0.01357413191901424
Position 3178: 0.010900078805089633
Position 1455: 0.009114429931958868
Position 3080: 0.00764016821926371
Position 1772: 0.007565265191472557
Position 3440: 0.00731328164136853
Position 3648: 0.005416498943369433
Position 3244: 0.0033942942232546374
Position 3828: 0.0032693867743614053
Position 1625: 0.0027572986515475837
Position 1567: 0.0027316576831074094
Position 3385: 0.002731023306144931
Position 3943: 0.0026923637114707726
Position 2592: 0.002616350355356303
Position 2522: 0.0022294723823470222
Position 1434: 0.0022238588864244317
Position 3517: 0.0019430086722875026
Position 2752: 0.0019268818861239386
Position 179: 0.0018450027461092123
Position 3208: 0.001824495761018913
Position 4664: 0.001614399133112272
Position 3231: 0.0014999999000639603
Position 1160: 0.0012088942142157817
Position 2604: 0.001106331852083225
Position 1108: 0.0010749419112690633
Position 3836: 0.0009921080656962568
Position 3580: 0.0009711372632597414
Position 3856: 0.0009383561854070359
Position 2764: 0.0008113134460686308
Position 1952: 0.0006841171561099973
Position 1759: 0.0006679796179909583
Position 386: 0.000649168985340909
Position 1009: 0.0006229715361857069
Position 937: 0.0004946936517563741
Position 2043: 0.000487067239589653
Position 2817: 0.00045345399540002243
Position 189: 0.00045321947979248817
Position 2842: 0.0004499405721162242
Position 2620: 0.0003799326585520385
Position 2858: 0.00035357251960474836
Position 1742: 0.0003209570089992044
Position 1683: 0.0002520456419897098
Position 4048: 0.00022436250129328908
Position 2060: 0.00021536579685994697
Position 4392: 0.00020231947575784413
Position 4116: 0.00019769113260290506
Position 1887: 0.00017386370073881535
Position 2162: 0.00016814909748219853
Position 1335: 0.00016175614287814607
Position 1846: 0.00016171482053580413
Position 3531: 0.00015735998834234366
Position 1643: 0.0001563434157771892
Position 1702: 0.00015045770600216065
Position 1163: 0.00013566035520947765
Position 2087: 0.00010410431070711954
Position 3594: 0.00010204354028093139
Position 3468: 9.531685062678713e-05
Position 1998: 9.025228546078701e-05
Position 1035: 8.788752937308198e-05
Position 829: 7.683640975819896e-05
Position 1243: 7.365647007020532e-05
Position 1061: 7.112644657253052e-05
Position 1675: 6.252194593009641e-05
Position 2972: 6.075415688111569e-05
Position 291: 4.675566912888538e-05
Position 2170: 4.448163523463769e-05
Position 2981: 2.499255456334311e-05
Position 2009: 2.060426914595198e-05
Position 283: 1.4239035221065289e-05
Position 67: 1.2920461514078053e-05
Position 2935: 1.0731766860753368e-05
Position 400: 1.005087721356686e-05
Position 424: 6.032117488573398e-06
Position 2123: 4.801499621575868e-06
Position 660: 4.564340553697937e-06
Position 2923: 4.0926904379030936e-06
Position 1503: 3.1516781368920516e-06
Position 2019: 2.705152375293284e-06
Position 489: 1.6093790876098193e-06
Position 606: 1.6089272701232348e-06
Position 1653: 9.173374524169269e-07
Position 1313: 8.635012028858039e-07
Position 1278: 8.308860475877463e-07
Position 732: 7.598044488920225e-07
Position 1253: 7.429559878978464e-07
Position 2773: 6.168382581748207e-07
Position 3002: 5.400301141973124e-07
Position 2878: 4.636071727865409e-07
Position 2678: 4.012091538987868e-07
Position 1014: 3.52479193810331e-07
Position 3022: 3.9760986618687115e-08
Position 896: 3.645885975425384e-08
Position 576: 3.510789894536399e-08
Position 755: 1.674557346971476e-08
Position 564: 1.3583332474783555e-08
Position 325: 1.1444048153417e-08
Position 817: 1.0855067285666036e-08
Position 593: 6.3265574080947065e-09
Position 579: 5.6039981777850335e-09
Position 1258: 4.500521192969888e-09
Position 427: 2.346356311034422e-09
Position 74: 1.7800674844768692e-09
Position 772: 9.569442681779595e-10
Position 573: 9.371509034085645e-10
Position 421: 2.750308375055367e-11
Position 442: 2.029749666249219e-11
Position 170: 1.9748768605525288e-11
Position 437: 7.2518372555869596e-12
Position 250: 7.085157389951319e-12
Position 603: 1.5909419697933145e-12
Position 439: 1.3248479183175468e-13
Position 444: 8.343611053005135e-19
