Gene = corn
Position 11710: 0.0002606063038558143
Position 13509: 0.00025530271730499416
Position 323: 0.00022126037820428623
Position 11297: 0.00022100589710265752
Position 13349: 0.00021632373811322978
Position 12034: 0.00020162171842487523
Position 706: 0.00017773628573284814
Position 3249: 0.0001717482560781907
Position 12704: 0.0001360545881004805
Position 509: 0.00013514549318002474
Position 736: 0.0001292805762363353
Position 9499: 0.00012525117572597668
Position 12052: 0.00010609860727152696
Position 157: 0.00010362657188350785
Position 1988: 0.00010167089476722752
Position 1400: 9.808023558391315e-05
Position 1697: 9.301263977245432e-05
Position 2063: 8.79565458990146e-05
Position 1796: 7.78157040929603e-05
Position 13323: 6.930637519162751e-05
Position 485: 6.212363163393015e-05
Position 511: 5.569342412797613e-05
Position 6857: 5.1393752601093724e-05
Position 3163: 4.7895483472386476e-05
Position 13699: 4.718771737213413e-05
Position 150: 4.3762240319715644e-05
Position 13530: 4.263929307836303e-05
Position 5935: 4.148531906740982e-05
Position 12510: 4.0778440739013016e-05
Position 1300: 3.953489860033091e-05
Position 12502: 3.281312350659281e-05
Position 688: 3.2428915050092625e-05
Position 12458: 3.201524972603433e-05
Position 11982: 3.178556149821478e-05
Position 2815: 3.135223992465443e-05
Position 11416: 2.4464586878621734e-05
Position 423: 2.3670802054580366e-05
Position 12385: 2.357281493720657e-05
Position 44: 2.343803718035143e-05
Position 5950: 2.0615810038740706e-05
Position 6865: 1.9965665298348415e-05
Position 11749: 1.8470289134599205e-05
Position 1432: 1.7600866674802543e-05
Position 499: 1.3549387184454703e-05
Position 12507: 1.1695675314619804e-05
Position 12293: 9.528870765983831e-06
Position 77: 9.14882914526132e-06
Position 12421: 8.611749186607713e-06
Position 12115: 8.562023490047872e-06
Position 12427: 8.414965416154423e-06
Position 519: 7.571152388073288e-06
Position 1290: 7.5191341624369265e-06
Position 12004: 7.156162665694809e-06
Position 11610: 6.823531405743089e-06
Position 344: 5.489112719682867e-06
Position 12022: 5.435868361341778e-06
Position 11440: 4.850898449437014e-06
Position 12001: 4.378667245448151e-06
Position 11512: 3.2918582050623197e-06
Position 12121: 2.586664958453345e-06
Position 12513: 2.5830834572195636e-06
Position 100: 1.876958569853429e-06
Position 493: 1.0230481646085218e-06
Position 513: 9.75281749771099e-07
Position 1780: 8.540377325326126e-07
Position 11612: 8.274073928289289e-07
Position 577: 8.070931627380173e-07
Position 11655: 7.852453649196338e-07
Position 255: 6.164233242960115e-07
Position 12373: 5.830859385030546e-07
Position 550: 4.354644327228475e-07
Position 35: 4.185338231831742e-07
Position 12955: 3.920425598425055e-07
Position 1788: 3.2550488069156224e-07
Position 241: 1.5274556525957051e-07
Position 293: 1.3800099207414158e-07
Position 12922: 7.167450843762825e-08
Position 13364: 6.876917046534089e-08
Position 11885: 4.3708675468828035e-08
Position 1142: 2.2561424820967506e-08
Position 11859: 1.800636121744319e-08
Position 13136: 1.6833934327106094e-08
Position 13018: 1.5447223282458354e-08
Position 11933: 1.3894325970215926e-08
Position 12982: 1.3873924616666076e-08
Position 13054: 1.3471270527352594e-08
Position 11258: 4.532695857610005e-09
Position 268: 4.19426551829662e-10
Position 244: 7.970851338680404e-11
Position 263: 5.237192613662604e-11
Position 13021: 1.033859950329525e-15

Sorted 3' Splice Sites (High to Low Probability):
Position 11172: 0.9997961770186528
Position 12164: 0.998664257037036
Position 11900: 0.9984211734641449
Position 11544: 0.9931332143052578
Position 13066: 0.9492629369271481
Position 9208: 0.8282777812271968
Position 12791: 0.8176128124502124
Position 757: 0.3268197287410052
Position 9162: 0.14998012361965163
Position 449: 0.09455046090378359
Position 8885: 0.0921332129407681
Position 12896: 0.07151176197702411
Position 12566: 0.0712695659668643
Position 12502: 0.04162448913736865
Position 13084: 0.04120384850004637
Position 1518: 0.035761724804197134
Position 8642: 0.03465461163098696
Position 12507: 0.02747714943929048
Position 255: 0.026548394425066166
Position 554: 0.026054147369821645
Position 12438: 0.018565476309667737
Position 13367: 0.017489521858436632
Position 406: 0.015811697764992815
Position 1045: 0.015177830812127955
Position 6636: 0.013473376914379904
Position 12402: 0.011265509203634594
Position 662: 0.011164266204507061
Position 1200: 0.010588009448018564
Position 12835: 0.008898704883476487
Position 988: 0.008800093693485741
Position 13110: 0.0067782779777869374
Position 6243: 0.006711288234692774
Position 573: 0.005838449984685733
Position 3493: 0.005684992723247982
Position 412: 0.005351360984108658
Position 12832: 0.004942727617538148
Position 2961: 0.00438846085548125
Position 12513: 0.004132249334821864
Position 1567: 0.003847154500249326
Position 12572: 0.003274773889168418
Position 434: 0.0031526656148332336
Position 12672: 0.0029156385840776364
Position 6077: 0.0028262201551252026
Position 13567: 0.002567724949665366
Position 855: 0.0024380706496495443
Position 11688: 0.0024028310880805483
Position 789: 0.002307881329451957
Position 13399: 0.0022302067685734763
Position 2932: 0.002208514611321436
Position 11768: 0.0020685659555589697
Position 3340: 0.0017444840467465757
Position 13692: 0.001680169511825794
Position 6360: 0.0016324978540097814
Position 13758: 0.0013518380678524096
Position 1079: 0.0012502503469392426
Position 13546: 0.0012402344893624713
Position 5200: 0.0010576499594404636
Position 12177: 0.00084697132499722
Position 363: 0.0008230074373876457
Position 1129: 0.0008164472329150208
Position 913: 0.0007525918445656394
Position 12950: 0.0007459159896135481
Position 11397: 0.0007287808664965598
Position 479: 0.0006645451094025135
Position 13418: 0.0006300534848946154
Position 12908: 0.0006171121460851435
Position 3425: 0.0005724393779225096
Position 920: 0.0005179505859820494
Position 13717: 0.0005092154873562448
Position 276: 0.0004918427555305496
Position 1413: 0.00047517666048389767
Position 883: 0.00043881590227597866
Position 12684: 0.0003252768355591771
Position 889: 0.0002875419009580082
Position 12692: 0.00027570470341424443
Position 13906: 0.0002639092739423393
Position 11579: 0.00023360972539917857
Position 11719: 0.00023127106587399874
Position 12180: 0.0002050139459548129
Position 13371: 0.00020255202978921606
Position 11780: 0.0001868136690429364
Position 11191: 0.00015445113227586618
Position 13054: 0.0001370845557155085
Position 13619: 0.00013323805405998721
Position 1424: 0.0001249679731667723
Position 13189: 0.00011281578219738593
Position 585: 0.00010061033944762332
Position 13132: 9.94359587057326e-05
Position 12715: 8.875202970666468e-05
Position 5175: 8.785112123302519e-05
Position 13627: 8.520385647570627e-05
Position 613: 6.733957883810893e-05
Position 12803: 6.687794767322854e-05
Position 542: 6.150722661177956e-05
Position 11726: 5.351508092826981e-05
Position 13440: 4.4944178222253004e-05
Position 11188: 4.457189577356171e-05
Position 11798: 3.285012822015089e-05
Position 12555: 3.260386296880895e-05
Position 1851: 2.0965089627206684e-05
Position 11710: 2.0248987700593802e-05
Position 13555: 1.7261850352778335e-05
Position 485: 1.7072695355840753e-05
Position 360: 1.6373629140796505e-05
Position 206: 1.496128744307079e-05
Position 668: 1.4588412911149559e-05
Position 12069: 1.3129019097352095e-05
Position 11618: 1.1362949806772556e-05
Position 11928: 1.0187814155163794e-05
Position 11510: 9.250569492655947e-06
Position 577: 7.913335482384376e-06
Position 128: 7.563899540749551e-06
Position 393: 7.193282261610577e-06
Position 12264: 6.7348636741695665e-06
Position 11987: 6.137700358066285e-06
Position 12211: 3.517341123854349e-06
Position 1253: 3.1959504841201943e-06
Position 12240: 2.635149174653629e-06
Position 12103: 2.3205720652323103e-06
Position 12186: 2.0262702042860162e-06
Position 12012: 1.6158256448051289e-06
Position 336: 1.3964579227497556e-06
Position 12136: 1.0163237263707643e-06
Position 11925: 9.67239969273511e-07
Position 1109: 8.895872815477457e-07
Position 1304: 8.131391702629691e-07
Position 11982: 7.111477836756691e-07
Position 12052: 2.967884628244139e-07
Position 11997: 2.7589807998833286e-07
Position 1455: 2.541232717323444e-07
Position 1682: 2.508257701239033e-07
Position 1494: 2.487382565308086e-07
Position 11933: 1.0466567439195403e-07
Position 12189: 1.0392350105737449e-07
Position 12219: 8.6557298974795e-08
Position 12234: 8.006966060068855e-08
Position 155: 3.153966871713678e-08
Position 12267: 1.2613864282060237e-08
Position 373: 1.218791417326324e-08
Position 12121: 7.321422706793007e-10
Position 180: 4.0044638714860565e-10
Position 12315: 9.540319100283758e-11
Position 100: 4.314029325520408e-11
Position 186: 2.680718098265925e-11
Position 12279: 2.1994773817023528e-11
