Gene = Cand1
Position 2684: 0.0002166427213778275
Position 649: 0.000215835535276357
Position 2931: 0.00020254989062435915
Position 205: 0.0001973502197244815
Position 604: 0.00019429367940619754
Position 1526: 0.0001844995487659504
Position 698: 0.00017648300587170637
Position 1553: 0.00017034169788551946
Position 2969: 0.00013933963177400536
Position 2887: 0.00012386928710182593
Position 4446: 0.00011460674822540814
Position 4004: 9.622762755932319e-05
Position 3545: 6.525339130896066e-05
Position 587: 5.7846331691965535e-05
Position 457: 5.6330698154436916e-05
Position 1064: 5.311752940056153e-05
Position 3306: 4.813882202750378e-05
Position 3073: 4.707857514875731e-05
Position 214: 4.4540378877927625e-05
Position 540: 3.0714018939891204e-05
Position 4106: 2.8510685672256064e-05
Position 4340: 2.7072630635031417e-05
Position 424: 2.099099201217213e-05
Position 3944: 1.945843561154318e-05
Position 183: 1.7098357259705344e-05
Position 1046: 1.4824246156482649e-05
Position 764: 1.212869785876652e-05
Position 954: 1.0153789641047636e-05
Position 399: 9.397457333684749e-06
Position 162: 8.983766970298713e-06
Position 865: 8.743309926707088e-06
Position 3910: 8.549201553814861e-06
Position 477: 8.404404596741211e-06
Position 4283: 8.072883648169519e-06
Position 3696: 5.554621479093524e-06
Position 485: 4.5965301729600734e-06
Position 4132: 4.492123923277618e-06
Position 1024: 4.133698683155601e-06
Position 775: 4.0442320541251125e-06
Position 1774: 3.2842713858061106e-06
Position 493: 3.0309205713367344e-06
Position 3174: 2.883849960403427e-06
Position 653: 2.6948369633501837e-06
Position 3126: 2.5666919431356883e-06
Position 1516: 2.5236913595759635e-06
Position 4086: 2.425840239638076e-06
Position 817: 2.092167247522004e-06
Position 1244: 2.0590469232560324e-06
Position 624: 1.8396026519502603e-06
Position 887: 1.8223472716948728e-06
Position 2012: 1.7263218641964132e-06
Position 5: 1.5485200620992255e-06
Position 3209: 1.5158211249307805e-06
Position 555: 1.4706904042296201e-06
Position 3961: 1.4311527861641997e-06
Position 1880: 1.4225591645366786e-06
Position 897: 1.1244249243315602e-06
Position 1451: 1.1082410886704056e-06
Position 3974: 1.0911884797336276e-06
Position 1216: 1.0460042399098917e-06
Position 529: 9.905148913311164e-07
Position 1518: 8.894298860472992e-07
Position 758: 8.243558593769645e-07
Position 3456: 6.221470234694709e-07
Position 3914: 5.962960850026865e-07
Position 3648: 5.536333771005117e-07
Position 2153: 5.435534544327486e-07
Position 737: 4.3427958863445826e-07
Position 1221: 4.079507536046557e-07
Position 2334: 3.6736685803868455e-07
Position 728: 3.550225776998958e-07
Position 3842: 3.34210803802296e-07
Position 3423: 3.3126456861636715e-07
Position 3450: 2.9521265518043205e-07
Position 2878: 2.7844985408804554e-07
Position 3808: 2.568911147573232e-07
Position 956: 2.0677362567399744e-07
Position 1183: 1.824005399213197e-07
Position 4121: 1.4285823797373844e-07
Position 4301: 1.3987475325785986e-07
Position 1341: 9.60834288642007e-08
Position 2345: 7.409416206851265e-08
Position 905: 7.337570504001745e-08
Position 1500: 5.696315696485528e-08
Position 913: 4.169575916134872e-08
Position 2642: 3.173021610557716e-08
Position 1336: 2.3761498403508814e-08
Position 2811: 1.3725327786002636e-08
Position 2075: 1.2684638482674315e-08
Position 1320: 8.004626903083152e-09
Position 4170: 7.088017912214872e-09
Position 4231: 6.625633417465422e-09
Position 824: 3.918619167310924e-09
Position 1308: 3.5164706873449156e-09
Position 4175: 3.457122034670167e-09
Position 4158: 2.1365450488312467e-10
Position 2162: 4.880036315062426e-11
Position 335: 1.1573546920201585e-11
Position 3657: 6.934658475553046e-12
Position 3213: 5.492637520590645e-12
Position 315: 2.4964607136978703e-12
Position 1357: 8.787293709216039e-13
Position 472: 5.779367133165545e-13
Position 299: 1.1046820187137227e-13
Position 740: 2.1485669795952174e-14
Position 4093: 6.268996061196361e-15

Sorted 3' Splice Sites (High to Low Probability):
Position 2768: 0.9977058344680938
Position 4058: 0.9960309544796068
Position 4269: 0.9927499811835125
Position 309: 0.9901774992430288
Position 1345: 0.9563970522964572
Position 751: 0.9375459094371491
Position 1122: 0.8506272919466352
Position 2182: 0.7183836321047109
Position 1093: 0.1392382964841904
Position 162: 0.060042199778014
Position 1546: 0.05032743091578088
Position 1850: 0.05002453219729553
Position 837: 0.04961811438984843
Position 1328: 0.024495628716347514
Position 3860: 0.02438252387642057
Position 2387: 0.02306570749407578
Position 2161: 0.015314288699768879
Position 3887: 0.01350488257315418
Position 1129: 0.009812785955402838
Position 2533: 0.008901977308658325
Position 2488: 0.00842322411219827
Position 754: 0.006524790937146608
Position 4514: 0.0061543431240377025
Position 3593: 0.005986678513923773
Position 4482: 0.005050803855699484
Position 4438: 0.003983836618777737
Position 2053: 0.003845788642915182
Position 4078: 0.003673916877060909
Position 1771: 0.0035259841668871207
Position 3125: 0.0034522634625521378
Position 3334: 0.0028856703542118243
Position 1603: 0.0028136570328611303
Position 3137: 0.0027634922844283656
Position 4283: 0.0023575540372411537
Position 2585: 0.0023294079070295924
Position 4280: 0.0022256439122741523
Position 2343: 0.002014467761550423
Position 3905: 0.0020078335115601706
Position 570: 0.0019623494973275398
Position 2618: 0.0019317311076423743
Position 1808: 0.0018646737771958672
Position 1511: 0.0013743135376121083
Position 3590: 0.0013559406564461595
Position 2990: 0.0012423399927316
Position 1744: 0.0011278280681612475
Position 2086: 0.001061093347376008
Position 2111: 0.0009959916050228616
Position 3380: 0.0009443572701535746
Position 3540: 0.0009193501199113365
Position 4301: 0.0008922358132659295
Position 1711: 0.0008592740318438236
Position 1572: 0.0008070971781037431
Position 2275: 0.0006753119100070676
Position 2461: 0.0006240889046416165
Position 4502: 0.0005301231011086606
Position 1914: 0.0005105262547384982
Position 1923: 0.00047245344943510064
Position 931: 0.0004533990901365311
Position 3740: 0.00044943772605423715
Position 865: 0.00044533499458927257
Position 3563: 0.0004342847086597053
Position 1354: 0.00043167993828684126
Position 3100: 0.0004158221173197167
Position 2024: 0.0004035574391508038
Position 2537: 0.0003929885849332179
Position 2245: 0.0003854538375250752
Position 2209: 0.00035583952725145093
Position 1660: 0.00034211987581885596
Position 2443: 0.0003224086790211056
Position 4311: 0.000317963944046248
Position 1399: 0.0003143826634818226
Position 1549: 0.00031208641931751945
Position 1970: 0.0003037616613123551
Position 2822: 0.0002567099112187972
Position 717: 0.0002497010610715047
Position 2858: 0.00021224175629850367
Position 2993: 0.0002034777263603301
Position 191: 0.0001903119280545049
Position 1875: 0.00018146680095550515
Position 4105: 0.0001767866012161817
Position 659: 0.00017329150104756157
Position 2369: 0.00016956729490577945
Position 3347: 0.00016745032307071282
Position 3179: 0.0001629729661523632
Position 501: 0.00011799185968008313
Position 775: 0.00010912000552404898
Position 624: 9.939115794628551e-05
Position 124: 9.899680845964068e-05
Position 2083: 9.337594340496781e-05
Position 110: 7.139697391531908e-05
Position 3302: 6.844485344270673e-05
Position 477: 6.606295255332806e-05
Position 462: 5.7593560260383025e-05
Position 3569: 5.5463497666576244e-05
Position 567: 5.460188612013464e-05
Position 2804: 5.153299697329367e-05
Position 604: 5.098645301795487e-05
Position 600: 5.048286107198717e-05
Position 4527: 4.8254410401088346e-05
Position 3389: 4.4356348335496325e-05
Position 3398: 4.271812204343445e-05
Position 4462: 3.9645044711148714e-05
Position 883: 3.9053798195312174e-05
Position 4129: 3.732090389336735e-05
Position 516: 3.4483487592612575e-05
Position 4331: 3.331380893309933e-05
Position 4175: 2.9778567657940587e-05
Position 1024: 2.774410559371624e-05
Position 92: 2.412910609620953e-05
Position 4369: 1.9117113019132847e-05
Position 4544: 1.555400674032093e-05
Position 3026: 1.4007345824473656e-05
Position 104: 9.84040928225832e-06
Position 1183: 9.733506512863329e-06
Position 4537: 9.09322001847045e-06
Position 939: 8.318452331890391e-06
Position 851: 7.760524675382212e-06
Position 4132: 7.709529946756195e-06
Position 1188: 7.652934255260545e-06
Position 4349: 6.878626224984306e-06
Position 1228: 6.204561243057695e-06
Position 983: 5.439063407317297e-06
Position 372: 5.392106254944974e-06
Position 4394: 3.2717858351402485e-06
Position 214: 2.8115341056054194e-06
Position 1001: 2.2908744124501195e-06
Position 4202: 1.8873344574294335e-06
Position 129: 9.68934421603011e-07
Position 895: 9.290514156216336e-07
Position 327: 8.882301591020336e-07
Position 682: 8.50042266949206e-07
Position 69: 7.16533902804785e-07
Position 4352: 7.029506687752145e-07
Position 375: 6.62146161986127e-07
Position 432: 6.535926144574997e-07
Position 4403: 6.171632195296958e-07
Position 411: 5.325772720784689e-07
Position 1259: 4.703640634776925e-07
Position 4383: 4.645008989797756e-07
Position 4340: 4.4262096238905464e-07
Position 1458: 4.329021461584168e-07
Position 507: 4.0845890046304287e-07
Position 1578: 3.802822476186464e-07
Position 1516: 3.6263235714140806e-07
Position 510: 3.298923924399303e-07
Position 254: 2.9028638252219697e-07
Position 615: 2.3135047704694286e-07
Position 366: 1.956029277793593e-07
Position 1606: 1.9176639706777106e-07
Position 587: 1.708823766096915e-07
Position 1192: 1.4559682615212035e-07
Position 4144: 1.0734778402890585e-07
Position 3002: 7.129289840339017e-08
Position 245: 5.946922327729623e-08
Position 2936: 5.7925183107637565e-08
Position 457: 2.0489567793753047e-08
Position 1465: 1.8336549942587888e-08
Position 1612: 1.6839918736663807e-08
Position 1216: 1.5523158632124373e-08
Position 1447: 7.120772786303121e-09
Position 1438: 6.599311649093441e-09
Position 1470: 2.475888725662033e-09
Position 1207: 1.1406428703570958e-09
Position 1179: 8.361491853180751e-10
Position 4287: 6.273677211084678e-10
Position 1290: 3.6511941371935087e-10
Position 1462: 3.5606918546759644e-10
Position 51: 3.1666435742197587e-10
Position 1238: 1.342337097177448e-11
Position 399: 2.821353544252419e-13
Position 380: 3.0734272850228155e-14
Position 405: 2.401227679502091e-14
