Gene = Pvrig
Position 1448: 1.1115052885092595e-07
Position 820: 1.0123149395898273e-07
Position 1461: 6.394991021686506e-08
Position 1509: 4.269185458165255e-08
Position 831: 2.428808075615684e-08
Position 1421: 1.551685718269161e-08
Position 1423: 5.224350106569999e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 828: 0.9064264787501035
Position 624: 0.7708968667802566
Position 982: 0.4865560776885733
Position 194: 0.19432652934483738
Position 1160: 0.15894440748350627
Position 513: 0.1291866479822501
Position 299: 0.08822964161563461
Position 645: 0.08399686513403591
Position 254: 0.06523639612181142
Position 414: 0.05712008696509116
Position 1410: 0.04528547452281499
Position 1186: 0.02298193172686636
Position 356: 0.02265684274737334
Position 387: 0.0183361922442783
Position 1334: 0.016110205588095033
Position 373: 0.015376543575159175
Position 272: 0.008996330863184094
Position 391: 0.008904548772129177
Position 1047: 0.007613878531553948
Position 1127: 0.007504748208941461
Position 1440: 0.006538592378166278
Position 330: 0.005935539484020769
Position 370: 0.005611245448411775
Position 1379: 0.00442176025092076
Position 861: 0.003540976529807051
Position 1107: 0.0032353332870408524
Position 663: 0.0032086700183482373
Position 1189: 0.0025357798431556154
Position 1421: 0.001980067570505041
Position 1546: 0.001699939880582398
Position 449: 0.0016345502742451908
Position 1280: 0.0012591396252253947
Position 198: 0.0011346363712047536
Position 660: 0.0008219528633781331
Position 1063: 0.0007343338692565622
Position 1444: 0.0006848184177600438
Position 1573: 0.0006681693107716852
Position 341: 0.0006282159970431475
Position 1314: 0.00045370502070631876
Position 456: 0.00031143100184006156
Position 991: 0.00030494509357467355
Position 1060: 0.0002906540865320817
Position 1479: 0.00028021073865586215
Position 453: 0.0002690169623366019
Position 525: 0.00026341960418892457
Position 487: 0.00025181697295754475
Position 868: 0.00023374687090013278
Position 1230: 0.00022455815482850226
Position 1300: 0.00020843004932779587
Position 1205: 0.00019823240973043798
Position 303: 0.00018544449507699727
Position 464: 0.00016343749964574568
Position 690: 0.00015603110677263332
Position 916: 0.00013428221212229512
Position 789: 0.00013410065352305244
Position 1275: 0.00011811475599300514
Position 571: 0.00010537884300117675
Position 737: 0.00010519035790062725
Position 279: 0.00010198913415731478
Position 874: 7.384738781207884e-05
Position 1081: 5.9144358072840416e-05
Position 1303: 5.1178601727742595e-05
Position 1503: 4.960956318413613e-05
Position 537: 4.2386688624870306e-05
Position 218: 3.6480524606778547e-05
Position 924: 3.1493883679818764e-05
Position 740: 2.7437025168160336e-05
Position 205: 2.7169267209567665e-05
Position 1485: 2.436488578234408e-05
Position 311: 2.30930101796546e-05
Position 229: 1.573430068715049e-05
Position 934: 1.5694211251529215e-05
Position 223: 1.4795890768500233e-05
Position 527: 1.3333872923070183e-05
Position 847: 1.2632699041856972e-05
Position 1509: 9.530599977989178e-06
Position 1491: 9.111292952649536e-06
Position 542: 5.238492967689997e-06
Position 548: 4.274954968282585e-06
Position 1459: 3.97885276189106e-06
Position 886: 2.9543416767184112e-06
Position 742: 2.755668746357838e-06
Position 1074: 2.700020141149034e-06
Position 564: 2.596225344032216e-06
Position 764: 1.971234003772277e-06
Position 693: 1.4695191580559498e-06
Position 837: 1.1525099277696485e-06
Position 880: 1.0009702683716069e-06
Position 942: 9.233237969592896e-07
Position 899: 7.307671849087036e-07
Position 1493: 5.952889128641223e-07
Position 913: 5.913855979203082e-07
Position 562: 2.5072048901246815e-07
Position 673: 2.453041401216553e-07
Position 902: 1.2561482442243892e-07
Position 891: 1.2226782975768374e-07
Position 579: 9.627383990870095e-08
Position 165: 1.9984015225994495e-08
Position 152: 6.850628921558437e-09
Position 753: 3.3958307200412934e-09
Position 134: 6.433615040112599e-12
