Gene = FAIM
Position 115: 1.7855340991291823e-08
Position 1541: 1.7760046593081084e-08
Position 1384: 1.339865327101597e-08
Position 40: 1.2227088251936986e-08
Position 486: 1.0725172734818972e-08
Position 1299: 8.812551131817754e-09
Position 256: 7.276225933142862e-09
Position 23: 6.381565693409716e-09
Position 674: 6.0071861896906464e-09
Position 300: 2.357044613362729e-09
Position 562: 3.430530168239282e-10
Position 809: 3.4048744402219954e-10
Position 1282: 2.694241757848924e-10
Position 192: 1.8377451042374308e-10
Position 433: 5.605121358105041e-13
Position 518: 2.1858707308859486e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 13336: 0.9788679692881556
Position 20255: 0.9029817961016635
Position 12555: 0.7817934541339513
Position 24078: 0.7761306084832632
Position 23469: 0.5422334887843266
Position 20046: 0.4746259838500752
Position 10782: 0.3145736737740429
Position 20383: 0.28541806986565327
Position 12567: 0.1485615472710456
Position 6566: 0.13626170174915161
Position 20087: 0.1325158854356752
Position 23506: 0.12310723411571617
Position 20736: 0.10143482512983787
Position 20026: 0.08896188046110773
Position 23521: 0.07026597969801936
Position 1344: 0.05719433820206553
Position 19316: 0.046318338764185625
Position 22639: 0.04073551139481695
Position 20470: 0.040128981789848805
Position 20220: 0.03422906372809953
Position 14905: 0.029736873270694224
Position 22924: 0.02854845224829654
Position 15412: 0.026955151920481323
Position 1440: 0.024741247476209056
Position 985: 0.024292078537409226
Position 6423: 0.022494393460486362
Position 14535: 0.021444899017960387
Position 5632: 0.018674206022674028
Position 6348: 0.01850906119096544
Position 14938: 0.01747264262920882
Position 15468: 0.01647639794617937
Position 20762: 0.016317886797041128
Position 23853: 0.015091054602120341
Position 7191: 0.015029396664626585
Position 20427: 0.013191153395204248
Position 20450: 0.013038600291242784
Position 23818: 0.013001470442305475
Position 22458: 0.012159629359888529
Position 2045: 0.012090359761207715
Position 21404: 0.011785290760885074
Position 16901: 0.011254547883192648
Position 18946: 0.01113245109324998
Position 1455: 0.010824583443796443
Position 20617: 0.009553810029745053
Position 18675: 0.00922074297768213
Position 20403: 0.009042742494182592
Position 10479: 0.007634246144284214
Position 1179: 0.007145302418814766
Position 1422: 0.007026826076806955
Position 1515: 0.006425710007296931
Position 21029: 0.006209627091824698
Position 18805: 0.005197736776205743
Position 24443: 0.005136197695262268
Position 2126: 0.004868646389452559
Position 22673: 0.0045841501640079925
Position 1995: 0.00452857602753958
Position 24344: 0.004459454987270745
Position 876: 0.004306006950996856
Position 24144: 0.004224685431775721
Position 23659: 0.004191823289455209
Position 24026: 0.004088135860176754
Position 20556: 0.004053190308936894
Position 22416: 0.0037279642826331355
Position 813: 0.0036344696828629125
Position 15197: 0.0035835501626330117
Position 19172: 0.0035823921650521627
Position 10430: 0.003263410590376007
Position 18865: 0.0031978069248853663
Position 23912: 0.0031372988076482527
Position 182: 0.0031047210135408776
Position 12952: 0.002975663337831446
Position 23650: 0.002941280508179209
Position 1104: 0.0029151891727219555
Position 21331: 0.002827880470560329
Position 2071: 0.002650672329966498
Position 22811: 0.002070992627712134
Position 22936: 0.00203736433587161
Position 22688: 0.001954405925318019
Position 21243: 0.0019208468486106823
Position 23999: 0.0019126876757966694
Position 21435: 0.0017996424073243437
Position 15532: 0.0017918443218580499
Position 23861: 0.0017575772245002558
Position 20689: 0.0017261472274494357
Position 22998: 0.0015925351974785103
Position 658: 0.0014985770099374557
Position 21336: 0.001461556379980126
Position 22837: 0.0014449448312088041
Position 989: 0.0014396908106504278
Position 22716: 0.0014206763052190467
Position 14873: 0.0014052662987306217
Position 1021: 0.0013709570816002447
Position 24367: 0.0013592499819788182
Position 14555: 0.0012940743291645917
Position 23212: 0.0012083250105618354
Position 24492: 0.001198614612033422
Position 1017: 0.00116920048165149
Position 13588: 0.001153444408737665
Position 21407: 0.0011371133081643085
Position 17920: 0.001070229589321193
Position 15380: 0.001058786105984944
Position 2368: 0.0010166084638734754
Position 968: 0.0009857829234779995
Position 7102: 0.0009830415909235853
Position 20774: 0.0009326778160251741
Position 4208: 0.000875248313987581
Position 23268: 0.000853243882857694
Position 15696: 0.0008394378985919352
Position 14394: 0.000835318472163027
Position 1942: 0.0008169305265460597
Position 23484: 0.0007992039409620148
Position 1056: 0.0007476816678019223
Position 9148: 0.0007474912141713998
Position 14702: 0.0007441818255251717
Position 21901: 0.0007133851527441899
Position 316: 0.0006791738637312537
Position 23959: 0.0006736968432357151
Position 1556: 0.000672962035057407
Position 24203: 0.0006579487626391147
Position 23703: 0.000650063312772856
Position 20514: 0.0006474257986886393
Position 17972: 0.0006393923597960526
Position 1043: 0.0006345138945369595
Position 18200: 0.000619977607821068
Position 3270: 0.0005783320534752518
Position 17985: 0.0005718799596569153
Position 20803: 0.0005620026014693042
Position 1075: 0.000558239406038502
Position 14531: 0.000545030592706657
Position 21369: 0.0005412124004226238
Position 5660: 0.0005179815436450219
Position 14473: 0.0005063027783310379
Position 1472: 0.0004850891127483113
Position 21308: 0.0004683140611184768
Position 20235: 0.0004640527700632722
Position 1752: 0.0004326614719577491
Position 337: 0.0004035276849205381
Position 13640: 0.00039948480452443256
Position 21755: 0.000395494767912129
Position 23667: 0.00038649742848723454
Position 13370: 0.0003496468320468631
Position 4134: 0.0003408511853343538
Position 21946: 0.0003384618317970484
Position 912: 0.0003305164920080646
Position 22649: 0.00031353209144152416
Position 1263: 0.00031050463606590017
Position 2058: 0.0002957662701301863
Position 4187: 0.00027328445530521383
Position 20905: 0.0002684663777515116
Position 1351: 0.00025478470666591554
Position 15659: 0.00022771065173988613
Position 502: 0.0002088186100237536
Position 1299: 0.00020490572090550328
Position 578: 0.00020456047694663573
Position 20261: 0.0001996663986035592
Position 919: 0.00019922603108594157
Position 21808: 0.0001802043191188416
Position 23038: 0.00017624343570069078
Position 13340: 0.00017130082004028632
Position 20385: 0.00015528734376710478
Position 6974: 0.00015203996614784443
Position 15200: 0.00014930474658503412
Position 1534: 0.00014868796527513464
Position 3153: 0.00014857322559483693
Position 6739: 0.00014129332764010945
Position 20996: 0.00011749805843427365
Position 24395: 0.0001138126362679512
Position 20800: 6.204072403021216e-05
Position 20855: 5.74823314257012e-05
Position 617: 5.6635164779606676e-05
Position 21199: 4.9622820040196115e-05
Position 20821: 4.7772503106519806e-05
Position 4350: 3.901346612695283e-05
Position 378: 3.750880229953549e-05
Position 3427: 3.393650101793262e-05
Position 3294: 2.9851950815705747e-05
Position 1193: 2.6397964319095135e-05
Position 1653: 2.2901314665272452e-05
Position 1491: 2.1874965291334164e-05
Position 1776: 1.716458612124446e-05
Position 2191: 1.3343253046878418e-05
Position 535: 1.324933866960821e-05
Position 1000: 1.1285364605438e-05
Position 894: 1.116404192969835e-05
Position 13653: 1.0568337740033541e-05
Position 13286: 8.959501817523716e-06
Position 20435: 6.987594830073154e-06
Position 13702: 6.842587651979519e-06
Position 14728: 5.598113785798643e-06
Position 14708: 5.5962947180243215e-06
Position 23364: 4.88504291784007e-06
Position 14795: 4.357812681520704e-06
Position 14771: 3.266635409019575e-06
Position 14595: 3.1703639892915202e-06
Position 13939: 2.798793178124513e-06
Position 444: 2.6074586573082483e-06
Position 902: 2.510777721534439e-06
Position 273: 2.19440266218356e-06
Position 1160: 2.0553446659382357e-06
Position 1199: 1.9624672196114816e-06
Position 580: 1.7020602302110286e-06
Position 932: 1.5982017935865433e-06
Position 14074: 1.4293507975369115e-06
Position 674: 1.3770590717927576e-06
Position 2749: 1.1862133971377769e-06
Position 288: 6.336963716544961e-07
Position 1134: 4.560948949722962e-07
Position 1460: 4.252970302381284e-07
Position 640: 4.1333992473087017e-07
Position 1503: 4.1087788401954384e-07
Position 1080: 3.946439829161406e-07
Position 1392: 3.8043844892014133e-07
Position 1527: 3.6410660803546265e-07
Position 3684: 2.497703761910973e-07
Position 944: 2.4893130803362633e-07
Position 13772: 2.253796725288445e-07
Position 20825: 1.9833738478637147e-07
Position 1383: 1.8503037443936024e-07
Position 1355: 1.6123794050143215e-07
Position 13885: 1.533716724328632e-07
Position 2292: 1.4444218690725474e-07
Position 2663: 1.4082639213925466e-07
Position 13749: 1.2078959875967233e-07
Position 1108: 1.1086454410033637e-07
Position 2575: 1.0987762764505349e-07
Position 300: 1.0472429246938894e-07
Position 1922: 4.702810883599864e-08
Position 1918: 4.627192622536334e-08
Position 448: 4.443073276799979e-08
Position 3103: 3.262056880732092e-08
Position 2307: 2.4528478324586642e-08
Position 413: 1.1044806326469694e-08
Position 2323: 1.0557451037542068e-08
Position 585: 9.502572835659965e-09
Position 1756: 9.192584364087561e-09
Position 1850: 8.634146603913567e-09
Position 600: 7.015488696254486e-09
Position 384: 4.0141619338904275e-09
Position 539: 2.945256941695087e-09
Position 543: 7.334547666279531e-10
Position 1111: 3.874408538036617e-10
Position 1214: 3.5342761587773113e-10
Position 556: 1.9746879412632315e-10
Position 20651: 9.751261481085724e-12
Position 559: 7.784937737845324e-13
