Gene = DLEC1
Position 2207: 5.342460570352378e-06
Position 2218: 4.5069501398639565e-06
Position 539: 3.936259514645736e-06
Position 74: 2.4429480027813517e-06
Position 565: 2.4297157557107584e-06
Position 781: 1.666678396632164e-06
Position 1788: 1.0817123736329691e-06
Position 262: 1.079186917643912e-06
Position 3981: 1.0711120590255205e-06
Position 342: 8.757283456979958e-07
Position 15: 6.899131692377289e-07
Position 789: 5.980132777890023e-07
Position 472: 5.553464166792583e-07
Position 1287: 4.4790393902481497e-07
Position 9: 3.994332610136116e-07
Position 965: 3.8113910350774433e-07
Position 1385: 2.9796009990229464e-07
Position 443: 2.290663694637275e-07
Position 1552: 2.0117393154568071e-07
Position 1627: 1.5436651578544945e-07
Position 59: 1.4878452240849517e-07
Position 241: 1.2399301933174112e-07
Position 453: 1.0225852961061284e-07
Position 1084: 5.771396500224414e-08
Position 915: 3.295189024395577e-08
Position 881: 3.1680074848220124e-08
Position 2704: 2.563160092014028e-08
Position 655: 2.1799498407448353e-08
Position 922: 1.8699291588770703e-08
Position 1065: 1.645088230990335e-08
Position 765: 1.534366252796634e-08
Position 2510: 1.5073225397074803e-08
Position 1002: 1.447880071846869e-08
Position 1040: 1.357778491589391e-08
Position 736: 1.2858881167573319e-08
Position 329: 1.968708424689636e-10
Position 437: 1.3119295808458025e-10
Position 518: 1.1541130802063336e-10
Position 448: 1.0504085965301023e-10
Position 414: 4.8247267854562185e-11
Position 582: 7.812263203510215e-12
Position 315: 1.4018295061461625e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 20536: 0.9184286139438342
Position 10013: 0.8925258609933227
Position 19905: 0.6972473112809134
Position 22963: 0.48344487582146234
Position 15577: 0.4458137147989073
Position 12188: 0.42474984904193397
Position 6337: 0.3182691641817238
Position 10611: 0.25819268071016277
Position 6763: 0.2576012209371823
Position 20826: 0.25047147369172157
Position 23000: 0.23988120917480404
Position 12185: 0.21285168583113104
Position 30837: 0.17826320539186027
Position 24635: 0.1754073801556772
Position 11234: 0.17415784345890356
Position 23549: 0.16506404597155963
Position 21998: 0.1610115487756577
Position 10748: 0.0969260046575017
Position 15183: 0.07697659254702705
Position 6572: 0.0747470295080465
Position 10044: 0.07244214620175757
Position 9364: 0.07193868368761655
Position 8658: 0.06425132384258596
Position 20740: 0.06308877754633821
Position 12244: 0.06068801771422126
Position 27376: 0.05827017630102648
Position 26647: 0.05708588033504853
Position 28083: 0.05671339910624138
Position 8821: 0.04952715944341774
Position 7232: 0.04923304487863024
Position 25608: 0.049166761896965325
Position 28568: 0.04870954808372301
Position 23375: 0.048600227746714394
Position 28103: 0.04848443361590847
Position 23429: 0.048037935003222815
Position 27323: 0.047532590505911285
Position 28417: 0.04645959482997006
Position 9146: 0.04478322502124085
Position 13369: 0.04257414209754589
Position 23458: 0.035994604394371826
Position 20602: 0.03238946168883741
Position 15391: 0.024910370255753152
Position 26705: 0.02430748674832245
Position 17746: 0.023326144470485036
Position 27390: 0.022524158392119454
Position 21024: 0.019879866290339485
Position 8901: 0.01891613969704693
Position 5990: 0.018127486511040715
Position 22507: 0.018052579350454484
Position 2304: 0.017326456885906262
Position 6082: 0.017032530578642575
Position 24737: 0.016282916051149485
Position 22934: 0.015985592417141065
Position 23552: 0.015697680396194635
Position 25215: 0.015410761425135365
Position 12869: 0.014959262492939199
Position 9201: 0.014766497109345375
Position 4052: 0.014621273169286022
Position 7018: 0.014484426575602859
Position 9015: 0.014247269179904806
Position 24821: 0.013468650207651615
Position 6358: 0.011880046332035387
Position 16376: 0.011874787837879569
Position 20416: 0.011114123205024766
Position 7196: 0.010697827946315349
Position 7107: 0.010338401549577655
Position 16128: 0.009872635945189931
Position 1152: 0.009769721246808607
Position 6181: 0.009555281385467223
Position 24068: 0.008868898470471048
Position 22906: 0.008315564432562803
Position 19577: 0.008145151327651283
Position 7727: 0.007988395848037752
Position 30404: 0.007745951382019385
Position 22483: 0.007715664467200471
Position 6683: 0.007551629930435693
Position 15285: 0.007282824472062529
Position 10583: 0.007056083204996681
Position 6704: 0.006598046638994864
Position 27842: 0.006427360646759334
Position 20742: 0.006425510066728826
Position 24144: 0.006208594672895716
Position 7588: 0.006169542949443112
Position 7645: 0.005797993874346741
Position 11173: 0.00555866355482096
Position 31283: 0.005350923375923707
Position 5943: 0.005349277622404056
Position 5940: 0.005293655624830631
Position 25724: 0.005286802431299843
Position 24688: 0.0052089910182774625
Position 20851: 0.005143984955640441
Position 6783: 0.005015566440407836
Position 24937: 0.004988802000621521
Position 26294: 0.00492026358959294
Position 23523: 0.004801552571874122
Position 15447: 0.004652547767571731
Position 24090: 0.004490624520689095
Position 1659: 0.003943776297296776
Position 12925: 0.003889884374168357
Position 5886: 0.003729861931705624
Position 7701: 0.0037054814833120675
Position 2148: 0.00343139895181523
Position 23025: 0.003286399259882649
Position 22018: 0.0032291321801016055
Position 8596: 0.0029032301761283065
Position 23306: 0.0023549606589018776
Position 12751: 0.0023278087370974536
Position 224: 0.002311022934241898
Position 6099: 0.0022518550698208896
Position 9151: 0.0020399009418972233
Position 23964: 0.0020207391172414276
Position 5908: 0.001961225005775081
Position 3840: 0.0018931419317048444
Position 1679: 0.0017572648632792694
Position 23803: 0.001752342632164669
Position 21994: 0.0017399885721167342
Position 13239: 0.0017135719014189294
Position 336: 0.0016784777749197385
Position 5892: 0.0016293569741403931
Position 12872: 0.0016186845141983978
Position 26600: 0.001518378186225884
Position 7275: 0.0014560543099418194
Position 2290: 0.001408812223886604
Position 6037: 0.0013723894739656119
Position 6188: 0.0012737351004791385
Position 7169: 0.0012735347525341452
Position 21534: 0.0012514758008810949
Position 1019: 0.0012365123893440465
Position 8790: 0.0012228462609765334
Position 8749: 0.0012164886844711583
Position 9305: 0.0011721965138642328
Position 24442: 0.0011550740652039066
Position 21051: 0.0011216069629820912
Position 3972: 0.0011037283749686447
Position 12086: 0.0011032937793884296
Position 2347: 0.0010817057953326277
Position 6732: 0.0010700153073523542
Position 3731: 0.0010477532079630261
Position 24963: 0.0010342116867894332
Position 25569: 0.0010188820979251897
Position 4028: 0.0010183410015247097
Position 22157: 0.0009520224427765628
Position 6863: 0.0008843029022702715
Position 9967: 0.0008494466459232213
Position 10586: 0.0008421414288399176
Position 2313: 0.0008278007972487938
Position 21513: 0.0008199568398589911
Position 10643: 0.0008156595339035762
Position 4533: 0.0007834830425346033
Position 11152: 0.0007629021453645583
Position 12781: 0.0007618810169763978
Position 9082: 0.0007560033814110492
Position 20298: 0.0006804192816718586
Position 12061: 0.0006770266064558809
Position 2124: 0.0006450265709453441
Position 11075: 0.0006414074528325658
Position 23771: 0.0006302787686748889
Position 24386: 0.0006268571522584647
Position 193: 0.0005832402754401753
Position 887: 0.0005623840384707435
Position 1980: 0.0005449352132016225
Position 3882: 0.0005050624773726945
Position 2191: 0.0004678012306492984
Position 6786: 0.00046392487618518777
Position 8358: 0.0004233513569547295
Position 291: 0.00042321180840872597
Position 1983: 0.00036321356341117945
Position 3375: 0.0003624537023137456
Position 524: 0.0003466868987344582
Position 4406: 0.0003421648722098829
Position 8523: 0.00033758303619293837
Position 23270: 0.0003371422376946384
Position 14731: 0.0003365762308767212
Position 10753: 0.0003338412604761562
Position 829: 0.00031318788289025617
Position 8299: 0.00030911423438114864
Position 10512: 0.0002902839881860351
Position 12807: 0.00028561793368760575
Position 10400: 0.0002686197650595318
Position 4365: 0.000233642391609625
Position 5948: 0.00020879459457903487
Position 6103: 0.00018763296407948193
Position 239: 0.00018576002649745376
Position 7765: 0.00018490205004468142
Position 24566: 0.00018445214351316532
Position 6355: 0.00017843110811127265
Position 2261: 0.00017358900250967165
Position 5861: 0.00017066446297077676
Position 2060: 0.00016848932089109516
Position 5994: 0.00016509231267637403
Position 17129: 0.00016430233453801877
Position 5800: 0.00014952030451722377
Position 5925: 0.00014492074454444247
Position 4508: 0.00014463546370642734
Position 5693: 0.00014163203924849393
Position 7986: 0.00013716529461576038
Position 3533: 0.00013198887718277096
Position 6400: 0.0001319492685511548
Position 1552: 9.97081073004927e-05
Position 3856: 9.87357388110075e-05
Position 505: 9.324342607784635e-05
Position 679: 9.201185482945799e-05
Position 1156: 9.176517448407634e-05
Position 8942: 8.669011898679366e-05
Position 5012: 7.039481526444644e-05
Position 2395: 6.152757400715433e-05
Position 9675: 6.088217480437931e-05
Position 1231: 5.839161232474086e-05
Position 10108: 5.5803186955264984e-05
Position 3760: 5.465868998154797e-05
Position 6634: 5.066946327042076e-05
Position 4165: 4.818462147523402e-05
Position 539: 4.542040701021651e-05
Position 582: 4.40002119146457e-05
Position 18636: 4.366695007759232e-05
Position 4967: 4.18308979743062e-05
Position 4928: 3.673579322389069e-05
Position 2200: 3.66085065952284e-05
Position 2074: 3.469626358839079e-05
Position 6267: 3.2872897424637146e-05
Position 4331: 3.278803575659513e-05
Position 3944: 3.190661629532072e-05
Position 1705: 3.1265367319883616e-05
Position 1451: 3.062129873089443e-05
Position 14776: 3.0428971640451363e-05
Position 6445: 2.9425248493262256e-05
Position 5815: 2.806380437760475e-05
Position 19145: 2.6667835638532695e-05
Position 1065: 2.661303338036454e-05
Position 3371: 2.5614866875132857e-05
Position 2320: 2.55399708574083e-05
Position 1088: 2.230758867811163e-05
Position 1827: 2.138925987025582e-05
Position 3871: 2.0274805742757728e-05
Position 1619: 1.694777871616063e-05
Position 2264: 1.6695371313559817e-05
Position 1851: 1.574691905063025e-05
Position 4896: 1.54487675520845e-05
Position 1753: 1.4248443130086493e-05
Position 1331: 1.2306591002646548e-05
Position 4185: 1.1618673092203667e-05
Position 4000: 1.1403069141715474e-05
Position 201: 1.111496537953356e-05
Position 836: 1.0984048907568267e-05
Position 254: 1.0440861284370795e-05
Position 179: 1.0322593682901158e-05
Position 861: 9.175036019547884e-06
Position 4771: 8.984487459210103e-06
Position 4973: 8.936828402605863e-06
Position 1661: 8.830685591657273e-06
Position 2005: 8.059565126273526e-06
Position 4815: 7.088796302774034e-06
Position 6250: 6.5887645872523725e-06
Position 1924: 5.979971119544257e-06
Position 388: 5.897904501877839e-06
Position 512: 5.728738048101599e-06
Position 1570: 5.380084086485217e-06
Position 890: 5.093352765600156e-06
Position 11674: 3.899760335127734e-06
Position 2215: 3.863901478540072e-06
Position 856: 3.8174512641763935e-06
Position 495: 3.598830160710816e-06
Position 1567: 2.216522491394275e-06
Position 565: 1.97067915742527e-06
Position 2009: 1.702452560068907e-07
Position 1985: 7.395644711175485e-08
Position 1876: 4.751671498082562e-08
Position 1989: 4.30176235565006e-08
Position 1481: 4.1538402912629124e-08
Position 1727: 3.8759903456716496e-08
Position 724: 3.373879523477322e-08
Position 3562: 2.8728222887807802e-08
Position 1521: 2.8627382674191915e-08
Position 3469: 2.769707442794028e-08
Position 2812: 2.584928776453095e-08
Position 2529: 2.3222722705511297e-08
Position 1170: 2.2642001209691273e-08
Position 950: 2.2616691536953426e-08
Position 361: 2.1228695992691118e-08
Position 3512: 2.0837072106532372e-08
Position 341: 1.9129855198442942e-08
Position 922: 1.8857493853775478e-08
Position 1833: 1.6217913899014094e-08
Position 357: 1.570626100247629e-08
Position 1411: 1.333483407803778e-08
Position 898: 1.3186740181259863e-08
Position 849: 1.2863146602764872e-08
Position 377: 1.2592867605412835e-08
Position 658: 7.967700009615105e-09
Position 1094: 7.298782071714723e-09
Position 1715: 6.0367442252851164e-09
Position 1691: 4.851408009628696e-09
Position 840: 3.5769252433062126e-09
Position 1601: 3.18528527611136e-09
Position 1283: 3.1284738830052083e-09
Position 1167: 3.0003723447394183e-09
Position 1301: 2.9111160320083388e-09
Position 248: 2.6025018326530347e-09
Position 367: 2.2849682564774658e-09
Position 3538: 1.922199394288064e-09
Position 588: 1.4939816037816445e-09
Position 2569: 6.237361511162893e-10
Position 2614: 4.635212112411794e-10
Position 2332: 2.7806790625798065e-10
Position 1477: 2.2825633555100267e-10
Position 1186: 1.3799079436352376e-10
Position 751: 1.3990867345535816e-12
Position 736: 1.3035575016001584e-12
Position 422: 1.0600762163999735e-12
Position 550: 1.050383889780428e-12
Position 124: 9.945194351540893e-13
