Gene = MKLN1
Position 7168: 7.750033712390183e-05
Position 5248: 7.588743911899358e-05
Position 4928: 7.534184423334933e-05
Position 3506: 7.125351004367718e-05
Position 795: 6.912029451373121e-05
Position 4195: 6.52662935695302e-05
Position 1722: 5.955253460301271e-05
Position 8379: 5.870607709999826e-05
Position 2103: 5.16055360108207e-05
Position 2355: 5.0180489321319856e-05
Position 469: 4.1147618507182974e-05
Position 7126: 3.643405330526863e-05
Position 7364: 3.5191263178081334e-05
Position 5084: 3.508483299823795e-05
Position 6263: 3.4931089803436736e-05
Position 7061: 3.382907086567845e-05
Position 3838: 3.280266828210207e-05
Position 6793: 3.254972973455834e-05
Position 1245: 3.141423407434848e-05
Position 5425: 3.064581968849571e-05
Position 8274: 3.0423337389294972e-05
Position 7000: 2.991893169334732e-05
Position 1137: 2.9839589388010555e-05
Position 695: 2.9411057560559438e-05
Position 3887: 2.9392552679286006e-05
Position 2998: 2.7865258266531762e-05
Position 6541: 2.753196319107466e-05
Position 1835: 2.7388309205621796e-05
Position 1434: 2.6460787042032157e-05
Position 4787: 2.3843296473365655e-05
Position 2768: 1.9535307906582835e-05
Position 5468: 1.86466718766041e-05
Position 5327: 1.717902084774835e-05
Position 4223: 1.7167004442237587e-05
Position 4960: 1.536112584941241e-05
Position 2169: 1.524735068707026e-05
Position 276: 1.4223941505343561e-05
Position 1758: 1.318661453910216e-05
Position 1418: 1.1595519119642407e-05
Position 956: 1.0405904185511441e-05
Position 1643: 9.322229303588707e-06
Position 3314: 8.471051413635882e-06
Position 2929: 8.193562377244344e-06
Position 744: 7.979048163698091e-06
Position 1118: 7.102690287497081e-06
Position 4159: 6.85519682711108e-06
Position 2833: 6.660244580719787e-06
Position 522: 6.448242904257583e-06
Position 1106: 6.147506755257615e-06
Position 692: 5.856641674292599e-06
Position 712: 5.648933583711205e-06
Position 2645: 5.282201496365787e-06
Position 3719: 4.952326122202413e-06
Position 1142: 4.878332036046431e-06
Position 1936: 3.829857724530679e-06
Position 384: 3.736725925148867e-06
Position 2672: 3.6916024815671342e-06
Position 814: 3.607559903169735e-06
Position 315: 3.6023176221122933e-06
Position 553: 3.381625201641235e-06
Position 3031: 3.181302158927375e-06
Position 1225: 2.962878462807803e-06
Position 234: 2.942560950920366e-06
Position 2126: 2.7437455235488953e-06
Position 847: 2.7060078456480242e-06
Position 811: 2.3483449889290793e-06
Position 4092: 2.338180612215648e-06
Position 2164: 2.283149652854872e-06
Position 606: 2.282516302197321e-06
Position 1252: 2.253897114467027e-06
Position 4026: 1.9255057381595695e-06
Position 6009: 1.9194914738956042e-06
Position 2995: 1.7254829800154754e-06
Position 1148: 1.6485863164391543e-06
Position 2271: 1.5893063186545367e-06
Position 3342: 1.5294952983991762e-06
Position 2307: 1.364938298671684e-06
Position 2395: 1.150311627810713e-06
Position 2642: 8.148358963875962e-07
Position 3617: 6.732990453200099e-07
Position 270: 6.550702468840148e-07
Position 216: 6.063958102061587e-07
Position 281: 5.045859677082839e-07
Position 1431: 4.661383927211825e-07
Position 1094: 4.204934125054497e-07
Position 1863: 3.5153485335279716e-07
Position 944: 3.414950800298786e-07
Position 322: 2.810748998062581e-07
Position 755: 2.563515861288188e-07
Position 866: 2.0987537024254803e-07
Position 1360: 2.060811854926353e-07
Position 2708: 2.048784132225427e-07
Position 1373: 1.921601459326421e-07
Position 721: 1.1086863529924406e-07
Position 249: 1.0244380256701171e-07
Position 2429: 9.43271510155077e-08
Position 211: 9.206108737801208e-08
Position 431: 5.03308586900939e-08
Position 787: 5.0197445951659485e-08
Position 1262: 4.97175225655842e-08
Position 532: 3.628072928087692e-08
Position 759: 2.5285373553482017e-08
Position 1460: 2.385617190341493e-08
Position 1673: 2.2443536870909995e-08
Position 337: 1.952627408474907e-08
Position 387: 1.8404833604315618e-08
Position 659: 1.7952259113179845e-08
Position 1542: 9.864409775966203e-09
Position 228: 9.341651114124273e-09
Position 1272: 8.14438594720206e-09
Position 342: 5.421284605169606e-09
Position 630: 4.265915666969613e-09
Position 478: 2.572150958501057e-09
Position 623: 2.446530254033108e-09
Position 636: 2.064776040943383e-09
Position 641: 1.6960504945142134e-09
Position 440: 1.1874698806589272e-09
Position 668: 1.0455724964821941e-09
Position 579: 1.0093638076809654e-09
Position 1276: 4.801936766312306e-10
Position 437: 9.0253782813334e-11
Position 773: 7.122124148311711e-11
Position 184: 5.042687887731828e-11
Position 763: 2.2096972329698628e-11
Position 558: 2.1653495555023278e-11
Position 331: 1.887672671136606e-11
Position 221: 1.2337173645568014e-11
Position 396: 6.314230139905733e-12
Position 650: 5.714305859261742e-12
Position 770: 4.313574553454446e-12
Position 291: 2.2969259908247245e-12
Position 198: 2.1055310587362883e-12
Position 226: 1.365432207017609e-12
Position 349: 1.2620199478677312e-12
Position 401: 3.782798592724405e-13
Position 333: 3.525271366843847e-13
