Gene = TAC1
Position 292: 1.710938506880321e-05
Position 2360: 1.6743782430337225e-05
Position 1344: 1.599568788551985e-05
Position 986: 1.464220597743862e-05
Position 2654: 1.353858066822366e-05
Position 1040: 1.3326778153102253e-05
Position 510: 1.2830828449246464e-05
Position 2438: 1.0628145639749471e-05
Position 1316: 1.0516795758071815e-05
Position 1695: 9.710625547743494e-06
Position 1326: 7.808545453215412e-06
Position 10: 6.647142261934068e-06
Position 566: 6.2489980780798115e-06
Position 27: 5.7764405845851525e-06
Position 2611: 4.995529965431746e-06
Position 2729: 4.30785540329283e-06
Position 2523: 4.041655966064456e-06
Position 2126: 3.920738947473179e-06
Position 598: 2.800633027815439e-06
Position 1451: 2.7470367783961437e-06
Position 907: 2.3352722354017783e-06
Position 1389: 2.3152742745218796e-06
Position 669: 1.7079509628975117e-06
Position 3274: 1.4396479356704182e-06
Position 1392: 1.0787239487400724e-06
Position 2946: 7.887690166661877e-07
Position 1018: 7.681553917900557e-07
Position 1453: 7.111684814321695e-07
Position 115: 7.025699761840723e-07
Position 488: 6.794762130542716e-07
Position 615: 3.7798354114042904e-07
Position 425: 1.4816536314965995e-07
Position 3341: 1.3561559667182104e-07
Position 574: 7.257110422162743e-08
Position 282: 4.802872633340636e-08
Position 671: 3.4950129327146236e-08
Position 741: 2.734246945095743e-09
Position 595: 8.1312830640914e-18
Position 755: 7.526138924764746e-20

Sorted 3' Splice Sites (High to Low Probability):
Position 1814: 0.908441362730048
Position 7965: 0.8949282286410919
Position 752: 0.6852396738809887
Position 2917: 0.4104783581424966
Position 2798: 0.32713747830708084
Position 695: 0.2867723624861499
Position 8217: 0.25928516548221636
Position 6197: 0.24266706971840005
Position 8284: 0.1855720640526928
Position 439: 0.12670960503858214
Position 4390: 0.09626706842058656
Position 8318: 0.06471624545100033
Position 3039: 0.06365998657314506
Position 8243: 0.05911333740271733
Position 6369: 0.04651659354549817
Position 8315: 0.03729377721402075
Position 8437: 0.029614554261000632
Position 209: 0.027809729904765882
Position 8530: 0.027567701895231656
Position 2148: 0.026938978000635706
Position 2339: 0.02689442965356441
Position 7065: 0.023030846711562598
Position 7134: 0.022816787191314723
Position 1050: 0.020564643547691844
Position 4218: 0.01953103709448791
Position 6825: 0.019175804050612394
Position 2268: 0.019129633101080463
Position 7207: 0.018516661373339557
Position 4240: 0.016913903395502878
Position 2004: 0.01682601916152514
Position 4352: 0.015908728011305488
Position 2611: 0.01566315135867564
Position 6877: 0.01389847584287254
Position 1817: 0.013221225063166841
Position 1018: 0.011153237754545364
Position 1462: 0.010534173177290768
Position 6387: 0.009822398775985269
Position 4337: 0.009538310300390693
Position 6917: 0.00889557878799454
Position 729: 0.008856494434418315
Position 899: 0.008385549959687256
Position 6340: 0.007609531944986188
Position 3374: 0.007510297639576462
Position 1850: 0.0070185080115444205
Position 7163: 0.006894503798377634
Position 8248: 0.006830367488244254
Position 3567: 0.006495479941098327
Position 8224: 0.006407235568842128
Position 5778: 0.006320397022772717
Position 2066: 0.006042910060085977
Position 2038: 0.005816665007234037
Position 3245: 0.00537298647355713
Position 1347: 0.005222731997704155
Position 8549: 0.005173589120931511
Position 2771: 0.0049205712378264386
Position 1030: 0.004614156360634765
Position 7469: 0.004531467158406422
Position 6250: 0.004050135358412938
Position 7646: 0.00363441271777205
Position 4258: 0.0033690828444034723
Position 648: 0.003232102397335748
Position 3341: 0.0031247336804529065
Position 5407: 0.0031197957362811813
Position 762: 0.0029204150565884544
Position 4606: 0.0028289601087059866
Position 2855: 0.002596630682951198
Position 2096: 0.0025489558937240885
Position 2746: 0.0024721685607511997
Position 2131: 0.002315538360794189
Position 6428: 0.002271536613968513
Position 1337: 0.002265383438704911
Position 8464: 0.0021551944484070247
Position 7630: 0.0020198604881428313
Position 2302: 0.0019991791084868565
Position 938: 0.0019217599751765516
Position 8327: 0.0017541698013266668
Position 5737: 0.0017248225687510528
Position 456: 0.0016035119599433238
Position 2231: 0.0014397357718638271
Position 6021: 0.0014330890105100228
Position 6311: 0.0014070870000584134
Position 3060: 0.0012395632487658063
Position 8038: 0.00112971064841841
Position 907: 0.0011018660984698392
Position 1162: 0.0010506639450356139
Position 5804: 0.0010434807228443678
Position 4402: 0.0010419381380515436
Position 1312: 0.0010374330692804153
Position 1063: 0.0010034431586862134
Position 2006: 0.0008830750860702826
Position 4298: 0.0008645779027127395
Position 1985: 0.0008502708024002987
Position 554: 0.0008282817136203226
Position 7612: 0.0008046640055480521
Position 3212: 0.0007399613660833717
Position 7923: 0.0007393244503493184
Position 3512: 0.0007075560040715768
Position 386: 0.000703155127514025
Position 8293: 0.0006818727935808067
Position 765: 0.0006415749135033555
Position 1066: 0.0006093542225804605
Position 2164: 0.0005741981821564816
Position 2866: 0.0005741149142676361
Position 1133: 0.0005492780299637066
Position 4731: 0.0005252188413132393
Position 2020: 0.0004984330274080418
Position 499: 0.0004643672846846231
Position 7187: 0.00045033660187363765
Position 4279: 0.0004404117051406621
Position 8140: 0.0004382096115294298
Position 4530: 0.00043438637138522296
Position 475: 0.0003500733645844958
Position 1176: 0.00033227189571702906
Position 2126: 0.0003234685952287959
Position 4924: 0.0003192153075223736
Position 6202: 0.0003111277732188046
Position 2579: 0.00029738115172080095
Position 6215: 0.00026655538401952774
Position 3987: 0.00026602157087519826
Position 3261: 0.0002536991366328054
Position 6668: 0.0002281928747253689
Position 1085: 0.00021734428131122858
Position 3187: 0.00020453520610601124
Position 1425: 0.00020266763094521615
Position 2314: 0.00019640239106514281
Position 2183: 0.00018705348132412266
Position 4506: 0.00018460017054368525
Position 6556: 0.00018393925025457806
Position 3811: 0.00018362480933809515
Position 6749: 0.00018209047022008356
Position 4930: 0.00018161505724608953
Position 2810: 0.0001641252868834181
Position 349: 0.00015539114171605377
Position 7681: 0.0001494937182039181
Position 1431: 0.00014469293895287807
Position 441: 0.00013999594576792818
Position 8479: 0.00013879977567351852
Position 5242: 0.00013394185584724192
Position 606: 0.00012842475514190805
Position 2169: 0.00012618931166376432
Position 2090: 0.00012584705145313795
Position 1354: 0.0001210154472122786
Position 1437: 0.00011098266392607588
Position 3517: 0.00010994058566892913
Position 940: 0.00010922158681420265
Position 4126: 0.00010779482852858215
Position 5337: 0.00010514652746200804
Position 3949: 0.00010329582669017442
Position 1319: 9.286457230385883e-05
Position 5296: 8.722712223961258e-05
Position 380: 8.274291868900259e-05
Position 3901: 7.705602514426242e-05
Position 1193: 7.67966352765238e-05
Position 2374: 7.554711528794756e-05
Position 172: 7.261668297208333e-05
Position 3546: 7.079674581511808e-05
Position 2360: 6.983260050099583e-05
Position 4184: 6.617601975225372e-05
Position 3320: 5.9730233864142474e-05
Position 2497: 5.2805064975496554e-05
Position 1221: 4.7034424618402645e-05
Position 3193: 4.6857086966375306e-05
Position 6550: 4.45547622490806e-05
Position 771: 4.3917167262699825e-05
Position 5718: 4.191125391374563e-05
Position 814: 4.094421988592275e-05
Position 1243: 4.080751432360691e-05
Position 6515: 4.0352598491339715e-05
Position 944: 3.982151768290316e-05
Position 5124: 3.8847514188366136e-05
Position 2834: 3.8241290049039035e-05
Position 5473: 3.812884435241263e-05
Position 4823: 3.389466185018715e-05
Position 4667: 3.36597691790549e-05
Position 5979: 3.365926830345943e-05
Position 1218: 3.164870150041546e-05
Position 2928: 3.034721497049318e-05
Position 2242: 2.9001596051816423e-05
Position 5064: 2.5036677703709193e-05
Position 2433: 2.5028390046879244e-05
Position 3171: 2.3506423433528212e-05
Position 4994: 2.3017205587551855e-05
Position 1612: 2.2536634210859372e-05
Position 1977: 2.0656579973875095e-05
Position 2207: 1.9513444930791077e-05
Position 3935: 1.8111094926605808e-05
Position 5274: 1.7395066706656344e-05
Position 1389: 1.3451348465422296e-05
Position 508: 1.332499143042184e-05
Position 1483: 1.239845677621641e-05
Position 1091: 1.227108866428406e-05
Position 1198: 1.2246811579813859e-05
Position 506: 1.0796522498046939e-05
Position 3097: 1.002923553405463e-05
Position 2189: 9.924189532277082e-06
Position 1524: 8.376272046156751e-06
Position 1401: 8.127306838206265e-06
Position 1934: 8.001662608226739e-06
Position 2424: 7.2884043577236075e-06
Position 844: 6.68154860448895e-06
Position 3311: 6.349941930550785e-06
Position 1102: 5.8283582122835125e-06
Position 288: 5.232497324535339e-06
Position 1852: 4.885643564491049e-06
Position 161: 4.498707043225357e-06
Position 1736: 4.1661391283998684e-06
Position 1838: 3.174022939658663e-06
Position 2703: 3.012096255410968e-06
Position 1326: 2.9601233649284073e-06
Position 1731: 2.679437327924718e-06
Position 253: 2.5615088377107192e-06
Position 1195: 2.347970444018325e-06
Position 2646: 2.1730575918110137e-06
Position 821: 1.364525824270829e-06
Position 2022: 1.2040881146669805e-06
Position 960: 9.52884475931813e-07
Position 1494: 9.106319175255049e-07
Position 3387: 8.969994714303544e-07
Position 969: 8.172647356376404e-07
Position 131: 6.669885776928672e-07
Position 393: 5.315004231787223e-07
Position 246: 4.8704010445201e-07
Position 2706: 4.316467857351803e-07
Position 138: 4.0827474596347557e-07
Position 233: 3.415709954532892e-07
Position 1829: 3.362118690469305e-07
Position 95: 3.028935122538554e-07
Position 169: 2.503715810642253e-07
Position 292: 2.1135289262420217e-07
Position 1655: 1.9754838112648986e-07
Position 1687: 1.7721548551917492e-07
Position 488: 1.676641699350326e-07
Position 2622: 1.5652701039275498e-07
Position 179: 1.3309812510631632e-07
Position 217: 1.2497433439233937e-07
Position 1947: 8.570129531492809e-08
Position 219: 6.960729038232555e-08
Position 1555: 5.98717248595284e-08
Position 503: 5.1866295222645926e-08
Position 516: 4.786774975075728e-08
Position 3218: 2.9497621094785388e-08
Position 181: 2.296366033322059e-08
Position 255: 1.9581363669521912e-08
Position 566: 1.4213002845031751e-08
Position 1521: 1.0334393957975326e-08
Position 1871: 9.496236641038672e-09
Position 226: 8.878832997932016e-09
Position 1550: 8.201554232897926e-09
Position 958: 4.731192033198213e-09
Position 1864: 3.711112032643603e-09
Position 141: 3.6310863378920526e-09
Position 99: 3.5103489241571146e-09
Position 263: 2.104811260553086e-09
Position 827: 1.7937740424142858e-09
Position 877: 1.6068926042202499e-09
Position 92: 1.28157297038812e-09
Position 774: 8.796359953575605e-10
Position 559: 5.569846624251924e-10
Position 111: 1.0898071402991034e-12
Position 72: 1.0220778404237768e-13
